************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2024-12-09 12:42:30
Simulation start date: 2018-01-01
Simulation end date: 2018-05-11
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2018 Wheat -- CSSRI
************************************************************************
Year-DOY  Year  DOY  DOW        Date   ETref  tKcb   Kcb     h Kcmax    fc    fw   few      De    Kr    Ke      E     DPe    Kc    ETc     TAW TAWrmax    TAWb    Zr     p     RAW    Ks Kcadj ETcadj      T      DP    Dinc      Dr     fDr   Drmax  fDrmax      Db     fDb   Irrig IrrLoss    Rain  Runoff  Year  DOY  DOW        Date
2018-057  2018  057  Mon  2018-02-26    4.930 1.037 1.037 0.873 1.164 0.795 1.000 0.205  18.045 0.000 0.000  0.000   0.000 1.037  5.111 133.056 -99.999 -99.999 1.080 0.546  72.591 0.750 0.778  3.833  3.833   0.000 -99.999  91.540   0.688 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  057  Mon  2018-02-26  
2018-058  2018  058  Tue  2018-02-27    4.930 1.065 1.065 0.905 1.136 0.878 1.000 0.122  18.045 0.000 0.000  0.000   0.000 1.065  5.250 136.752 -99.999 -99.999 1.110 0.540  73.844 0.719 0.765  3.773  3.773   0.000 -99.999  95.314   0.697 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  058  Tue  2018-02-27  
2018-059  2018  059  Wed  2018-02-28    3.920 1.093 1.093 0.937 1.143 0.914 1.000 0.086  18.045 0.000 0.000  0.000   0.000 1.093  4.286 140.448 -99.999 -99.999 1.140 0.579  81.258 0.763 0.834  3.268  3.268   0.000 -99.999  98.582   0.702 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  059  Wed  2018-02-28  
2018-060  2018  060  Thu  2018-03-01    4.150 1.122 1.122 0.968 1.172 0.916 1.000 0.084  18.045 0.000 0.000  0.000   0.000 1.122  4.655 144.144 -99.999 -99.999 1.170 0.564  81.269 0.725 0.813  3.373  3.373   0.000 -99.999 101.955   0.707 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  060  Thu  2018-03-01  
2018-061  2018  061  Fri  2018-03-02    4.410 1.150 1.150 1.000 1.200 0.918 1.000 0.082  18.045 0.000 0.000  0.000   0.000 1.150  5.071 147.840 -99.999 -99.999 1.200 0.547  80.889 0.685 0.788  3.476  3.476   0.000 -99.999 105.431   0.713 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  061  Fri  2018-03-02  
2018-062  2018  062  Sat  2018-03-03    3.980 1.150 1.150 1.000 1.200 0.918 1.000 0.082  18.045 0.000 0.000  0.000   0.000 1.150  4.577 147.840 -99.999 -99.999 1.200 0.567  83.813 0.662 0.762  3.032  3.032   0.000 -99.999 108.462   0.734 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  062  Sat  2018-03-03  
2018-063  2018  063  Sun  2018-03-04    3.790 1.150 1.150 1.000 1.200 0.918 1.000 0.082  18.045 0.000 0.000  0.000   0.000 1.150  4.358 147.840 -99.999 -99.999 1.200 0.576  85.106 0.628 0.722  2.736  2.736   0.000 -99.999 111.198   0.752 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  063  Sun  2018-03-04  
2018-064  2018  064  Mon  2018-03-05    4.720 1.150 1.150 1.000 1.200 0.918 1.000 0.082  18.045 0.000 0.000  0.000   0.000 1.150  5.428 147.840 -99.999 -99.999 1.200 0.533  78.781 0.531 0.610  2.880  2.880   0.000 -99.999 114.078   0.772 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  064  Mon  2018-03-05  
2018-065  2018  065  Tue  2018-03-06    5.480 1.150 1.150 1.000 1.200 0.918 1.000 0.082  18.045 0.000 0.000  0.000   0.000 1.150  6.302 147.840 -99.999 -99.999 1.200 0.498  73.612 0.455 0.523  2.866  2.866   0.000 -99.999 116.945   0.791 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  065  Tue  2018-03-06  
2018-066  2018  066  Wed  2018-03-07    5.390 1.150 1.150 1.000 1.200 0.918 1.000 0.082  18.045 0.000 0.000  0.000   0.000 1.150  6.198 147.840 -99.999 -99.999 1.200 0.502  74.225 0.420 0.483  2.601  2.601   0.000 -99.999 119.546   0.809 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  066  Wed  2018-03-07  
2018-067  2018  067  Thu  2018-03-08    4.600 1.150 1.150 1.000 1.200 0.918 1.000 0.082   0.000 0.000 0.000  0.000 101.501 1.150  5.290 147.840 -99.999 -99.999 1.200 0.538  79.597 0.415 0.477  2.193  2.193   0.000 -99.999   2.193   0.015 -99.999 -99.999 -99.999 -99.999 119.546   0.000   0.000   0.000  2018  067  Thu  2018-03-08  
2018-068  2018  068  Fri  2018-03-09    5.610 1.150 1.150 1.000 1.200 0.918 1.000 0.082   3.414 1.000 0.050  0.281   0.000 1.200  6.732 147.840 -99.999 -99.999 1.200 0.481  71.070 1.000 1.200  6.732  6.452   0.000 -99.999   8.925   0.060 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  068  Fri  2018-03-09  
2018-069  2018  069  Sat  2018-03-10    6.110 1.150 1.150 1.000 1.200 0.918 1.000 0.082   7.132 1.000 0.050  0.306   0.000 1.200  7.332 147.840 -99.999 -99.999 1.200 0.457  67.521 1.000 1.200  7.332  7.026   0.000 -99.999  16.257   0.110 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  069  Sat  2018-03-10  
2018-070  2018  070  Sun  2018-03-11    5.860 1.150 1.150 1.000 1.200 0.918 1.000 0.082  10.698 1.000 0.050  0.293   0.000 1.200  7.032 147.840 -99.999 -99.999 1.200 0.469  69.296 1.000 1.200  7.032  6.739   0.000 -99.999  23.289   0.158 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  070  Sun  2018-03-11  
2018-071  2018  071  Mon  2018-03-12    5.870 1.150 1.150 1.000 1.200 0.918 1.000 0.082  13.960 0.913 0.046  0.268   0.000 1.196  7.019 147.840 -99.999 -99.999 1.200 0.469  69.375 1.000 1.196  7.019  6.750   0.000 -99.999  30.308   0.205 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  071  Mon  2018-03-12  
2018-072  2018  072  Tue  2018-03-13    5.740 1.150 1.150 1.000 1.200 0.918 1.000 0.082  15.734 0.508 0.025  0.146   0.000 1.175  6.747 147.840 -99.999 -99.999 1.200 0.480  70.983 1.000 1.175  6.747  6.601   0.000 -99.999  37.055   0.251 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  072  Tue  2018-03-13  
2018-073  2018  073  Wed  2018-03-14    5.910 1.150 1.150 1.000 1.200 0.918 1.000 0.082  16.767 0.287 0.014  0.085   0.000 1.164  6.881 147.840 -99.999 -99.999 1.200 0.475  70.186 1.000 1.164  6.881  6.796   0.000 -99.999  43.936   0.297 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  073  Wed  2018-03-14  
2018-074  2018  074  Thu  2018-03-15    5.180 1.150 1.150 1.000 1.200 0.918 1.000 0.082  17.268 0.159 0.008  0.041   0.000 1.158  5.998 147.840 -99.999 -99.999 1.200 0.510  75.409 1.000 1.158  5.998  5.957   0.000 -99.999  49.934   0.338 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  074  Thu  2018-03-15  
2018-075  2018  075  Fri  2018-03-16    5.700 1.150 1.150 1.000 1.200 0.918 1.000 0.082  17.603 0.097 0.005  0.028   0.000 1.155  6.583 147.840 -99.999 -99.999 1.200 0.487  71.954 1.000 1.155  6.583  6.555   0.000 -99.999  56.517   0.382 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  075  Fri  2018-03-16  
2018-076  2018  076  Sat  2018-03-17    6.530 1.150 1.150 1.000 1.200 0.918 1.000 0.082  17.821 0.055 0.003  0.018   0.000 1.153  7.527 147.840 -99.999 -99.999 1.200 0.449  66.366 1.000 1.153  7.527  7.510   0.000 -99.999  64.044   0.433 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  076  Sat  2018-03-17  
2018-077  2018  077  Sun  2018-03-18    6.400 1.150 1.150 1.000 1.200 0.918 1.000 0.082  17.930 0.028 0.001  0.009   0.000 1.151  7.369 147.840 -99.999 -99.999 1.200 0.455  67.303 1.000 1.151  7.369  7.360   0.000 -99.999  71.413   0.483 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  077  Sun  2018-03-18  
2018-078  2018  078  Mon  2018-03-19    6.060 1.150 1.150 1.000 1.200 0.918 1.000 0.082  17.982 0.014 0.001  0.004   0.000 1.151  6.973 147.840 -99.999 -99.999 1.200 0.471  69.642 0.977 1.125  6.816  6.811   0.000 -99.999  78.229   0.529 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  078  Mon  2018-03-19  
2018-079  2018  079  Tue  2018-03-20    5.630 1.150 1.150 1.000 1.200 0.918 1.000 0.082  18.009 0.008 0.000  0.002   0.000 1.150  6.477 147.840 -99.999 -99.999 1.200 0.491  72.579 0.925 1.064  5.991  5.989   0.000 -99.999  84.219   0.570 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  079  Tue  2018-03-20  
2018-080  2018  080  Wed  2018-03-21    4.440 1.150 1.150 1.000 1.200 0.918 1.000 0.082  18.021 0.004 0.000  0.001   0.000 1.150  5.107 147.840 -99.999 -99.999 1.200 0.546  80.679 0.947 1.090  4.838  4.837   0.000 -99.999  89.057   0.602 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  080  Wed  2018-03-21  
2018-081  2018  081  Thu  2018-03-22    4.630 1.150 1.150 1.000 1.200 0.918 1.000 0.082  18.030 0.003 0.000  0.001   0.000 1.150  5.325 147.840 -99.999 -99.999 1.200 0.537  79.389 0.859 0.988  4.573  4.572   0.000 -99.999  93.630   0.633 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  081  Thu  2018-03-22  
2018-082  2018  082  Fri  2018-03-23    5.110 1.150 1.150 1.000 1.200 0.918 1.000 0.082  18.035 0.002 0.000  0.000   0.000 1.150  5.877 147.840 -99.999 -99.999 1.200 0.515  76.126 0.756 0.869  4.443  4.442   0.000 -99.999  98.073   0.663 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  082  Fri  2018-03-23  
2018-083  2018  083  Sat  2018-03-24    6.610 1.150 1.150 1.000 1.200 0.918 1.000 0.082  18.040 0.001 0.000  0.000   0.000 1.150  7.602 147.840 -99.999 -99.999 1.200 0.446  65.925 0.608 0.699  4.619  4.618   0.000 -99.999 102.692   0.695 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  083  Sat  2018-03-24  
2018-084  2018  084  Sun  2018-03-25    6.720 1.150 1.150 1.000 1.200 0.918 1.000 0.082  18.043 0.001 0.000  0.000   0.000 1.150  7.728 147.840 -99.999 -99.999 1.200 0.441  65.179 0.546 0.628  4.221  4.221   0.000 -99.999 106.913   0.723 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  084  Sun  2018-03-25  
2018-085  2018  085  Mon  2018-03-26    7.200 1.150 1.150 1.000 1.200 0.918 1.000 0.082  18.044 0.000 0.000  0.000   0.000 1.150  8.280 147.840 -99.999 -99.999 1.200 0.419  61.915 0.476 0.548  3.944  3.944   0.000 -99.999 110.857   0.750 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  085  Mon  2018-03-26  
2018-086  2018  086  Tue  2018-03-27    6.930 1.150 1.150 1.000 1.200 0.918 1.000 0.082  18.044 0.000 0.000  0.000   0.000 1.150  7.970 147.840 -99.999 -99.999 1.200 0.431  63.751 0.440 0.506  3.505  3.505   0.000 -99.999 114.362   0.774 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  086  Tue  2018-03-27  
2018-087  2018  087  Wed  2018-03-28    7.370 1.150 1.150 1.000 1.200 0.918 1.000 0.082  18.045 0.000 0.000  0.000   0.000 1.150  8.476 147.840 -99.999 -99.999 1.200 0.411  60.759 0.384 0.442  3.258  3.258   0.000 -99.999 117.620   0.796 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  087  Wed  2018-03-28  
2018-088  2018  088  Thu  2018-03-29    8.140 1.150 1.150 1.000 1.200 0.918 1.000 0.082  18.045 0.000 0.000  0.000   0.000 1.150  9.361 147.840 -99.999 -99.999 1.200 0.376  55.523 0.327 0.376  3.064  3.064   0.000 -99.999 120.685   0.816 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  088  Thu  2018-03-29  
2018-089  2018  089  Fri  2018-03-30    6.090 1.150 1.150 1.000 1.200 0.918 1.000 0.082   0.000 0.000 0.000  0.000 102.640 1.150  7.004 147.840 -99.999 -99.999 1.200 0.470  69.464 0.346 0.398  2.427  2.427   0.000 -99.999   2.427   0.016 -99.999 -99.999 -99.999 -99.999 120.685   0.000   0.000   0.000  2018  089  Fri  2018-03-30  
2018-090  2018  090  Sat  2018-03-31    6.620 1.150 1.150 1.000 1.200 0.918 1.000 0.082   4.029 1.000 0.050  0.331   0.000 1.200  7.944 147.840 -99.999 -99.999 1.200 0.432  63.902 1.000 1.200  7.944  7.613   0.000 -99.999  10.371   0.070 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  090  Sat  2018-03-31  
2018-091  2018  091  Sun  2018-04-01    6.290 1.150 1.150 1.000 1.200 0.918 1.000 0.082   7.856 1.000 0.050  0.315   0.000 1.200  7.548 147.840 -99.999 -99.999 1.200 0.448  66.244 1.000 1.200  7.548  7.233   0.000 -99.999  17.919   0.121 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  091  Sun  2018-04-01  
2018-092  2018  092  Mon  2018-04-02    6.460 1.150 1.150 1.000 1.200 0.918 1.000 0.082  11.787 1.000 0.050  0.323   0.000 1.200  7.752 147.840 -99.999 -99.999 1.200 0.440  65.038 1.000 1.200  7.752  7.429   0.000 -99.999  25.671   0.174 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  092  Mon  2018-04-02  
2018-093  2018  093  Tue  2018-04-03    6.630 1.150 1.150 1.000 1.200 0.918 1.000 0.082  14.926 0.778 0.039  0.258   0.000 1.189  7.882 147.840 -99.999 -99.999 1.200 0.435  64.267 1.000 1.189  7.882  7.624   0.000 -99.999  33.553   0.227 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  093  Tue  2018-04-03  
2018-094  2018  094  Wed  2018-04-04    6.400 1.150 1.150 1.000 1.200 0.918 1.000 0.082  16.436 0.388 0.019  0.124   0.000 1.169  7.484 147.840 -99.999 -99.999 1.200 0.451  66.622 1.000 1.169  7.484  7.360   0.000 -99.999  41.037   0.278 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  094  Wed  2018-04-04  
2018-095  2018  095  Thu  2018-04-05    5.950 1.150 1.150 1.000 1.200 0.918 1.000 0.082  17.160 0.200 0.010  0.060   0.000 1.160  6.902 147.840 -99.999 -99.999 1.200 0.474  70.064 1.000 1.160  6.902  6.842   0.000 -99.999  47.939   0.324 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  095  Thu  2018-04-05  
2018-096  2018  096  Fri  2018-04-06    5.640 1.150 1.150 1.000 1.200 0.918 1.000 0.082  17.538 0.110 0.006  0.031   0.000 1.156  6.517 147.840 -99.999 -99.999 1.200 0.489  72.341 1.000 1.156  6.517  6.486   0.000 -99.999  54.456   0.368 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  096  Fri  2018-04-06  
2018-097  2018  097  Sat  2018-04-07    6.020 1.150 1.150 1.000 1.200 0.918 1.000 0.082  17.769 0.063 0.003  0.019   0.000 1.153  6.942 147.840 -99.999 -99.999 1.200 0.472  69.828 1.000 1.153  6.942  6.923   0.000 -99.999  61.398   0.415 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  097  Sat  2018-04-07  
2018-098  2018  098  Sun  2018-04-08    6.700 1.150 1.150 1.000 1.200 0.918 1.000 0.082  17.909 0.034 0.002  0.012   0.000 1.152  7.717 147.840 -99.999 -99.999 1.200 0.441  65.248 1.000 1.152  7.717  7.705   0.000 -99.999  69.115   0.467 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  098  Sun  2018-04-08  
2018-099  2018  099  Mon  2018-04-09    5.230 1.150 1.150 1.000 1.200 0.918 1.000 0.082  17.963 0.017 0.001  0.004   0.000 1.151  6.019 147.840 -99.999 -99.999 1.200 0.509  75.286 1.000 1.151  6.019  6.014   0.000 -99.999  75.133   0.508 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  099  Mon  2018-04-09  
2018-100  2018  100  Tue  2018-04-10    5.670 1.150 1.150 1.000 1.200 0.918 1.000 0.082  17.998 0.010 0.001  0.003   0.000 1.151  6.523 147.840 -99.999 -99.999 1.200 0.489  72.303 0.963 1.107  6.279  6.276   0.000 -99.999  81.413   0.551 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  100  Tue  2018-04-10  
2018-101  2018  101  Wed  2018-04-11    4.940 1.150 1.150 1.000 1.200 0.918 1.000 0.082  18.016 0.006 0.000  0.001   0.000 1.150  5.682 147.840 -99.999 -99.999 1.200 0.523  77.276 0.941 1.083  5.349  5.348   0.000 -99.999  86.762   0.587 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  101  Wed  2018-04-11  
2018-102  2018  102  Thu  2018-04-12    6.180 1.122 1.122 1.000 1.172 0.915 1.000 0.085  18.029 0.004 0.000  0.001   0.000 1.122  6.933 147.840 -99.999 -99.999 1.200 0.473  69.881 0.783 0.879  5.432  5.431   0.000 -99.999  92.194   0.624 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  102  Thu  2018-04-12  
2018-103  2018  103  Fri  2018-04-13    7.580 1.093 1.093 1.000 1.143 0.912 1.000 0.088  18.038 0.002 0.000  0.001   0.000 1.093  8.288 147.840 -99.999 -99.999 1.200 0.418  61.867 0.647 0.708  5.365  5.364   0.000 -99.999  97.559   0.660 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  103  Fri  2018-04-13  
2018-104  2018  104  Sat  2018-04-14    8.630 1.065 1.065 1.000 1.137 0.873 1.000 0.127  18.042 0.001 0.000  0.001   0.000 1.065  9.192 147.840 -99.999 -99.999 1.200 0.382  56.525 0.551 0.586  5.061  5.061   0.000 -99.999 102.620   0.694 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  104  Sat  2018-04-14  
2018-105  2018  105  Sun  2018-04-15    8.100 1.037 1.037 1.000 1.115 0.860 1.000 0.140  18.044 0.000 0.000  0.000   0.000 1.037  8.397 147.840 -99.999 -99.999 1.200 0.414  61.222 0.522 0.541  4.384  4.384   0.000 -99.999 107.004   0.724 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  105  Sun  2018-04-15  
2018-106  2018  106  Mon  2018-04-16    7.540 1.008 1.008 1.000 1.111 0.816 1.000 0.184  18.044 0.000 0.000  0.000   0.000 1.008  7.603 147.840 -99.999 -99.999 1.200 0.446  65.919 0.498 0.503  3.790  3.790   0.000 -99.999 110.794   0.749 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  106  Mon  2018-04-16  
2018-107  2018  107  Tue  2018-04-17    9.340 0.980 0.980 1.000 1.143 0.725 1.000 0.275  18.045 0.000 0.000  0.000   0.000 0.980  9.153 147.840 -99.999 -99.999 1.200 0.384  56.751 0.407 0.399  3.723  3.723   0.000 -99.999 114.517   0.775 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  107  Tue  2018-04-17  
2018-108  2018  108  Wed  2018-04-18   10.710 0.952 0.952 1.000 1.170 0.648 1.000 0.352  18.045 0.000 0.000  0.000   0.000 0.952 10.192 147.840 -99.999 -99.999 1.200 0.342  50.606 0.343 0.326  3.493  3.493   0.000 -99.999 118.010   0.798 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  108  Wed  2018-04-18  
2018-109  2018  109  Thu  2018-04-19    9.130 0.923 0.923 1.000 1.137 0.643 1.000 0.357  18.045 0.000 0.000  0.000   0.000 0.923  8.430 147.840 -99.999 -99.999 1.200 0.413  61.028 0.344 0.317  2.897  2.897   0.000 -99.999 120.907   0.818 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  109  Thu  2018-04-19  
2018-110  2018  110  Fri  2018-04-20   10.490 0.895 0.895 1.000 1.190 0.546 1.000 0.454   0.000 0.000 0.000  0.000 102.862 0.895  9.389 147.840 -99.999 -99.999 1.200 0.374  55.360 0.291 0.261  2.734  2.734   0.000 -99.999   2.734   0.018 -99.999 -99.999 -99.999 -99.999 120.907   0.000   0.000   0.000  2018  110  Fri  2018-04-20  
2018-111  2018  111  Sat  2018-04-21    9.170 0.867 0.867 1.000 1.154 0.540 1.000 0.460   5.737 1.000 0.288  2.637   0.000 1.154 10.585 147.840 -99.999 -99.999 1.200 0.327  48.286 1.000 1.154 10.585  7.947   0.000 -99.999  13.319   0.090 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  111  Sat  2018-04-21  
2018-112  2018  112  Sun  2018-04-22    9.490 0.838 0.838 1.000 1.177 0.481 1.000 0.519  11.927 1.000 0.339  3.213   0.000 1.177 11.169 147.840 -99.999 -99.999 1.200 0.303  44.834 1.000 1.177 11.169  7.956   0.000 -99.999  24.488   0.166 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  112  Sun  2018-04-22  
2018-113  2018  113  Mon  2018-04-23    9.260 0.810 0.810 1.000 1.157 0.459 1.000 0.541  16.442 0.760 0.264  2.441   0.000 1.074  9.941 147.840 -99.999 -99.999 1.200 0.352  52.090 1.000 1.074  9.941  7.501   0.000 -99.999  34.429   0.233 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  113  Mon  2018-04-23  
2018-114  2018  114  Tue  2018-04-24    9.410 0.782 0.782 1.000 1.154 0.424 1.000 0.576  17.653 0.199 0.074  0.698   0.000 0.856  8.054 147.840 -99.999 -99.999 1.200 0.428  63.254 1.000 0.856  8.054  7.355   0.000 -99.999  42.483   0.287 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  114  Tue  2018-04-24  
2018-115  2018  115  Wed  2018-04-25    8.050 0.753 0.753 1.000 1.098 0.428 1.000 0.572  17.890 0.049 0.017  0.135   0.000 0.770  6.200 147.840 -99.999 -99.999 1.200 0.502  74.218 1.000 0.770  6.200  6.064   0.000 -99.999  48.682   0.329 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  115  Wed  2018-04-25  
2018-116  2018  116  Thu  2018-04-26    8.500 0.725 0.725 1.000 1.107 0.382 1.000 0.618  17.991 0.019 0.007  0.063   0.000 0.732  6.225 147.840 -99.999 -99.999 1.200 0.501  74.067 1.000 0.732  6.225  6.163   0.000 -99.999  54.907   0.371 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  116  Thu  2018-04-26  
2018-117  2018  117  Fri  2018-04-27    9.160 0.697 0.697 1.000 1.153 0.317 1.000 0.683  18.032 0.007 0.003  0.028   0.000 0.700  6.409 147.840 -99.999 -99.999 1.200 0.494  72.977 1.000 0.700  6.409  6.381   0.000 -99.999  61.317   0.415 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  117  Fri  2018-04-27  
2018-118  2018  118  Sat  2018-04-28    8.660 0.668 0.668 1.000 1.139 0.291 1.000 0.709  18.041 0.002 0.001  0.007   0.000 0.669  5.794 147.840 -99.999 -99.999 1.200 0.518  76.615 1.000 0.669  5.794  5.788   0.000 -99.999  67.111   0.454 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  118  Sat  2018-04-28  
2018-119  2018  119  Sun  2018-04-29    7.660 0.640 0.640 1.000 1.104 0.275 1.000 0.725  18.044 0.000 0.000  0.002   0.000 0.640  4.904 147.840 -99.999 -99.999 1.200 0.554  81.880 1.000 0.640  4.904  4.902   0.000 -99.999  72.015   0.487 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  119  Sun  2018-04-29  
2018-120  2018  120  Mon  2018-04-30    9.770 0.612 0.612 1.000 1.151 0.222 1.000 0.778  18.045 0.000 0.000  0.001   0.000 0.612  5.977 147.840 -99.999 -99.999 1.200 0.511  75.535 1.000 0.612  5.977  5.976   0.000 -99.999  77.992   0.528 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  120  Mon  2018-04-30  
2018-121  2018  121  Tue  2018-05-01    8.790 0.583 0.583 1.000 1.154 0.191 1.000 0.809  18.045 0.000 0.000  0.000   0.000 0.583  5.128 147.840 -99.999 -99.999 1.200 0.545  80.557 1.000 0.583  5.128  5.128   0.000 -99.999  83.120   0.562 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  121  Tue  2018-05-01  
2018-122  2018  122  Wed  2018-05-02    7.710 0.555 0.555 1.000 1.145 0.166 1.000 0.834  18.045 0.000 0.000  0.000   0.000 0.555  4.279 147.840 -99.999 -99.999 1.200 0.579  85.575 1.000 0.555  4.279  4.279   0.000 -99.999  87.399   0.591 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  122  Wed  2018-05-02  
2018-123  2018  123  Thu  2018-05-03    8.130 0.527 0.527 1.000 1.175 0.132 1.000 0.868  18.045 0.000 0.000  0.000   0.000 0.527  4.282 147.840 -99.999 -99.999 1.200 0.579  85.559 0.970 0.511  4.155  4.155   0.000 -99.999  91.554   0.619 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  123  Thu  2018-05-03  
2018-124  2018  124  Fri  2018-05-04    7.800 0.498 0.498 1.000 1.128 0.117 1.000 0.883  18.045 0.000 0.000  0.000   0.000 0.498  3.887 147.840 -99.999 -99.999 1.200 0.595  87.894 0.939 0.468  3.650  3.650   0.000 -99.999  95.204   0.644 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  124  Fri  2018-05-04  
2018-125  2018  125  Sat  2018-05-05    7.820 0.470 0.470 1.000 1.103 0.097 1.000 0.903  18.045 0.000 0.000  0.000   0.000 0.470  3.675 147.840 -99.999 -99.999 1.200 0.603  89.145 0.897 0.421  3.296  3.296   0.000 -99.999  98.500   0.666 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  125  Sat  2018-05-05  
2018-126  2018  126  Sun  2018-05-06    8.680 0.442 0.442 1.000 1.139 0.069 1.000 0.931  18.045 0.000 0.000  0.000   0.000 0.442  3.834 147.840 -99.999 -99.999 1.200 0.597  88.209 0.827 0.365  3.172  3.172   0.000 -99.999 101.672   0.688 -99.999 -99.999 -99.999 -99.999   0.000   0.000   0.000   0.000  2018  126  Sun  2018-05-06  
