Method,Year,Season,Planting_Date,Irrig_Crit_Source,Irrig_Crit,ETref,ETc,ETcadj,E,T,DP,K,Rain,Irrig,Gross_Irrig,Num_Irrig,Mean_Irrig,Veff_end
TPR,2010,135,2010-07-15,madDs,0.75,565.71,611.33,610.89,287.48,323.41,369.12,2.79,574.87,464.42,603.75,5,92.88,59.28
TPR,2010,135,2010-07-15,madVp,10.0,565.71,611.63,611.63,287.78,323.85,483.93,3.59,574.87,605.45,787.08,8,75.68,84.84
TPR,2010,135,2010-07-15,madDs,0.47,565.71,611.63,611.63,287.78,323.85,416.01,3.12,574.87,534.05,694.27,6,89.01,81.34
TPR,2010,145,2010-06-01,madVp,50.0,768.89,828.53,828.53,467.13,361.4,525.14,3.67,812.86,676.22,879.09,9,75.14,138.55
TPR,2010,145,2010-06-01,madVp,10.0,768.89,828.53,828.53,467.13,361.4,508.11,3.55,812.86,606.22,788.09,8,75.78,82.51
TPR,2010,145,2010-06-01,madDs,0.47,768.89,828.53,828.53,467.13,361.4,468.0,3.29,812.86,550.62,715.8,6,91.77,66.96
TPR,2010,145,2010-06-01,madDs,0.75,768.89,828.53,828.41,467.13,361.28,477.63,3.35,812.86,580.75,754.97,6,96.79,87.69
TPR,2010,145,2010-06-15,madVp,50.0,697.35,757.5,757.5,398.97,358.53,529.52,3.68,740.6,672.31,874.01,9,74.7,129.03
TPR,2010,145,2010-06-15,madVp,10.0,697.35,757.5,757.5,398.97,358.53,506.57,3.53,740.6,602.31,783.01,8,75.29,78.89
TPR,2010,145,2010-06-15,madDs,0.47,697.35,757.5,757.33,398.97,358.35,457.54,3.21,740.6,535.84,696.59,6,89.31,61.58
TPR,2010,145,2010-06-15,madDs,0.75,697.35,757.5,757.31,398.97,358.33,472.34,3.3,740.6,580.12,754.16,6,96.69,91.26
TPR,2010,145,2010-07-01,madVp,50.0,631.69,683.15,683.15,335.49,347.66,529.54,3.68,743.37,599.11,778.85,8,74.89,132.94
TPR,2010,145,2010-07-01,madVp,10.0,631.69,683.15,683.15,335.49,347.66,506.09,3.53,743.37,529.11,687.85,7,75.59,83.3
TPR,2010,145,2010-07-01,madDs,0.47,631.69,681.72,680.03,334.07,345.97,444.05,3.12,743.37,434.78,565.21,5,86.96,54.05
TPR,2010,145,2010-07-01,madDs,0.75,631.69,683.15,683.15,335.49,347.66,440.21,3.09,743.37,459.07,596.78,5,91.81,79.12
TPR,2010,145,2010-07-15,madVp,50.0,591.59,640.51,640.51,301.9,338.61,518.61,3.61,574.87,675.45,878.08,9,75.05,91.37
TPR,2010,145,2010-07-15,madDs,0.47,591.59,639.96,639.26,301.36,337.9,411.01,2.9,574.87,532.84,692.69,6,88.81,57.44
TPR,2010,145,2010-07-15,madVp,10.0,591.59,640.51,640.51,301.9,338.61,518.61,3.61,574.87,675.45,878.08,9,75.05,91.37
TPR,2010,145,2010-07-15,madDs,0.75,591.59,640.51,640.51,301.9,338.61,410.64,2.9,574.87,570.24,741.31,6,95.04,94.21
TPR,2011,120,2011-06-01,madVp,50.0,641.16,693.28,693.28,380.72,312.57,454.79,3.78,658.18,673.16,875.11,9,74.8,186.41
TPR,2011,120,2011-06-01,madVp,10.0,641.16,693.28,693.28,380.72,312.57,454.79,3.78,658.18,673.16,875.11,9,74.8,186.41
TPR,2011,120,2011-06-01,madDs,0.47,641.16,693.28,693.28,380.72,312.57,417.7,3.49,658.18,626.83,814.88,7,89.55,177.18
TPR,2011,120,2011-06-01,madDs,0.75,641.16,693.28,693.28,380.72,312.57,394.85,3.31,658.18,561.27,729.65,6,93.54,134.46
TPR,2011,120,2011-06-15,madVp,50.0,601.17,648.73,648.73,329.42,319.31,454.51,3.78,545.93,671.93,873.5,9,74.66,117.75
TPR,2011,120,2011-06-15,madVp,10.0,601.17,648.73,648.73,329.42,319.31,430.32,3.59,545.93,601.93,782.5,8,75.24,68.82
TPR,2011,120,2011-06-15,madDs,0.47,601.17,646.91,644.68,327.6,317.08,384.49,3.24,545.93,533.71,693.82,6,88.95,50.48
TPR,2011,120,2011-06-15,madDs,0.75,601.17,644.99,638.25,325.68,312.56,328.3,2.8,545.93,461.28,599.66,5,92.26,40.66
TPR,2011,120,2011-07-01,madVp,50.0,567.52,610.86,610.86,283.52,327.34,454.77,3.55,545.93,591.99,769.58,8,74.0,75.16
TPR,2011,120,2011-07-01,madVp,10.0,567.52,610.86,610.86,283.52,327.34,454.77,3.55,545.93,591.99,769.58,8,74.0,75.16
TPR,2011,120,2011-07-01,madDs,0.47,567.52,610.86,610.86,283.52,327.34,401.13,3.13,545.93,537.27,698.45,6,89.55,74.08
TPR,2011,120,2011-07-01,madDs,0.75,567.52,608.2,604.0,280.85,323.14,372.09,2.91,545.93,472.72,614.54,5,94.54,45.4
TPR,2011,120,2011-07-15,madVp,50.0,556.2,601.4,601.4,271.74,329.66,484.1,3.78,470.55,717.45,932.69,10,71.75,105.65
TPR,2011,120,2011-07-15,madDs,0.47,556.2,601.4,601.4,271.74,329.66,396.34,3.1,470.55,598.59,778.17,7,85.51,71.44
TPR,2011,120,2011-07-15,madVp,10.0,556.2,601.4,601.4,271.74,329.66,450.97,3.52,470.55,647.45,841.69,9,71.94,65.65
TPR,2011,120,2011-07-15,madDs,0.75,556.2,599.95,598.28,270.29,327.98,363.45,2.84,470.55,543.69,706.79,6,90.61,52.52
TPR,2011,135,2011-06-01,madVp,50.0,716.13,775.31,775.31,413.68,361.63,481.22,3.57,658.18,673.16,875.11,9,74.8,74.84
TPR,2011,135,2011-06-01,madDs,0.47,716.13,775.31,775.31,413.68,361.63,440.11,3.28,658.18,627.53,815.79,7,89.65,70.31
TPR,2011,135,2011-06-01,madDs,0.75,716.13,773.4,771.21,411.77,359.44,398.7,2.99,658.18,562.31,731.0,6,93.72,50.58
TPR,2011,135,2011-06-01,madVp,10.0,716.13,775.31,775.31,413.68,361.63,481.22,3.57,658.18,673.16,875.11,9,74.8,74.84
TPR,2011,135,2011-06-15,madVp,50.0,673.52,725.2,725.2,360.54,364.65,483.7,3.59,545.93,741.93,964.5,10,74.19,79.01
TPR,2011,135,2011-06-15,madDs,0.47,673.52,722.11,717.32,357.46,359.86,411.48,3.08,545.93,627.09,815.22,7,89.58,44.22
TPR,2011,135,2011-06-15,madVp,10.0,673.52,725.2,725.2,360.54,364.65,483.7,3.59,545.93,741.93,964.5,10,74.19,79.01
TPR,2011,135,2011-06-15,madDs,0.75,673.52,721.72,715.19,357.07,358.12,351.64,2.67,545.93,561.91,730.48,6,93.65,41.01
TPR,2011,135,2011-07-01,madVp,50.0,629.06,680.08,680.08,313.03,367.04,513.78,3.59,545.93,731.99,951.58,10,73.2,87.01
TPR,2011,135,2011-07-01,madVp,10.0,629.06,680.08,680.08,313.03,367.04,513.78,3.59,545.93,731.99,951.58,10,73.2,87.01
TPR,2011,135,2011-07-01,madDs,0.75,629.06,678.31,676.45,311.26,365.19,398.89,2.79,545.93,578.59,752.16,6,96.43,52.02
TPR,2011,135,2011-07-01,madDs,0.47,629.06,680.08,680.08,313.03,367.04,428.36,3.0,545.93,629.86,818.82,7,89.98,70.22
TPR,2011,135,2011-07-15,madVp,50.0,605.28,662.26,662.26,303.06,359.2,531.21,3.71,470.55,857.45,1114.69,12,71.45,137.68
TPR,2011,135,2011-07-15,madVp,10.0,605.28,662.26,662.26,303.06,359.2,510.85,3.57,470.55,787.45,1023.69,11,71.59,84.98
TPR,2011,135,2011-07-15,madDs,0.47,605.28,662.26,662.26,303.06,359.2,425.31,2.97,470.55,694.4,902.72,8,86.8,77.42
TPR,2011,135,2011-07-15,madDs,0.75,605.28,662.26,662.15,303.06,359.09,395.25,2.76,470.55,650.1,845.13,7,92.87,63.26
TPR,2011,145,2011-06-01,madVp,50.0,759.79,826.18,826.18,429.64,396.53,530.18,3.68,658.18,813.16,1057.11,11,73.92,118.13
TPR,2011,145,2011-06-01,madVp,10.0,759.79,826.18,826.18,429.64,396.53,505.81,3.52,658.18,743.16,966.11,10,74.32,69.38
TPR,2011,145,2011-06-01,madDs,0.47,759.79,826.18,826.18,429.64,396.53,468.55,3.28,658.18,721.38,937.8,8,90.17,84.94
TPR,2011,145,2011-06-01,madDs,0.75,759.79,826.18,826.18,429.64,396.53,428.39,3.01,658.18,665.68,865.38,7,95.1,69.31
TPR,2011,145,2011-06-15,madVp,50.0,710.28,769.56,769.56,375.89,393.67,509.25,3.54,545.93,811.93,1055.5,11,73.81,79.1
TPR,2011,145,2011-06-15,madDs,0.47,710.28,769.11,768.66,375.44,393.22,438.96,3.08,545.93,720.53,936.68,8,90.07,58.83
TPR,2011,145,2011-06-15,madVp,10.0,710.28,769.56,769.56,375.89,393.67,509.25,3.54,545.93,811.93,1055.5,11,73.81,79.1
TPR,2011,145,2011-06-15,madDs,0.75,710.28,769.56,769.51,375.89,393.62,381.18,2.7,545.93,668.47,869.01,7,95.5,63.72
TPR,2011,145,2011-07-01,madVp,50.0,660.67,716.18,716.18,328.56,387.62,542.72,3.57,545.93,801.99,1042.58,11,72.91,92.04
TPR,2011,145,2011-07-01,madDs,0.47,660.67,716.18,716.18,328.56,387.62,463.44,3.05,545.93,722.37,939.08,8,90.3,91.7
TPR,2011,145,2011-07-01,madDs,0.75,660.67,716.18,716.18,328.56,387.62,434.17,2.86,545.93,683.35,888.36,7,97.62,81.83
TPR,2011,145,2011-07-01,madVp,10.0,660.67,716.18,716.18,328.56,387.62,542.72,3.57,545.93,801.99,1042.58,11,72.91,92.04
TPR,2011,145,2011-07-15,madVp,50.0,634.59,693.36,693.36,319.37,374.0,545.69,3.59,470.55,857.45,1114.69,12,71.45,89.09
TPR,2011,145,2011-07-15,madDs,0.47,634.59,693.36,693.36,319.37,374.0,469.6,3.09,470.55,785.85,1021.6,9,87.32,93.69
TPR,2011,145,2011-07-15,madVp,10.0,634.59,693.36,693.36,319.37,374.0,545.69,3.59,470.55,857.45,1114.69,12,71.45,89.09
TPR,2011,145,2011-07-15,madDs,0.75,634.59,693.36,693.31,319.37,373.94,436.9,2.87,470.55,753.99,980.19,8,94.25,94.76
TPR,2012,120,2012-06-01,madVp,50.0,746.11,813.42,813.42,494.74,318.68,452.02,3.78,427.72,1030.54,1339.7,14,73.61,195.97
TPR,2012,120,2012-06-01,madDs,0.47,746.11,813.42,813.42,494.74,318.68,388.08,3.28,427.72,930.22,1209.29,10,93.02,159.59
TPR,2012,120,2012-06-01,madDs,0.75,746.11,813.42,813.09,494.74,318.35,336.39,2.88,427.72,909.37,1182.19,9,101.04,190.75
TPR,2012,120,2012-06-01,madVp,10.0,746.11,813.42,813.42,494.74,318.68,449.54,3.76,427.72,1032.81,1342.65,14,73.77,200.71
TPR,2012,120,2012-06-15,madVp,50.0,682.46,739.67,739.67,425.79,313.88,429.17,3.6,427.72,817.79,1063.13,11,74.34,76.71
TPR,2012,120,2012-06-15,madVp,10.0,682.46,739.67,739.67,425.79,313.88,429.17,3.6,427.72,817.79,1063.13,11,74.34,76.71
TPR,2012,120,2012-06-15,madDs,0.47,682.46,739.67,739.64,425.79,313.85,363.28,3.09,427.72,739.89,961.86,8,92.49,64.7
TPR,2012,120,2012-06-15,madDs,0.75,682.46,736.96,731.8,423.08,308.72,332.41,2.85,427.72,679.86,883.82,7,97.12,43.37
TPR,2012,120,2012-07-01,madVp,50.0,590.63,639.76,639.76,332.68,307.08,443.63,3.71,427.72,744.56,967.93,10,74.46,89.03
TPR,2012,120,2012-07-01,madVp,10.0,590.63,639.76,639.76,332.68,307.08,443.63,3.71,427.72,744.56,967.93,10,74.46,89.03
TPR,2012,120,2012-07-01,madDs,0.75,590.63,636.74,631.48,329.65,301.83,318.85,2.74,427.72,565.98,735.77,6,94.33,43.37
TPR,2012,120,2012-07-01,madDs,0.47,590.63,638.11,636.32,331.03,305.28,364.52,3.1,427.72,625.38,813.0,7,89.34,52.26
TPR,2012,120,2012-07-15,madVp,50.0,532.64,576.18,576.18,274.04,302.13,444.99,3.69,427.72,682.67,887.47,9,75.85,89.36
TPR,2012,120,2012-07-15,madVp,10.0,532.64,576.18,576.18,274.04,302.13,444.99,3.69,427.72,682.67,887.47,9,75.85,89.36
TPR,2012,120,2012-07-15,madDs,0.47,532.64,575.67,574.98,273.54,301.45,359.26,3.02,427.72,563.84,732.99,6,93.97,57.31
TPR,2012,120,2012-07-15,madDs,0.75,532.64,572.99,567.76,270.85,296.91,329.06,2.79,427.72,512.76,666.59,5,102.55,43.67
TPR,2012,135,2012-06-01,madVp,50.0,819.33,893.19,893.19,530.29,362.91,484.16,3.61,427.72,1030.54,1339.7,14,73.61,80.97
TPR,2012,135,2012-06-01,madVp,10.0,819.33,893.19,893.19,530.29,362.91,482.51,3.6,427.72,1032.81,1342.65,14,73.77,84.91
TPR,2012,135,2012-06-01,madDs,0.47,819.33,893.19,893.03,530.29,362.74,404.3,3.05,427.72,931.33,1210.72,10,93.13,61.72
TPR,2012,135,2012-06-01,madDs,0.75,819.33,893.19,892.88,530.29,362.59,365.25,2.78,427.72,910.29,1183.38,9,101.14,79.94
TPR,2012,135,2012-06-15,madVp,50.0,742.27,809.21,809.21,456.2,353.01,487.97,3.64,427.72,957.79,1245.13,13,73.68,88.46
TPR,2012,135,2012-06-15,madVp,10.0,742.27,809.21,809.21,456.2,353.01,487.97,3.64,427.72,957.79,1245.13,13,73.68,88.46
TPR,2012,135,2012-06-15,madDs,0.47,742.27,809.21,808.96,456.2,352.75,390.99,2.96,427.72,832.84,1082.69,9,92.54,60.62
TPR,2012,135,2012-06-15,madDs,0.75,742.27,807.21,804.83,454.2,350.63,358.7,2.73,427.72,786.24,1022.12,8,98.28,50.43
TPR,2012,135,2012-07-01,madVp,50.0,642.43,699.4,699.4,360.03,339.37,499.43,3.71,427.72,884.56,1149.93,12,73.71,116.58
TPR,2012,135,2012-07-01,madVp,10.0,642.43,699.4,699.4,360.03,339.37,469.25,3.5,427.72,814.56,1058.93,11,74.05,73.65
TPR,2012,135,2012-07-01,madDs,0.47,642.43,698.61,697.58,359.24,338.34,394.72,2.98,427.72,720.01,936.02,8,90.0,55.43
TPR,2012,135,2012-07-01,madDs,0.75,642.43,697.97,696.25,358.6,337.66,350.78,2.68,427.72,671.91,873.48,7,95.99,52.6
TPR,2012,135,2012-07-15,madVp,50.0,584.32,631.5,631.5,303.43,328.07,503.55,3.71,427.72,822.67,1069.47,11,74.79,118.48
TPR,2012,135,2012-07-15,madVp,10.0,584.32,631.5,631.5,303.43,328.07,473.8,3.51,427.72,752.67,978.47,10,75.27,75.12
TPR,2012,135,2012-07-15,madDs,0.47,584.32,631.5,631.13,303.43,327.7,393.9,2.95,427.72,656.7,853.72,7,93.81,59.4
TPR,2012,135,2012-07-15,madDs,0.75,584.32,630.21,629.06,302.14,326.92,362.49,2.73,427.72,619.04,804.76,6,103.17,55.22
TPR,2012,145,2012-06-01,madVp,50.0,855.84,933.79,933.79,546.04,387.76,510.45,3.57,427.72,1100.54,1430.7,15,73.37,84.09
TPR,2012,145,2012-06-01,madVp,10.0,855.84,933.79,933.79,546.04,387.76,510.65,3.57,427.72,1102.81,1433.65,15,73.52,86.19
TPR,2012,145,2012-06-01,madDs,0.47,855.84,933.79,933.79,546.04,387.76,436.49,3.08,427.72,1026.31,1334.21,11,93.3,83.83
TPR,2012,145,2012-06-01,madDs,0.75,855.84,931.52,928.29,543.76,384.53,361.46,2.59,427.72,910.76,1183.99,9,101.2,48.74
TPR,2012,145,2012-06-15,madVp,50.0,774.38,842.68,842.68,470.02,372.66,519.49,3.63,427.72,1027.79,1336.13,14,73.41,93.59
TPR,2012,145,2012-06-15,madDs,0.47,774.38,842.68,842.68,470.02,372.66,427.43,3.02,427.72,926.33,1204.23,10,92.63,84.01
TPR,2012,145,2012-06-15,madVp,10.0,774.38,842.68,842.68,470.02,372.66,519.49,3.63,427.72,1027.79,1336.13,14,73.41,93.59
TPR,2012,145,2012-06-15,madDs,0.75,774.38,842.68,842.64,470.02,372.62,393.51,2.8,427.72,889.19,1155.95,9,98.8,80.82
TPR,2012,145,2012-07-01,madVp,50.0,673.86,733.42,733.42,374.45,358.97,527.7,3.68,427.72,954.56,1240.93,13,73.43,124.3
TPR,2012,145,2012-07-01,madVp,10.0,673.86,733.42,733.42,374.45,358.97,501.29,3.51,427.72,884.56,1149.93,12,73.71,77.62
TPR,2012,145,2012-07-01,madDs,0.75,673.86,733.42,733.42,374.45,358.97,389.56,2.77,427.72,776.91,1009.98,8,97.11,81.71
TPR,2012,145,2012-07-01,madDs,0.47,673.86,733.42,733.42,374.45,358.97,433.02,3.06,427.72,812.94,1056.82,9,90.33,74.25
TPR,2012,145,2012-07-15,madVp,50.0,613.58,663.22,663.22,318.7,344.52,531.82,3.68,427.72,892.67,1160.47,12,74.39,128.49
TPR,2012,145,2012-07-15,madVp,10.0,613.58,663.22,663.22,318.7,344.52,507.86,3.52,427.72,822.67,1069.47,11,74.79,79.36
TPR,2012,145,2012-07-15,madDs,0.47,613.58,663.22,663.22,318.7,344.52,431.36,3.02,427.72,750.09,975.12,8,93.76,83.3
TPR,2012,145,2012-07-15,madDs,0.75,613.58,663.22,663.17,318.7,344.47,401.48,2.82,427.72,723.17,940.12,7,103.31,86.35
TPR,2013,120,2013-06-01,madVp,50.0,663.82,720.88,720.88,403.54,317.34,454.63,3.78,555.13,747.88,972.24,10,74.79,130.64
TPR,2013,120,2013-06-01,madVp,10.0,663.82,720.88,720.88,403.54,317.34,428.01,3.57,555.13,677.88,881.24,9,75.32,84.2
TPR,2013,120,2013-06-01,madDs,0.47,663.82,720.88,720.88,403.54,317.34,383.0,3.22,555.13,635.12,825.66,7,90.73,86.48
TPR,2013,120,2013-06-01,madDs,0.75,663.82,719.81,718.18,402.47,315.7,347.83,2.95,555.13,575.95,748.74,6,95.99,65.09
TPR,2013,120,2013-06-15,madVp,50.0,593.0,639.88,639.88,332.36,307.52,447.69,3.74,584.87,628.36,816.87,8,78.55,131.4
TPR,2013,120,2013-06-15,madDs,0.75,593.0,639.88,639.88,332.36,307.52,369.13,3.12,584.87,510.6,663.78,5,102.12,89.17
TPR,2013,120,2013-06-15,madVp,10.0,593.0,639.88,639.88,332.36,307.52,420.88,3.53,584.87,558.36,725.87,7,79.77,85.14
TPR,2013,120,2013-06-15,madDs,0.47,593.0,639.88,639.88,332.36,307.52,396.2,3.34,584.87,566.85,736.9,6,94.47,121.38
TPR,2013,120,2013-07-01,madVp,50.0,558.26,597.87,597.87,292.68,305.19,429.24,3.58,477.73,623.47,810.5,8,77.93,76.45
TPR,2013,120,2013-07-01,madVp,10.0,558.26,597.87,597.87,292.68,305.19,429.24,3.58,477.73,623.47,810.5,8,77.93,76.45
TPR,2013,120,2013-07-01,madDs,0.47,558.26,597.87,597.87,292.68,305.19,374.36,3.15,477.73,561.65,730.14,6,93.61,69.49
TPR,2013,120,2013-07-01,madDs,0.75,558.26,597.87,597.46,292.68,304.78,328.1,2.79,477.73,504.24,655.52,5,100.85,58.73
TPR,2013,120,2013-07-15,madVp,50.0,529.35,569.04,569.04,270.64,298.39,438.52,3.64,425.26,665.22,864.79,9,73.91,83.0
TPR,2013,120,2013-07-15,madDs,0.47,529.35,569.04,569.04,270.64,298.39,386.68,3.24,425.26,612.09,795.72,7,87.44,81.69
TPR,2013,120,2013-07-15,madDs,0.75,529.35,569.04,569.04,270.64,298.39,342.65,2.89,425.26,559.71,727.63,6,93.29,73.32
TPR,2013,120,2013-07-15,madVp,10.0,529.35,569.04,569.04,270.64,298.39,438.52,3.64,425.26,665.22,864.79,9,73.91,83.0
TPR,2013,135,2013-06-01,madVp,50.0,721.34,785.45,785.45,432.59,352.86,501.75,3.71,584.87,817.88,1063.24,11,74.35,118.69
TPR,2013,135,2013-06-01,madVp,10.0,721.34,785.45,785.45,432.59,352.86,501.75,3.71,584.87,817.88,1063.24,11,74.35,118.69
TPR,2013,135,2013-06-01,madDs,0.47,721.34,785.45,785.45,432.59,352.86,435.91,3.25,584.87,731.21,950.57,8,91.4,95.03
TPR,2013,135,2013-06-01,madDs,0.75,721.34,785.45,785.37,432.59,352.78,402.18,3.02,584.87,681.11,885.44,7,97.3,78.47
TPR,2013,135,2013-06-15,madVp,50.0,658.76,707.71,707.71,362.78,344.93,486.9,3.62,584.87,698.36,907.87,9,77.6,91.43
TPR,2013,135,2013-06-15,madVp,10.0,658.76,707.71,707.71,362.78,344.93,486.9,3.62,584.87,698.36,907.87,9,77.6,91.43
TPR,2013,135,2013-06-15,madDs,0.75,658.76,703.65,695.41,358.72,336.69,365.38,2.77,584.87,511.86,665.42,5,102.37,38.54
TPR,2013,135,2013-06-15,madDs,0.47,658.76,706.56,705.24,361.63,343.61,397.47,3.0,584.87,569.2,739.96,6,94.87,53.96
TPR,2013,135,2013-07-01,madVp,50.0,611.91,659.52,659.52,323.92,335.6,491.78,3.64,477.75,763.47,992.5,10,76.35,92.45
TPR,2013,135,2013-07-01,madVp,10.0,611.91,659.52,659.52,323.92,335.6,491.78,3.64,477.75,763.47,992.5,10,76.35,92.45
TPR,2013,135,2013-07-01,madDs,0.47,611.91,659.52,659.52,323.92,335.6,403.51,3.02,477.75,655.08,851.6,7,93.58,72.14
TPR,2013,135,2013-07-01,madDs,0.75,611.91,659.52,659.52,323.92,335.6,359.84,2.72,477.75,611.48,794.92,6,101.91,72.21
TPR,2013,135,2013-07-15,madDs,0.47,587.92,629.87,629.87,302.67,327.19,420.08,3.13,425.26,703.87,915.03,8,87.98,79.23
TPR,2013,135,2013-07-15,madVp,50.0,587.92,629.87,629.87,302.67,327.19,503.48,3.71,425.26,805.22,1046.79,11,73.2,100.27
TPR,2013,135,2013-07-15,madVp,10.0,587.92,629.87,629.82,302.67,327.14,466.82,3.46,425.26,735.22,955.79,10,73.52,63.86
TPR,2013,135,2013-07-15,madDs,0.75,587.92,629.87,629.85,302.67,327.18,378.5,2.84,425.26,663.94,863.12,7,94.85,80.9
TPR,2013,145,2013-06-01,madVp,50.0,761.22,823.9,823.9,448.58,375.32,530.01,3.68,584.87,887.88,1154.24,12,73.99,121.97
TPR,2013,145,2013-06-01,madVp,10.0,761.22,823.9,823.9,448.58,375.32,505.73,3.52,584.87,817.88,1063.24,11,74.35,73.14
TPR,2013,145,2013-06-01,madDs,0.47,761.22,823.9,823.88,448.58,375.3,426.0,3.0,584.87,729.88,948.84,8,91.23,64.88
TPR,2013,145,2013-06-01,madDs,0.75,761.22,821.67,818.6,446.35,372.26,399.68,2.82,584.87,681.8,886.35,7,97.4,48.39
TPR,2013,145,2013-06-15,madDs,0.47,693.92,745.62,745.62,378.3,367.32,430.37,3.03,584.87,661.37,859.79,7,94.48,72.88
TPR,2013,145,2013-06-15,madVp,10.0,693.92,745.62,745.62,378.3,367.32,517.45,3.61,584.87,768.36,998.87,10,76.84,92.98
TPR,2013,145,2013-06-15,madVp,50.0,693.92,745.62,745.62,378.3,367.32,517.45,3.61,584.87,768.36,998.87,10,76.84,92.98
TPR,2013,145,2013-06-15,madDs,0.75,693.92,745.62,745.26,378.3,366.95,397.66,2.82,584.87,615.66,800.36,6,102.61,60.22
TPR,2013,145,2013-07-01,madVp,50.0,644.95,697.48,697.48,339.19,358.3,520.74,3.61,477.75,833.47,1083.5,11,75.77,95.66
TPR,2013,145,2013-07-01,madVp,10.0,644.95,697.48,697.48,339.19,358.3,520.74,3.61,477.75,833.47,1083.5,11,75.77,95.66
TPR,2013,145,2013-07-01,madDs,0.47,644.95,697.48,697.48,339.19,358.3,439.84,3.08,477.75,747.61,971.89,8,93.45,90.51
TPR,2013,145,2013-07-01,madDs,0.75,644.95,694.58,690.17,336.29,353.88,356.92,2.54,477.75,612.18,795.83,6,102.03,45.16
TPR,2013,145,2013-07-15,madDs,0.47,619.78,666.36,664.05,316.95,347.1,415.63,2.92,425.26,704.87,916.33,8,88.11,50.45
TPR,2013,145,2013-07-15,madVp,10.0,619.78,668.1,668.1,318.68,349.41,496.22,3.45,425.26,805.22,1046.79,11,73.2,66.18
TPR,2013,145,2013-07-15,madVp,50.0,619.78,668.1,668.1,318.68,349.41,531.75,3.68,425.26,875.22,1137.79,12,72.94,103.78
TPR,2013,145,2013-07-15,madDs,0.75,619.78,666.62,664.96,317.21,347.75,372.5,2.63,425.26,665.05,864.57,7,95.01,52.85
TPR,2014,120,2014-06-01,madVp,50.0,747.92,809.93,809.93,441.0,368.94,453.93,3.78,149.48,1234.49,1604.83,17,72.62,123.24
TPR,2014,120,2014-06-01,madVp,10.0,747.92,809.93,809.93,441.0,368.94,430.68,3.6,149.48,1168.3,1518.79,16,73.02,77.21
TPR,2014,120,2014-06-01,madDs,0.47,747.92,809.93,809.93,441.0,368.94,349.2,2.96,149.48,1101.19,1431.55,12,91.77,91.75
TPR,2014,120,2014-06-01,madDs,0.75,747.92,807.63,804.54,438.69,365.85,294.63,2.54,149.48,997.84,1297.2,10,99.78,48.15
TPR,2014,120,2014-06-15,madDs,0.47,700.84,753.26,753.26,381.02,372.23,335.51,2.87,153.31,1007.56,1309.82,11,91.6,72.12
TPR,2014,120,2014-06-15,madVp,50.0,700.84,753.26,753.26,381.02,372.23,452.02,3.78,153.31,1166.94,1517.02,16,72.93,118.12
TPR,2014,120,2014-06-15,madDs,0.75,700.84,753.26,753.13,381.02,372.1,321.1,2.76,153.31,1002.54,1303.3,10,100.25,81.67
TPR,2014,120,2014-06-15,madVp,10.0,700.84,753.26,753.25,381.02,372.23,427.51,3.59,153.31,1096.94,1426.02,15,73.13,69.5
TPR,2014,120,2014-07-01,madVp,50.0,628.82,685.09,685.09,326.19,358.9,456.87,3.78,153.31,1086.85,1412.9,15,72.46,101.34
TPR,2014,120,2014-07-01,madVp,10.0,628.82,685.09,685.04,326.19,358.86,421.08,3.5,153.31,1016.85,1321.9,14,72.63,64.04
TPR,2014,120,2014-07-01,madDs,0.47,628.82,685.09,685.09,326.19,358.9,360.65,3.03,153.31,984.05,1279.27,11,89.46,91.82
TPR,2014,120,2014-07-01,madDs,0.75,628.82,683.58,681.57,324.68,356.89,299.57,2.55,153.31,879.75,1143.68,9,97.75,51.93
TPR,2014,120,2014-07-15,madVp,10.0,612.4,658.69,658.69,314.21,344.48,433.62,3.62,151.85,1020.78,1327.01,14,72.91,80.37
TPR,2014,120,2014-07-15,madDs,0.47,612.4,658.69,658.47,314.21,344.26,335.49,2.86,151.85,903.03,1173.94,10,90.3,60.92
TPR,2014,120,2014-07-15,madVp,50.0,612.4,658.69,658.69,314.21,344.48,433.62,3.62,151.85,1020.78,1327.01,14,72.91,80.37
TPR,2014,120,2014-07-15,madDs,0.75,612.4,658.69,658.47,314.21,344.26,312.86,2.68,151.85,880.46,1144.6,9,97.83,60.98
TPR,2014,135,2014-06-01,madVp,50.0,822.66,898.87,898.87,476.75,422.12,480.18,3.57,154.05,1304.49,1695.83,18,72.47,79.53
TPR,2014,135,2014-06-01,madVp,10.0,822.66,898.87,898.87,476.75,422.12,478.96,3.56,154.05,1308.28,1700.77,18,72.68,84.58
TPR,2014,135,2014-06-01,madDs,0.47,822.66,898.87,898.87,476.75,422.12,372.04,2.81,154.05,1197.44,1556.67,13,92.11,80.64
TPR,2014,135,2014-06-01,madDs,0.75,822.66,896.32,891.96,474.2,417.75,315.54,2.42,154.05,1102.8,1433.64,11,100.25,49.36
TPR,2014,135,2014-06-15,madVp,50.0,759.96,821.06,821.06,417.44,403.62,484.36,3.61,153.31,1236.94,1608.02,17,72.76,84.91
TPR,2014,135,2014-06-15,madDs,0.47,759.96,821.06,821.06,417.44,403.62,364.86,2.78,153.31,1103.9,1435.07,12,91.99,71.31
TPR,2014,135,2014-06-15,madVp,10.0,759.96,821.06,821.06,417.44,403.62,484.36,3.61,153.31,1236.94,1608.02,17,72.76,84.91
