Method,Year,Season,Planting_Date,Irrig_Crit_Source,Irrig_Crit,ETref,ETc,ETcadj,E,T,DP,K,Rain,Irrig,Gross_Irrig,Num_Irrig,Mean_Irrig,Veff_end
DSR,2003,135,2003-07-01,madDs,0.47,572.674,602.078,600.354,252.165,348.188,627.671,5.901,588.84,697.04,906.152,27,25.816,58.481
DSR,2003,135,2003-06-15,mad,0.06,606.711,603.333,573.256,251.673,321.583,367.364,3.039,630.93,339.644,441.537,37,9.18,30.776
DSR,2003,135,2003-07-15,madDs,0.75,550.899,583.698,580.899,244.561,336.338,495.222,5.062,491.565,652.798,848.638,18,36.267,68.764
DSR,2003,135,2003-07-15,madDs,0.47,550.899,584.299,583.245,245.162,338.083,543.538,5.333,491.565,705.717,917.432,28,25.204,71.022
DSR,2003,135,2003-07-01,mad,0.06,572.674,575.557,545.941,225.645,320.296,356.215,3.71,588.84,349.637,454.528,39,8.965,36.947
DSR,2003,135,2003-07-15,madDs,0.94,550.899,575.891,571.758,236.754,335.004,519.483,5.207,491.565,670.061,871.079,16,41.879,70.907
DSR,2003,145,2003-05-15,madDs,0.94,787.032,749.438,743.873,366.507,377.366,519.324,3.814,635.25,684.219,889.484,19,36.012,57.171
DSR,2003,145,2003-05-15,madDs,0.75,787.032,798.517,792.46,415.586,376.874,578.233,4.22,635.25,784.815,1020.259,25,31.393,50.271
DSR,2003,145,2003-05-15,madDs,0.47,787.032,813.732,807.874,430.801,377.073,600.926,4.481,635.25,832.986,1082.882,34,24.5,60.336
DSR,2003,135,2003-07-15,mad,0.06,550.899,571.941,543.935,232.804,311.13,331.358,3.667,491.565,426.332,554.231,46,9.268,43.127
DSR,2003,145,2003-06-01,madDs,0.75,716.704,718.129,714.122,333.677,380.445,566.26,4.289,630.93,706.8,918.84,21,33.657,58.267
DSR,2003,145,2003-06-01,madDs,0.94,716.704,697.39,692.929,312.938,379.992,573.142,4.397,630.93,685.083,890.607,17,40.299,50.86
DSR,2003,145,2003-06-01,madDs,0.47,716.704,727.655,723.899,343.202,380.697,681.769,5.467,630.93,824.518,1071.873,32,25.766,50.698
DSR,2003,145,2003-05-15,mad,0.06,787.032,786.285,751.291,403.354,347.937,351.335,2.658,635.25,501.622,652.108,39,12.862,35.146
DSR,2003,145,2003-06-15,madDs,0.75,642.918,660.518,657.26,277.437,379.824,576.245,4.483,630.93,653.321,849.317,18,36.296,51.566
DSR,2003,145,2003-06-15,madDs,0.47,642.918,672.819,669.798,289.738,380.06,709.853,5.867,630.93,810.838,1054.09,31,26.156,62.938
DSR,2003,145,2003-06-15,madDs,0.94,642.918,661.061,656.087,277.98,378.106,532.137,4.375,630.93,619.598,805.477,15,41.307,63.124
DSR,2003,145,2003-06-01,mad,0.06,716.704,710.674,674.14,326.222,347.918,359.837,2.834,630.93,430.677,559.88,40,10.767,28.549
DSR,2003,145,2003-07-01,madDs,0.94,599.728,628.851,625.451,261.077,364.374,534.396,4.714,588.84,637.342,828.545,15,42.489,66.961
DSR,2003,145,2003-07-01,madDs,0.75,599.728,631.95,630.215,264.176,366.039,547.872,4.873,588.84,658.668,856.268,18,36.593,70.047
DSR,2003,145,2003-07-01,madDs,0.47,599.728,636.762,635.044,268.988,366.057,651.023,5.714,588.84,772.562,1004.331,30,25.752,76.053
DSR,2003,145,2003-06-15,mad,0.06,642.918,647.87,614.105,264.789,349.315,368.779,2.882,630.93,384.632,500.022,42,9.158,33.499
DSR,2003,145,2003-07-15,madDs,0.75,580.062,611.986,609.797,260.453,349.343,498.02,4.791,491.565,681.172,885.524,19,35.851,65.443
DSR,2003,145,2003-07-15,madDs,0.47,580.062,613.593,612.536,262.061,350.476,570.138,5.189,491.565,766.374,996.286,31,24.722,75.885
DSR,2003,145,2003-07-15,madDs,0.94,580.062,604.391,599.999,252.859,347.14,514.175,4.824,491.565,697.658,906.956,17,41.039,75.668
DSR,2003,145,2003-07-01,mad,0.06,599.728,606.862,577.077,239.088,337.989,357.729,3.501,588.84,384.064,499.283,43,8.932,38.723
DSR,2004,120,2004-05-15,madDs,0.94,732.571,703.041,693.642,320.271,373.371,415.767,3.824,398.233,764.286,993.572,19,40.226,54.077
DSR,2004,120,2004-05-15,madDs,0.47,732.571,763.02,757.588,380.25,377.338,439.09,3.932,398.233,851.555,1107.021,32,26.611,54.077
DSR,2004,120,2004-05-15,madDs,0.75,732.571,759.736,751.826,376.966,374.86,403.926,3.842,398.233,810.629,1053.818,25,32.425,54.077
DSR,2003,145,2003-07-15,mad,0.06,580.062,599.325,571.455,247.792,323.662,332.094,3.465,491.565,451.971,587.563,50,9.039,40.511
DSR,2004,120,2004-06-01,madDs,0.75,656.598,676.108,666.997,312.584,354.413,405.198,3.752,361.719,750.721,975.937,22,34.124,40.98
DSR,2004,120,2004-06-01,madDs,0.47,656.598,691.614,687.694,328.089,359.605,437.482,3.948,361.719,824.603,1071.984,32,25.769,61.88
DSR,2004,120,2004-05-15,mad,0.06,732.571,715.042,665.331,332.272,333.059,175.186,1.713,398.233,479.601,623.481,39,12.297,38.284
DSR,2004,120,2004-06-01,madDs,0.94,656.598,656.469,648.568,292.944,355.624,367.929,3.331,361.719,709.515,922.369,18,39.417,55.471
DSR,2004,120,2004-06-15,madDs,0.75,608.055,630.047,624.737,283.044,341.693,391.401,3.411,377.514,736.979,958.073,21,35.094,99.764
DSR,2004,120,2004-06-01,mad,0.06,656.598,663.443,619.542,299.919,319.623,166.901,1.537,361.719,455.397,592.017,39,11.677,31.408
DSR,2004,120,2004-06-15,madDs,0.47,608.055,649.291,646.085,302.287,343.797,422.743,3.766,377.514,788.008,1024.41,32,24.625,97.98
DSR,2004,120,2004-06-15,madDs,0.94,608.055,617.333,611.104,270.329,340.775,357.433,3.015,377.514,689.317,896.112,18,38.295,99.697
DSR,2004,120,2004-07-01,madDs,0.47,571.168,603.146,600.517,271.666,328.851,396.096,3.79,345.479,714.997,929.496,30,23.833,64.637
DSR,2004,120,2004-07-01,madDs,0.75,571.168,587.845,583.289,256.365,326.924,343.199,3.327,345.479,632.287,821.973,19,33.278,52.051
DSR,2004,120,2004-07-01,madDs,0.94,571.168,568.967,562.543,237.486,325.056,422.498,4.009,345.479,703.557,914.624,18,39.086,64.768
DSR,2004,120,2004-06-15,mad,0.06,608.055,629.495,594.421,282.492,311.93,162.793,1.51,377.514,450.304,585.395,40,11.258,71.229
DSR,2004,120,2004-07-15,madDs,0.47,546.642,574.454,573.133,252.772,320.361,383.537,3.74,338.764,679.356,883.163,27,25.161,61.449
DSR,2004,120,2004-07-15,madDs,0.75,546.642,572.372,569.935,250.69,319.245,328.885,3.285,338.764,611.948,795.533,19,32.208,51.892
DSR,2004,120,2004-07-15,madDs,0.94,546.642,554.571,551.235,232.889,318.346,342.446,3.481,338.764,610.334,793.435,16,38.146,55.417
DSR,2004,120,2004-07-01,mad,0.06,571.168,585.589,552.813,254.108,298.705,167.305,1.6,345.479,409.081,531.806,38,10.765,35.215
DSR,2004,135,2004-05-15,madDs,0.75,801.502,813.778,804.43,389.912,414.517,408.881,3.301,398.233,863.819,1122.965,25,34.553,49.708
DSR,2004,120,2004-07-15,mad,0.06,546.642,559.916,527.112,238.234,288.878,192.346,2.109,338.764,413.336,537.337,40,10.333,32.641
DSR,2004,135,2004-05-15,madDs,0.94,801.502,782.44,771.674,358.575,413.1,424.72,3.728,398.233,857.985,1115.381,22,38.999,60.791
DSR,2004,135,2004-05-15,madDs,0.47,801.502,842.454,836.714,418.588,418.126,443.262,3.619,398.233,941.414,1223.838,36,26.15,60.637
DSR,2004,135,2004-06-01,madDs,0.75,714.937,747.118,739.962,351.746,388.216,434.023,3.585,406.069,862.748,1121.572,25,34.51,96.131
DSR,2004,135,2004-06-01,madDs,0.94,714.937,726.977,719.129,331.604,387.525,397.554,3.047,406.069,805.404,1047.025,21,38.353,96.087
DSR,2004,135,2004-06-01,madDs,0.47,714.937,760.343,756.313,364.97,391.342,450.233,3.711,406.069,893.702,1161.813,36,24.825,94.444
DSR,2004,135,2004-05-15,mad,0.06,801.502,791.871,735.569,368.005,367.563,171.275,1.524,398.233,540.104,702.135,45,12.002,32.46
DSR,2004,135,2004-06-15,madDs,0.94,670.253,671.67,663.61,293.687,369.922,381.739,2.973,377.514,710.702,923.913,19,37.405,43.492
DSR,2004,135,2004-06-15,madDs,0.75,670.253,699.251,694.038,321.269,372.769,420.934,3.535,377.514,805.449,1047.084,24,33.56,68.616
DSR,2004,135,2004-06-15,madDs,0.47,670.253,713.466,710.451,335.484,374.968,448.571,3.599,377.514,849.378,1104.192,35,24.268,68.496
DSR,2004,135,2004-06-01,mad,0.06,714.937,730.724,688.682,335.352,353.331,162.993,1.342,406.069,516.645,671.638,45,11.481,71.773
DSR,2004,135,2004-07-01,madDs,0.47,633.474,670.601,668.277,303.734,364.543,393.065,3.429,345.479,772.963,1004.852,33,23.423,57.873
DSR,2004,135,2004-07-01,madDs,0.94,633.474,634.904,627.819,268.037,359.782,416.292,3.432,345.479,742.53,965.289,19,39.081,44.67
DSR,2004,135,2004-06-15,mad,0.06,670.253,686.32,648.979,308.338,340.641,165.817,1.39,377.514,475.722,618.438,43,11.063,39.064
DSR,2004,135,2004-07-01,madDs,0.75,633.474,655.482,651.641,288.615,363.026,418.247,3.556,345.479,784.183,1019.439,23,34.095,60.547
DSR,2004,135,2004-07-15,madDs,0.75,599.222,634.225,631.337,284.466,346.871,391.364,3.545,338.764,741.761,964.289,22,33.716,57.823
DSR,2004,135,2004-07-15,madDs,0.47,599.222,636.644,635.373,286.885,348.488,406.816,3.546,338.764,777.238,1010.409,32,24.289,73.884
DSR,2004,135,2004-07-15,madDs,0.94,599.222,612.408,608.405,262.649,345.756,408.535,3.716,338.764,745.624,969.311,19,39.243,67.447
DSR,2004,135,2004-07-01,mad,0.06,633.474,656.931,618.724,290.064,328.66,195.496,1.681,345.479,502.02,652.626,48,10.459,34.051
DSR,2004,145,2004-05-15,madDs,0.94,838.35,813.931,801.283,371.672,429.612,417.623,3.55,421.676,855.461,1112.099,22,38.885,59.198
DSR,2004,145,2004-05-15,madDs,0.47,838.35,880.346,874.57,438.086,436.483,454.809,3.494,421.676,984.402,1279.722,38,25.905,77.779
DSR,2004,145,2004-05-15,madDs,0.75,838.35,856.492,847.374,414.232,433.141,452.63,3.405,421.676,944.846,1228.3,28,33.745,67.486
DSR,2004,135,2004-07-15,mad,0.06,599.222,618.689,586.979,268.93,318.049,195.955,1.981,338.764,483.25,628.224,48,10.068,39.079
DSR,2004,145,2004-06-01,madDs,0.75,754.186,784.052,776.659,365.746,410.913,499.709,3.973,406.069,915.253,1189.829,27,33.898,45.688
DSR,2004,145,2004-06-01,madDs,0.47,754.186,799.956,795.695,381.65,414.045,519.56,4.044,406.069,979.736,1273.657,39,25.121,71.285
DSR,2004,145,2004-06-01,madDs,0.94,754.186,760.277,752.164,341.971,410.193,391.654,2.843,406.069,800.813,1041.058,21,38.134,63.798
DSR,2004,145,2004-05-15,mad,0.06,838.35,828.132,772.286,385.873,386.414,170.292,1.325,421.676,572.677,744.48,49,11.687,52.742
DSR,2004,145,2004-06-15,madDs,0.94,707.891,709.675,702.141,309.052,393.089,388.46,2.86,377.514,758.525,986.082,20,37.926,46.062
DSR,2004,145,2004-06-15,madDs,0.75,707.891,736.659,731.683,336.036,395.647,380.917,3.062,377.514,784.095,1019.324,24,32.671,49.635
DSR,2004,145,2004-06-15,madDs,0.47,707.891,753.236,750.316,352.612,397.703,459.319,3.473,377.514,898.009,1167.411,37,24.271,66.513
DSR,2004,145,2004-06-01,mad,0.06,754.186,766.212,722.564,347.906,374.658,165.59,1.278,406.069,532.116,691.751,47,11.322,50.766
DSR,2004,145,2004-07-01,madDs,0.75,667.729,689.018,685.08,306.657,378.423,407.902,3.205,345.479,806.77,1048.801,24,33.615,60.04
DSR,2004,145,2004-07-01,madDs,0.47,667.729,704.284,702.012,321.924,380.088,404.096,3.308,345.479,819.772,1065.704,35,23.422,59.916
DSR,2004,145,2004-07-01,madDs,0.94,667.729,673.659,668.554,291.299,377.255,379.118,2.904,345.479,758.105,985.536,20,37.905,56.684
DSR,2004,145,2004-06-15,mad,0.06,707.891,724.45,686.363,323.827,362.536,167.794,1.334,377.514,512.868,666.728,48,10.685,36.85
DSR,2004,145,2004-07-15,madDs,0.75,629.606,668.69,666.269,302.139,364.13,415.543,3.695,338.764,809.422,1052.248,24,33.726,66.372
DSR,2004,145,2004-07-15,madDs,0.94,629.606,643.722,639.828,277.171,362.657,416.971,3.756,338.764,789.099,1025.829,20,39.455,71.064
DSR,2004,145,2004-07-15,madDs,0.47,629.606,670.235,668.977,303.684,365.293,473.279,4.092,338.764,876.784,1139.819,36,24.355,73.299
DSR,2004,145,2004-07-01,mad,0.06,667.729,688.193,650.788,305.832,344.956,196.181,1.85,345.479,536.499,697.449,52,10.317,35.782
DSR,2005,120,2005-05-15,madDs,0.75,758.036,781.779,774.743,403.554,371.189,287.377,2.716,298.127,834.038,1084.249,27,30.89,70.973
DSR,2005,120,2005-05-15,madDs,0.94,758.036,711.889,702.898,333.663,369.235,276.829,2.695,298.127,738.506,960.058,19,38.869,57.834
DSR,2005,120,2005-05-15,madDs,0.47,758.036,792.616,786.38,414.391,371.989,394.644,3.679,298.127,956.649,1243.643,36,26.574,74.764
DSR,2004,145,2004-07-15,mad,0.06,629.606,650.883,619.195,284.332,334.863,196.499,1.88,338.764,520.335,676.436,53,9.818,43.405
DSR,2005,120,2005-06-01,madDs,0.47,658.213,679.953,675.79,326.719,349.07,399.983,3.577,450.13,699.605,909.486,28,24.986,75.099
DSR,2005,120,2005-06-01,madDs,0.75,658.213,657.532,651.84,304.298,347.542,452.924,4.47,450.13,724.99,942.487,22,32.954,71.38
DSR,2005,120,2005-05-15,mad,0.06,758.036,760.527,703.182,382.301,320.881,126.074,1.2,298.127,570.751,741.977,38,15.02,40.55
DSR,2005,120,2005-06-01,madDs,0.94,658.213,636.842,629.677,283.608,346.068,367.623,3.687,450.13,616.798,801.838,16,38.55,70.653
DSR,2005,120,2005-06-15,madDs,0.47,588.343,595.855,588.74,257.442,331.298,502.471,4.938,450.13,673.75,875.875,27,24.954,33.549
DSR,2005,120,2005-06-15,madDs,0.75,588.343,594.738,585.945,256.325,329.62,480.962,5.112,450.13,649.447,844.281,19,34.181,33.549
DSR,2005,120,2005-06-01,mad,0.06,658.213,666.734,622.78,313.5,309.279,224.28,2.066,450.13,472.818,614.663,37,12.779,77.14
DSR,2005,120,2005-06-15,madDs,0.94,588.343,573.904,563.866,235.491,328.375,459.654,4.716,450.13,606.059,787.877,15,40.404,33.549
DSR,2005,120,2005-07-01,madDs,0.75,541.31,573.257,570.453,251.738,318.715,346.903,3.488,392.31,587.613,763.896,17,34.565,62.566
DSR,2005,120,2005-06-15,mad,0.06,588.343,584.119,546.828,245.706,301.122,218.938,2.171,450.13,346.441,450.373,31,11.176,31.685
DSR,2005,120,2005-07-01,madDs,0.47,541.31,571.557,570.257,250.038,320.219,426.455,4.446,392.31,662.682,861.486,27,24.544,58.28
DSR,2005,120,2005-07-01,madDs,0.94,541.31,551.019,546.956,229.501,317.456,342.994,3.423,392.31,540.325,702.422,13,41.563,42.684
DSR,2005,120,2005-07-15,madDs,0.47,545.152,581.282,580.188,266.018,314.171,298.305,2.467,229.233,714.406,928.728,31,23.045,65.146
DSR,2005,120,2005-07-15,madDs,0.75,545.152,576.524,574.521,261.259,313.261,231.367,1.92,229.233,638.783,830.418,20,31.939,62.128
DSR,2005,120,2005-07-01,mad,0.06,541.31,551.604,522.662,230.086,292.576,176.443,1.951,392.31,342.167,444.818,34,10.064,35.373
DSR,2005,120,2005-07-15,madDs,0.94,545.152,557.932,554.99,242.668,312.322,239.915,2.011,229.233,620.641,806.833,17,36.508,54.968
DSR,2005,135,2005-05-15,madDs,0.75,809.772,849.559,842.096,438.114,403.982,423.559,3.508,450.13,895.904,1164.675,29,30.893,113.387
DSR,2005,120,2005-07-15,mad,0.06,545.152,563.423,533.257,248.158,285.098,98.394,0.843,229.233,434.967,565.458,42,10.356,32.549
DSR,2005,135,2005-05-15,madDs,0.94,809.772,785.784,777.036,374.338,402.698,396.014,3.248,450.13,825.494,1073.143,22,37.522,135.583
DSR,2005,135,2005-05-15,madDs,0.47,809.772,855.563,849.365,444.117,405.248,552.779,4.397,450.13,1033.061,1342.979,39,26.489,114.056
DSR,2005,135,2005-06-01,madDs,0.47,730.02,750.641,746.217,356.774,389.443,468.169,3.72,450.13,825.89,1073.657,31,26.642,62.659
DSR,2005,135,2005-06-01,madDs,0.94,730.02,702.152,695.429,308.285,387.144,501.719,4.312,450.13,808.652,1051.248,20,40.433,62.659
DSR,2005,135,2005-06-01,madDs,0.75,730.02,729.347,723.99,335.479,388.51,465.488,4.108,450.13,800.982,1041.277,24,33.374,62.659
DSR,2005,135,2005-05-15,mad,0.06,809.772,828.09,771.918,416.645,355.273,223.863,1.682,450.13,631.337,820.738,44,14.349,118.695
DSR,2005,135,2005-06-15,madDs,0.94,649.549,654.933,648.102,281.391,366.711,474.75,4.314,450.13,717.82,933.166,18,39.879,45.979
DSR,2005,135,2005-06-15,madDs,0.47,649.549,671.614,668.909,298.071,370.838,519.809,4.919,450.13,798.982,1038.676,32,24.968,61.273
DSR,2005,135,2005-06-15,madDs,0.75,649.549,671.123,666.376,297.581,368.795,491.698,4.693,450.13,772.029,1003.638,22,35.092,64.965
DSR,2005,135,2005-06-01,mad,0.06,730.02,731.243,681.323,337.376,343.947,218.542,1.826,450.13,477.737,621.058,38,12.572,29.027
DSR,2005,135,2005-07-01,madDs,0.75,606.006,643.463,641.166,285.336,355.83,314.466,2.734,392.31,620.063,806.082,19,32.635,56.742
DSR,2005,135,2005-07-01,madDs,0.47,606.006,642.073,640.736,283.945,356.791,448.367,4.158,392.31,756.975,984.067,31,24.419,60.181
DSR,2005,135,2005-07-01,madDs,0.94,606.006,621.454,617.686,263.326,354.36,274.51,2.451,392.31,550.027,715.035,14,39.288,50.141
DSR,2005,135,2005-06-15,mad,0.06,649.549,652.453,613.919,278.911,335.009,219.826,2.197,450.13,417.654,542.95,39,10.709,34.918
DSR,2005,135,2005-07-15,madDs,0.75,611.004,645.979,643.533,287.304,356.229,290.182,2.331,229.233,753.191,979.149,23,32.747,48.709
DSR,2005,135,2005-07-15,madDs,0.47,611.004,656.502,654.98,297.827,357.153,357.693,2.839,229.233,844.64,1098.032,36,23.462,61.2
DSR,2005,135,2005-07-01,mad,0.06,606.006,617.428,586.423,259.3,327.123,174.352,1.735,392.31,402.807,523.65,42,9.591,34.342
DSR,2005,135,2005-07-15,madDs,0.94,611.004,632.685,629.98,274.01,355.97,291.205,2.362,229.233,749.063,973.781,20,37.453,57.11
DSR,2005,145,2005-05-15,madDs,0.94,854.881,806.189,797.479,373.015,424.464,429.945,3.48,450.13,827.453,1075.689,22,37.612,51.088
DSR,2005,145,2005-05-15,madDs,0.47,854.881,893.404,887.248,460.229,427.019,571.779,4.25,450.13,1065.266,1384.846,40,26.632,57.297
DSR,2005,135,2005-07-15,mad,0.06,611.004,636.017,601.653,277.342,324.311,98.737,0.759,229.233,503.886,655.052,50,10.078,32.729
DSR,2005,145,2005-05-15,madDs,0.75,854.881,885.986,878.573,452.811,425.761,408.583,3.254,450.13,887.185,1153.341,29,30.593,51.088
DSR,2005,145,2005-06-01,madDs,0.75,766.752,772.737,767.612,356.317,411.295,363.837,3.091,450.13,737.264,958.444,23,32.055,56.97
DSR,2005,145,2005-06-01,madDs,0.47,766.752,791.976,787.531,375.556,411.975,468.52,3.524,450.13,868.815,1129.459,34,25.553,63.918
DSR,2005,145,2005-06-01,madDs,0.94,766.752,745.908,738.938,329.488,409.45,490.447,4.058,450.13,842.3,1094.99,21,40.11,64.07
DSR,2005,145,2005-05-15,mad,0.06,854.881,864.95,809.421,431.775,377.646,235.796,1.714,450.13,649.754,844.68,47,13.825,55.595
DSR,2005,145,2005-06-15,madDs,0.94,685.944,690.161,683.832,297.733,386.099,480.776,4.132,450.13,760.89,989.157,19,40.047,47.292
DSR,2005,145,2005-06-15,madDs,0.75,685.944,707.53,702.604,315.102,387.502,493.585,4.466,450.13,805.846,1047.6,23,35.037,60.667
DSR,2005,145,2005-06-15,madDs,0.47,685.944,708.693,705.762,316.264,389.498,564.149,5.151,450.13,879.501,1143.351,35,25.129,60.601
DSR,2005,145,2005-06-01,mad,0.06,766.752,770.08,720.072,353.66,366.412,219.382,1.677,450.13,520.265,676.345,43,12.099,31.966
DSR,2005,145,2005-07-01,madDs,0.75,650.107,687.995,683.595,301.076,382.519,411.817,3.312,392.31,748.141,972.583,22,34.006,45.039
DSR,2005,145,2005-07-01,madDs,0.47,650.107,687.427,686.018,300.508,385.51,461.723,4.011,392.31,810.194,1053.253,33,24.551,54.764
DSR,2005,145,2005-06-15,mad,0.06,685.944,687.26,649.587,294.832,354.755,222.167,2.077,450.13,457.373,594.585,44,10.395,36.629
DSR,2005,145,2005-07-01,madDs,0.94,650.107,662.519,657.795,275.599,382.196,288.649,2.395,392.31,599.165,778.914,15,39.944,45.03
DSR,2005,145,2005-07-15,madDs,0.75,641.4,687.297,684.737,304.417,380.321,301.137,2.284,229.233,818.326,1063.823,25,32.733,61.684
DSR,2005,145,2005-07-15,madDs,0.47,641.4,698.041,696.724,315.161,381.563,376.955,2.81,229.233,917.806,1193.148,40,22.945,73.433
DSR,2005,145,2005-07-15,madDs,0.94,641.4,668.879,665.167,285.998,379.169,302.063,2.309,229.233,799.709,1039.622,21,38.081,61.711
DSR,2005,145,2005-07-01,mad,0.06,650.107,660.228,624.213,273.309,350.904,174.832,1.631,392.31,435.617,566.301,46,9.47,28.882
DSR,2006,120,2006-05-15,madDs,0.75,697.322,718.036,711.736,355.651,356.085,273.237,2.427,303.75,743.926,967.104,23,32.345,63.593
DSR,2006,120,2006-05-15,madDs,0.47,697.322,733.245,728.857,370.86,357.996,327.812,2.856,303.75,815.177,1059.73,33,24.702,63.149
DSR,2006,120,2006-05-15,madDs,0.94,697.322,675.724,668.742,313.339,355.404,304.989,2.734,303.75,732.771,952.603,19,38.567,63.68
DSR,2005,145,2005-07-15,mad,0.06,641.4,675.038,639.113,292.158,346.955,98.917,0.717,229.233,546.255,710.132,54,10.116,37.458
DSR,2006,120,2006-06-01,madDs,0.75,657.168,675.596,668.654,317.843,350.811,308.487,2.967,273.78,748.301,972.791,22,34.014,45.575
DSR,2006,120,2006-06-01,madDs,0.94,657.168,642.074,636.154,284.321,351.833,241.525,2.037,273.78,655.813,852.557,17,38.577,52.549
DSR,2006,120,2006-06-01,madDs,0.47,657.168,688.253,683.86,330.5,353.361,300.687,2.695,273.78,762.505,991.256,31,24.597,52.373
DSR,2006,120,2006-05-15,mad,0.06,697.322,712.716,665.369,350.33,315.039,75.685,0.643,303.75,512.987,666.883,40,12.825,76.678
DSR,2006,120,2006-06-15,madDs,0.47,621.026,645.162,638.855,282.994,355.861,292.042,2.687,273.78,697.676,906.978,29,24.058,41.24
DSR,2006,120,2006-06-15,madDs,0.75,621.026,631.73,621.196,269.562,351.634,279.703,2.471,273.78,660.659,858.857,19,34.772,34.221
DSR,2006,120,2006-06-01,mad,0.06,657.168,665.714,618.932,307.961,310.971,73.42,0.651,273.78,443.227,576.195,37,11.979,25.29
DSR,2006,120,2006-06-15,madDs,0.94,621.026,620.968,614.327,258.8,355.528,265.042,2.465,273.78,659.358,857.165,17,38.786,54.45
DSR,2006,120,2006-07-01,madDs,0.75,588.566,618.359,612.305,252.108,360.197,251.999,2.5,234.42,678.002,881.403,20,33.9,48.724
DSR,2006,120,2006-07-01,madDs,0.94,588.566,607.983,601.277,241.731,359.546,198.571,1.938,234.42,627.952,816.338,16,39.247,63.131
DSR,2006,120,2006-07-01,madDs,0.47,588.566,622.747,620.713,256.496,364.216,302.519,3.094,234.42,746.456,970.393,30,24.882,58.251
DSR,2006,120,2006-06-15,mad,0.06,621.026,615.112,566.044,252.944,313.1,70.612,0.867,273.78,385.594,501.272,36,10.711,23.4
DSR,2006,120,2006-07-15,madDs,0.75,561.587,592.227,588.416,242.007,346.408,216.839,2.22,184.187,676.558,879.526,20,33.828,56.061
DSR,2006,120,2006-07-15,madDs,0.47,561.587,596.888,595.527,246.669,348.859,257.323,2.66,184.187,727.39,945.607,32,22.731,59.296
DSR,2006,120,2006-07-01,mad,0.06,588.566,602.519,553.993,236.268,317.726,78.807,0.848,234.42,431.198,560.557,41,10.517,33.425
DSR,2006,120,2006-07-15,madDs,0.94,561.587,576.429,568.594,226.209,342.385,237.395,2.498,184.187,683.89,889.057,17,40.229,62.657
DSR,2006,135,2006-05-15,madDs,0.75,775.245,797.522,790.542,394.032,396.51,281.166,2.236,303.75,828.701,1077.311,25,33.148,61.633
DSR,2006,135,2006-05-15,madDs,0.47,775.245,812.013,807.231,408.523,398.708,347.647,2.708,303.75,908.108,1180.541,37,24.543,57.87
DSR,2006,120,2006-07-15,mad,0.06,561.587,581.64,538.039,231.421,306.618,71.019,1.099,184.187,459.304,597.095,44,10.439,35.003
DSR,2006,135,2006-05-15,madDs,0.94,775.245,744.008,733.177,340.518,392.659,314.345,2.549,303.75,779.722,1013.639,20,38.986,36.84
DSR,2006,135,2006-06-01,madDs,0.47,743.53,776.82,772.191,365.291,406.9,340.016,2.703,273.78,884.885,1150.35,36,24.58,47.093
DSR,2006,135,2006-05-15,mad,0.06,775.245,781.084,728.36,377.594,350.766,70.438,0.546,303.75,522.687,679.494,42,12.445,28.53
DSR,2006,135,2006-06-01,madDs,0.94,743.53,720.228,710.757,308.699,402.058,219.822,1.668,273.78,695.253,903.829,18,38.625,39.09
DSR,2006,135,2006-06-01,madDs,0.75,743.53,766.197,761.398,354.668,406.73,312.876,2.398,273.78,851.544,1107.007,26,32.752,51.686
DSR,2006,135,2006-06-15,madDs,0.94,684.303,694.721,684.347,287.119,397.228,319.116,2.779,273.78,789.508,1026.36,20,39.475,60.507
DSR,2006,135,2006-06-15,madDs,0.75,684.303,710.06,703.885,302.458,401.427,274.597,2.157,273.78,759.881,987.845,22,34.54,55.86
DSR,2006,135,2006-06-15,madDs,0.47,684.303,727.637,724.523,320.035,404.488,345.857,2.889,273.78,864.254,1123.531,36,24.007,68.336
DSR,2006,135,2006-06-01,mad,0.06,743.53,750.357,695.912,338.828,357.084,71.024,0.591,273.78,519.617,675.502,44,11.809,27.097
DSR,2006,135,2006-07-01,madDs,0.94,643.62,660.981,652.335,265.973,386.362,272.448,2.526,234.42,755.272,981.854,19,39.751,65.516
DSR,2006,135,2006-07-01,madDs,0.75,643.62,676.34,670.659,281.333,389.326,225.664,2.045,234.42,710.535,923.696,21,33.835,49.238
DSR,2006,135,2006-07-01,madDs,0.47,643.62,687.799,685.697,292.792,392.906,317.046,2.869,234.42,838.936,1090.617,35,23.97,71.22
DSR,2006,135,2006-06-15,mad,0.06,684.303,690.437,636.862,282.835,354.027,72.074,0.787,273.78,466.207,606.069,44,10.596,31.732
DSR,2006,135,2006-07-15,madDs,0.75,618.041,654.948,650.592,276.636,373.957,234.205,2.113,184.187,751.655,977.152,22,34.166,51.614
DSR,2006,135,2006-07-15,madDs,0.47,618.041,659.585,658.436,281.272,377.164,295.223,2.643,184.187,832.985,1082.881,36,23.138,64.083
DSR,2006,135,2006-07-15,madDs,0.94,618.041,639.748,633.242,261.435,371.807,237.738,2.15,184.187,746.85,970.905,19,39.308,60.626
DSR,2006,135,2006-07-01,mad,0.06,643.62,660.315,611.54,265.307,346.233,79.973,0.768,234.42,491.469,638.91,48,10.239,34.982
DSR,2006,145,2006-05-15,madDs,0.75,827.528,851.45,842.14,411.216,430.924,294.828,2.236,303.75,878.388,1141.904,26,33.784,46.06
