"Planting_Date","Crop_Type","ID_mean","ID_sd","Year_mean","Year_sd","Season_mean","Season_sd","Irrig_Crit_mean","Irrig_Crit_sd","ETref_mean","ETref_sd","ETc_mean","ETc_sd","ETcadj_mean","ETcadj_sd","E_mean","E_sd","T_mean","T_sd","DP_mean","DP_sd","K_mean","K_sd","Rain_mean","Rain_sd","Runoff_mean","Runoff_sd","Irrig_mean","Irrig_sd","IrrLoss_mean","IrrLoss_sd","Gross_Irrig_mean","Gross_Irrig_sd","Num_Irrig_mean","Num_Irrig_sd","Mean_Irrig_mean","Mean_Irrig_sd","Veff_ini_mean","Veff_ini_sd","Veff_end_mean","Veff_end_sd","theta0_mean","theta0_sd"
"05-21","Rice",16,9.0921211313239,2003,9.0921211313239,120,0,0.47,0,684.75935483871,39.7573524508766,721.846548387097,41.9307234716492,717,41.1487497031603,372.278935483871,28.147441810267,344.720967741936,22.3941518727306,441.527870967742,150.815689016261,3.69961290322581,1.2530345746073,455.52835483871,165.03208181493,0,0,777.185935483871,82.2030289202434,0,0,1010.34167741935,106.863864978887,32.1935483870968,3.22923473740255,24.143,0.899214434937518,0,0,76.3011935483871,21.905930509673,0.281096774193548,0.0364530335625717
"09-18","Fallow",16,9.0921211313239,2003,9.0921211313239,10,0,0,0,50.3975161290323,7.38272331357008,6.0988064516129,9.15954629669452,6.0988064516129,9.15954629669452,6.0988064516129,9.15954629669452,0,0,48.6273548387097,78.2733735777152,0.753354838709677,1.94033166492032,38.0207419354839,79.3017534349936,0,0,0,0,0,0,0,0,0,0,NA,NA,127.217774193548,36.4530335625717,110.512322580645,12.4175000500291,0.264387096774194,0.0123980574267499
"09-28","Wheat",16,9.0921211313239,2003,9.0921211313239,125,0,0.5,0,427.447677419355,26.9700267573555,297.925129032258,21.2743301371112,297.921225806452,21.2724494808186,18.9175483870968,13.419658639073,279.003709677419,20.2110863392571,12.3666774193548,24.447215888368,0.00916129032258065,0.0460051423025684,42.1283870967742,43.9706639868579,0,0,224.207580645161,38.0024505199109,0,0,291.469806451613,49.4032808474763,3.09677419354839,0.538815906080325,72.4806451612903,1.22715987951549,22.1014193548387,2.47961148534999,30.7770322580645,25.8447390513477,0.179451612903226,0.0214815249453686
