timestamp,Year,Season,Transplanting_Date,Irrig_Crit_Source,Irrig_Crit,ETref,ETc,ETcadj,E,T,DP,K,Rain,Runoff,Irrig,IrrLoss,Gross_Irrig,Num_Irrig,Mean_Irrig,Veff_ini,Veff_end
2025-02-07 15:48:02,2018,135,2018-07-01,madDs,0.75,606.03,651.78,649.51,317.23,332.28,390.62,2.93,585.91,0.0,504.73,0.0,656.15,5,100.95,0.0,50.51
