ETref,ETc,ETcadj,E,T,DP,Irrig,IrrLoss,Rain,Runoff,Dr_ini,Dr_end,Year
648.1167543943417,458.2550430455965,444.5893820123647,144.7793049256364,299.81007708672826,263.03336784347835,240.2379951325407,0.0,482.510008512,0.0,24.620000000000005,58.258769511441486,1989
634.3470135285926,463.905414278766,446.7893263940646,163.24794815245775,283.5413782416068,107.9300982612662,82.61499864706622,0.0,477.48002688,0.0,24.620000000000005,67.86788288032021,1990
696.7493140190012,459.3572676044117,418.1074930728964,121.62441717805156,296.48307589484483,185.69676607398475,245.27511023953693,0.0,358.800484032,0.0,24.620000000000005,73.0731389011812,1991
650.6840615581185,461.5969666015441,435.96094323220575,160.65766862270937,275.3032746094963,92.176853687963,216.714643036184,0.0,314.650030464,0.0,24.620000000000005,70.07761777015659,1992
673.1755669508306,490.5685685203967,470.73763399010886,162.62351897492633,308.1141150151825,277.78316410799886,260.30182859400395,0.0,497.472936768,0.0,24.620000000000005,64.04364877980754,1993
622.4804469947676,452.70807528416816,432.04856935888336,157.91216674708772,274.13640261179563,422.4269626089031,81.67502439258813,0.0,775.11002976,0.0,24.620000000000005,70.99334607325017,1994
676.3382324568992,460.37932338845616,436.1700588495904,165.8255972417557,270.34446160783466,456.0251579455031,122.3470607291597,0.0,771.27732576,0.0,24.620000000000005,71.76229437620772,1995
575.8108289100376,436.1359456876904,429.1455320056658,164.87391498131805,264.2716170243478,253.0930188647859,126.48777158704988,0.0,570.300008256,0.0,24.620000000000005,58.701874057015125,1996
617.6779403151426,457.2143618085871,407.7452487459372,154.94008447412048,252.80516427181672,235.12648601473128,139.04892406512425,0.0,503.6499648,0.0,24.620000000000005,73.6682631468883,1997
632.0680169479672,472.7343160318055,449.0878972928348,160.1522100531526,288.9356872396822,270.03161998965487,167.77305963262052,0.0,605.16997344,0.0,24.620000000000005,19.456535809832964,1998
656.624631808764,451.6064057328252,423.1965895764453,131.9143917958638,291.2821977805815,191.1274912357156,301.4412501629767,0.0,315.437571648,0.0,24.620000000000005,70.9069062771754,1999
