************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:22
Simulation start date: 2005-09-18
Simulation end date: 2005-09-28
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2005 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2005-261  2005-09-18    2005  261  Sun  0     2.288   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.129   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000  59.968 122.153   0.000  97.722 182.121   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.336   0.902   1.410
2005-262  2005-09-19    2005  262  Mon  1     4.356   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.079   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 122.153   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.276   0.678   0.061
2005-263  2005-09-20    2005  263  Tue  2     4.653   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.074   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 122.153   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.276   0.678   0.061
2005-264  2005-09-21    2005  264  Wed  3     4.076   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.102   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 122.153   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.276   0.678   0.061
2005-265  2005-09-22    2005  265  Thu  4     3.103   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.118   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 122.153   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.276   0.678   0.061
2005-266  2005-09-23    2005  266  Fri  5     4.236   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.097   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 122.153   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.276   0.678   0.061
2005-267  2005-09-24    2005  267  Sat  6     1.380   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.120   0.000   0.000   0.000   0.000   1.000   1.000   0.000   0.061   0.000   0.000 121.494   0.000 121.494 122.153   0.000  97.722 243.647   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.398   1.000  32.081
2005-268  2005-09-25    2005  268  Sun  7     2.989   3.250   3.250   0.000   3.250   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.087   1.087   1.087   1.087   1.000   1.000   1.000   3.250   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 118.903   0.000   0.000   0.000   0.000   3.250   0.027   0.000   0.273   0.665   0.051
2005-269  2005-09-26    2005  269  Mon  8     4.550   5.054   5.054   0.000   5.054   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.111   1.111   1.111   1.111   1.000   1.000   1.000   8.304   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 113.849   0.000   0.000   0.000   0.000   8.304   0.068   0.000   0.268   0.647   0.039
2005-270  2005-09-27    2005  270  Tue  9     4.747   4.370   4.370   0.000   4.370   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.103   0.921   0.921   0.921   0.834   1.000   1.000  12.674   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 109.479   0.000   0.000   0.000   0.000  12.674   0.104   0.000   0.263   0.630   0.030
2005-271  2005-09-28    2005  271  Wed  10    4.897   2.810   2.810   0.000   2.810   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.103   0.574   0.574   0.574   0.520   1.000   1.000  15.485   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 106.668   0.000   0.000   0.000   0.000  15.485   0.127   0.000   0.261   0.620   0.026
