************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:22
Simulation start date: 2011-05-21
Simulation end date: 2011-09-18
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2011 Rice -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2011-141  2011-05-21    2011  141  Sat  0     6.611   0.992   0.641   0.641   0.000   0.360   0.647   0.050   0.200   0.000   0.150   0.150   1.168   0.150   0.097   0.000   0.000   1.000   1.000   0.000   0.000   0.000   0.000  38.351   0.000   2.066  24.431  17.202  26.091  37.710   0.000  13.280  24.431   3.922   0.000   0.000   0.228   0.342   0.927   2.066
2011-142  2011-05-22    2011  142  Sun  1     5.445   6.307   6.307   0.817   5.491   0.148   1.000   0.050   0.205   0.000   0.150   0.150   1.158   1.158   1.158   1.008   1.000   1.000   1.000   5.491   0.000   0.000   0.000   0.000   0.000   0.181  25.082  17.660  10.981  29.337   0.000   4.255  25.082  13.405   0.000   0.000   0.759   0.297   0.755   0.181
2011-143  2011-05-23    2011  143  Mon  2     7.658   8.973   8.884   1.060   7.824   0.100   0.922   0.050   0.211   0.000   0.150   0.150   1.172   1.172   1.160   1.022   1.000   1.000   1.000   0.090   0.181  13.405   0.000   0.000   0.000   0.431  25.734  18.119   7.627  33.678   0.000   7.944  25.734  10.175   0.000   0.000   0.562   0.314   0.819   0.431
2011-144  2011-05-24    2011  144  Tue  3     9.316  10.918  10.878   1.357   9.521   0.100   0.971   0.050   0.216   0.000   0.150   0.150   1.172   1.172   1.168   1.022   1.000   1.000   1.000   9.611   0.000   0.000   0.000   0.000   0.000   0.000  26.385  18.578   7.820  22.369   0.000   0.000  22.369  18.578   4.016   0.152   1.000   0.257   0.608   0.021
2011-145  2011-05-25    2011  145  Wed  4     7.797   6.992   6.755   0.933   5.822   0.120   0.798   0.050   0.221   0.000   0.150   0.150   1.159   0.897   0.866   0.747   0.740   1.000   1.000   0.000   0.021  22.594   0.000   0.000   0.000   0.837  27.037  19.036   9.643  38.208   0.000  11.171  27.037   7.865   0.000   0.000   0.413   0.327   0.867   0.837
2011-146  2011-05-26    2011  146  Thu  5     7.345   8.534   8.534   1.102   7.432   0.100   1.000   0.050   0.227   0.000   0.150   0.150   1.162   1.162   1.162   1.012   1.000   1.000   1.000   7.432   0.000   0.000   0.000   0.000   0.000   0.080  27.688  19.495   8.206  28.837   0.000   1.149  27.688  18.346   0.000   0.000   0.941   0.281   0.697   0.080
2011-147  2011-05-27    2011  147  Fri  6     6.787   7.854   7.721   0.885   6.836   0.100   0.870   0.050   0.232   0.000   0.150   0.150   1.157   1.157   1.138   1.007   1.000   1.000   1.000   0.000   0.080  18.346   0.000   0.000   0.000   0.719  28.339  19.954   8.399  39.382   0.000  11.043  28.339   8.911   0.000   0.000   0.447   0.324   0.856   0.719
2011-148  2011-05-28    2011  148  Sat  7     7.480   8.684   8.680   1.118   7.562   0.100   0.997   0.050   0.237   0.000   0.150   0.150   1.161   1.161   1.160   1.011   1.000   1.000   1.000   7.562   0.000   0.000   0.000   0.000   0.000   0.076  28.991  20.413   8.592  29.983   0.000   0.992  28.991  19.420   0.000   0.000   0.951   0.280   0.693   0.076
2011-149  2011-05-29    2011  149  Sun  8     8.029   9.311   9.150   1.043   8.107   0.100   0.866   0.050   0.243   0.000   0.150   0.150   1.160   1.160   1.140   1.010   1.000   1.000   1.000   0.000   0.076  19.420   0.000   0.000   0.000   0.578  29.642  20.871   8.786  40.177   0.000  10.535  29.642  10.336   0.000   0.000   0.495   0.319   0.840   0.578
2011-150  2011-05-30    2011  150  Mon  9     7.905   9.206   9.189   1.169   8.020   0.100   0.986   0.050   0.248   0.000   0.150   0.150   1.165   1.165   1.162   1.015   1.000   1.000   1.000   8.020   0.000   0.000   0.000   0.000   0.000   0.062  30.294  21.330   8.979  30.410   0.000   0.116  30.294  21.214   0.000   0.000   0.995   0.277   0.679   0.062
