************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:17
Simulation start date: 1993-05-21
Simulation end date: 1993-09-18
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1993 Rice -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1993-141  1993-05-21    1993  141  Fri  0     8.714   1.307   0.812   0.812   0.000   0.348   0.621   0.050   0.200   0.000   0.150   0.150   1.164   0.150   0.093   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  24.431  17.202  25.177   0.000   0.000   0.000   0.000  17.202  24.431   1.000   1.000   0.154   0.220   0.000
1993-142  1993-05-22    1993  142  Sat  1     8.837   1.326   0.160   0.160   0.000   0.347   0.120   0.050   0.205   0.000   0.150   0.150   1.165   0.150   0.018   0.000   0.000   1.000   1.000   0.000   0.000  41.632   0.000   0.000   0.000   5.674  25.082  17.660  25.794  41.473   0.000  16.390  25.082   1.270   0.000   0.000   0.072   0.356   0.977   5.674
1993-143  1993-05-23    1993  143  Sun  2     9.107  10.608  10.608   1.366   9.242   0.100   1.000   0.050   0.211   0.000   0.150   0.150   1.165   1.165   1.165   1.015   1.000   1.000   1.000   9.242   0.000   0.000   0.000   0.000   0.000   0.000  25.734  18.119   7.627  25.190   0.000   0.000  25.190  18.119   0.543   0.021   1.000   0.273   0.668   0.053
1993-144  1993-05-24    1993  144  Mon  3    10.061   9.395   9.157   1.271   7.886   0.100   0.842   0.050   0.216   0.000   0.150   0.150   1.172   0.934   0.910   0.784   0.767   1.000   1.000   0.000   0.053  18.662   0.000   0.000   0.000   0.448  26.385  18.578   7.820  34.696   0.000   8.311  26.385  10.267   0.000   0.000   0.553   0.315   0.822   0.448
1993-145  1993-05-25    1993  145  Tue  4     9.168  10.694  10.658   1.339   9.319   0.100   0.973   0.050   0.221   0.000   0.150   0.150   1.166   1.166   1.162   1.016   1.000   1.000   1.000   9.319   0.000   0.000   0.000   0.000   0.000   0.000  27.037  19.036   8.013  23.590   0.000   0.000  23.590  19.036   3.446   0.127   1.000   0.260   0.619   0.026
1993-146  1993-05-26    1993  146  Wed  5     9.916   9.247   8.934   1.175   7.760   0.100   0.790   0.050   0.227   0.000   0.150   0.150   1.178   0.933   0.901   0.783   0.761   1.000   1.000   0.000   0.026  22.483   0.000   0.000   0.000   0.529  27.688  19.495   8.206  37.139   0.000   9.451  27.688  10.045   0.000   0.000   0.515   0.318   0.834   0.529
1993-147  1993-05-27    1993  147  Thu  6     9.374  10.988  10.963   1.380   9.582   0.100   0.982   0.050   0.232   0.000   0.150   0.150   1.172   1.172   1.169   1.022   1.000   1.000   1.000   9.582   0.000   0.000   0.000   0.000   0.000   0.000  28.339  19.954   8.399  25.647   0.000   0.000  25.647  19.954   2.692   0.095   1.000   0.264   0.634   0.032
1993-148  1993-05-28    1993  148  Fri  7     9.324   8.600   8.328   1.127   7.201   0.100   0.806   0.050   0.237   0.000   0.150   0.150   1.190   0.922   0.893   0.772   0.742   1.000   1.000   0.000   0.032  22.646   0.000   0.000   0.000   0.670  28.991  20.413   8.592  39.965   0.000  10.974  28.991   9.438   0.000   0.000   0.462   0.322   0.851   0.670
1993-149  1993-05-29    1993  149  Sat  8     9.155  10.934  10.925   1.364   9.561   0.100   0.993   0.050   0.243   0.000   0.150   0.150   1.194   1.194   1.193   1.044   1.000   1.000   1.000   9.561   0.000   0.000   0.000   0.000   0.000   0.000  29.642  20.871   8.786  28.371   0.000   0.000  28.371  20.871   1.272   0.043   1.000   0.271   0.658   0.046
1993-150  1993-05-30    1993  150  Sun  9     7.575   6.889   6.725   0.972   5.752   0.124   0.856   0.050   0.248   0.000   0.150   0.150   1.171   0.909   0.888   0.759   0.744   1.000   1.000   0.000   0.046  22.143   0.000   0.000   0.000   1.035  30.294  21.330  11.174  43.789   0.000  13.495  30.294   7.835   0.000   0.000   0.367   0.330   0.882   1.035
1993-151  1993-05-31    1993  151  Mon  10    6.345   7.345   7.345   0.952   6.393   0.106   1.000   0.050   0.253   0.000   0.150   0.150   1.158   1.158   1.158   1.008   1.000   1.000   1.000   6.393   0.000   0.000   0.000   0.000   0.000   0.154  30.945  21.789   9.740  35.409   0.000   4.463  30.945  17.325   0.000   0.000   0.795   0.294   0.744   0.154
1993-152  1993-06-01    1993  152  Tue  11    8.289   9.700   9.590   1.133   8.457   0.100   0.912   0.050   0.259   0.000   0.150   0.150   1.170   1.170   1.157   1.020   1.000   1.000   1.000   0.000   0.154  17.325   0.000   0.000   0.000   0.597  31.597  22.247   9.365  42.990   0.000  11.393  31.597  10.854   0.000   0.000   0.488   0.320   0.843   0.597
1993-153  1993-06-02    1993  153  Wed  12    9.473  11.125  11.107   1.403   9.704   0.100   0.987   0.050   0.264   0.000   0.150   0.150   1.174   1.174   1.173   1.024   1.000   1.000   1.000   9.704   0.000   0.000   0.000   0.000   0.000   0.000  32.248  22.706   9.558  31.286   0.000   0.000  31.286  22.706   0.962   0.030   1.000   0.272   0.664   0.050
1993-154  1993-06-03    1993  154  Thu  13    9.700   8.719   8.481   1.217   7.264   0.100   0.836   0.050   0.269   0.000   0.150   0.150   1.171   0.899   0.874   0.749   0.734   1.000   1.000   0.000   0.050  23.668   0.000   0.000   0.000   0.834  32.900  23.165   9.751  46.474   0.000  13.574  32.900   9.591   0.000   0.000   0.414   0.326   0.867   0.834
1993-155  1993-06-04    1993  155  Fri  14   10.683  12.570  12.570   1.603  10.968   0.100   1.000   0.050   0.275   0.000   0.150   0.150   1.177   1.177   1.177   1.027   1.000   1.000   1.000  10.968   0.000   0.000   0.000   0.000   0.000   0.000  33.551  23.624   9.944  33.070   0.000   0.000  33.070  23.624   0.482   0.014   1.000   0.274   0.671   0.055
1993-156  1993-06-05    1993  156  Sat  15   11.148   9.039   8.777   1.410   7.367   0.100   0.843   0.050   0.280   0.000   0.150   0.150   1.178   0.811   0.787   0.661   0.643   1.000   1.000   0.000   0.055  24.105   0.000   0.000   0.000   0.847  34.203  24.082  10.137  48.398   0.000  14.195  34.203   9.887   0.000   0.000   0.411   0.327   0.868   0.847
1993-157  1993-06-06    1993  157  Sun  16   12.611  14.992  14.992   1.892  13.101   0.100   1.000   0.050   0.285   0.000   0.150   0.150   1.189   1.189   1.189   1.039   1.000   1.000   1.000  13.101   0.000   0.000   0.000   0.000   0.000   0.000  34.854  24.541  10.330  32.558   0.000   0.000  32.558  24.541   2.296   0.066   1.000   0.268   0.647   0.039
1993-158  1993-06-07    1993  158  Mon  17   10.519   6.832   6.589   1.335   5.254   0.127   0.846   0.050   0.291   0.000   0.150   0.150   1.170   0.650   0.626   0.500   0.489   1.000   1.000   0.000   0.039  26.837   0.000   0.000   0.000   1.374  35.506  25.000  13.335  52.806   0.000  17.300  35.506   7.699   0.000   0.000   0.308   0.336   0.901   1.374
1993-159  1993-06-08    1993  159  Tue  18   10.312  12.107  12.107   1.547  10.561   0.100   1.000   0.050   0.296   0.000   0.150   0.150   1.174   1.174   1.174   1.024   1.000   1.000   1.000  10.561   0.000   0.000   0.000   0.000   0.000   0.108  36.157  25.458  10.716  39.324   0.000   3.167  36.157  22.291   0.000   0.000   0.876   0.287   0.718   0.108
1993-160  1993-06-09    1993  160  Wed  19    9.989  11.776  11.608   1.330  10.277   0.100   0.888   0.050   0.301   0.000   0.150   0.150   1.179   1.179   1.162   1.029   1.000   1.000   1.000   0.000   0.108  22.291   0.000   0.000   0.000   0.579  36.809  25.917  10.909  49.900   0.000  13.092  36.809  12.825   0.000   0.000   0.495   0.319   0.840   0.579
1993-161  1993-06-10    1993  161  Thu  20    9.759  11.429  11.408   1.443   9.965   0.100   0.986   0.050   0.307   0.000   0.150   0.150   1.171   1.171   1.169   1.021   1.000   1.000   1.000   9.965   0.000   0.000   0.000   0.000   0.000   0.066  37.460  26.376  11.103  37.913   0.000   0.453  37.460  25.923   0.000   0.000   0.983   0.278   0.683   0.066
1993-162  1993-06-11    1993  162  Fri  21   10.296  12.083  11.859   1.320  10.539   0.100   0.855   0.050   0.312   0.000   0.150   0.150   1.174   1.174   1.152   1.024   1.000   1.000   1.000   0.000   0.066  25.923   0.000   0.000   0.000   0.603  38.112  26.834  11.296  51.911   0.000  13.799  38.112  13.035   0.000   0.000   0.486   0.320   0.843   0.603
1993-163  1993-06-12    1993  163  Sat  22   10.454  12.273  12.253   1.548  10.705   0.100   0.988   0.050   0.317   0.000   0.150   0.150   1.174   1.174   1.172   1.024   1.000   1.000   1.000  10.705   0.000   0.000   0.000   0.000   0.000   0.064  38.763  27.293  11.489  39.055   0.000   0.292  38.763  27.001   0.000   0.000   0.989   0.277   0.681   0.064
1993-164  1993-06-13    1993  164  Sun  23    9.792  11.544  11.328   1.252  10.075   0.100   0.853   0.050   0.323   0.000   0.150   0.150   1.179   1.179   1.157   1.029   1.000   1.000   1.000   0.000   0.064  27.001   0.000   0.000   0.000   0.706  39.415  27.752  11.682  54.665   0.000  15.250  39.415  12.502   0.000   0.000   0.450   0.323   0.855   0.706
1993-165  1993-06-14    1993  165  Mon  24    7.809   9.296   9.290   1.166   8.125   0.100   0.995   0.050   0.328   0.000   0.150   0.150   1.190   1.190   1.190   1.040   1.000   1.000   1.000   8.125   0.000   0.000   0.000   0.000   0.000   0.128  40.066  28.211  11.875  44.668   0.000   4.602  40.066  23.609   0.000   0.000   0.837   0.290   0.730   0.128
1993-166  1993-06-15    1993  166  Tue  25    5.290   6.125   6.090   0.758   5.332   0.155   0.955   0.050   0.333   0.000   0.150   0.150   1.158   1.158   1.151   1.008   1.000   1.000   1.000   0.000   0.128   0.000   0.000  21.277   0.000   1.195  40.718  28.669  18.704  59.728   0.000  19.010  40.718   9.659   0.000   0.000   0.337   0.333   0.891   1.195
1993-167  1993-06-16    1993  167  Wed  26    6.714   7.772   7.772   1.007   6.765   0.100   1.000   0.050   0.339   0.000   0.150   0.150   1.158   1.158   1.158   1.008   1.000   1.000   1.000   6.765   0.000   0.000   0.000   0.000   0.000   0.259  41.369  29.128  12.261  50.761   0.000   9.392  41.369  19.736   0.000   0.000   0.678   0.304   0.782   0.259
1993-168  1993-06-17    1993  168  Thu  27    7.388   8.595   8.530   1.044   7.487   0.100   0.942   0.050   0.344   0.000   0.150   0.150   1.163   1.163   1.155   1.013   1.000   1.000   1.000   0.000   0.259  19.736   0.000   0.000   0.000   1.208  42.021  29.587  12.454  61.708   0.000  19.687  42.021   9.899   0.000   0.000   0.335   0.333   0.892   1.208
1993-169  1993-06-18    1993  169  Fri  28    6.156   7.131   7.131   0.923   6.208   0.115   1.000   0.050   0.349   0.000   0.150   0.150   1.158   1.158   1.158   1.008   1.000   1.000   1.000   6.208   0.000   0.000   0.000   0.000   0.000   0.300  42.672  30.045  14.512  53.368   0.000  10.696  42.672  19.349   0.000   0.000   0.644   0.307   0.792   0.300
1993-170  1993-06-19    1993  170  Sat  29    7.244   8.414   8.360   1.032   7.327   0.100   0.950   0.050   0.355   0.000   0.150   0.150   1.161   1.161   1.154   1.011   1.000   1.000   1.000   0.000   0.300  19.349   0.000   0.000   0.000   1.295  43.324  30.504  12.840  64.058   0.000  20.735  43.324   9.770   0.000   0.000   0.320   0.334   0.897   1.295
1993-171  1993-06-20    1993  171  Sun  30    6.831   7.932   7.932   1.025   6.907   0.100   1.000   0.050   0.360   0.000   0.150   0.150   1.161   1.161   1.161   1.011   1.000   1.000   1.000   6.907   0.000   0.000   0.000   0.000   0.000   0.293  43.975  30.963  13.033  54.832   0.000  10.856  43.975  20.106   0.000   0.000   0.649   0.306   0.791   0.293
1993-172  1993-06-21    1993  172  Mon  31    6.783   7.827   7.768   1.093   6.675   0.100   0.949   0.071   0.365   0.017   0.170   0.170   1.154   1.154   1.145   0.984   1.000   1.000   0.983   0.000   0.293  20.106   0.000   0.000   0.000   1.488  44.627  31.422  13.227  66.877   0.000  22.250  44.627   9.171   0.000   0.000   0.292   0.337   0.906   1.488
1993-173  1993-06-22    1993  173  Tue  32    6.466   7.427   7.427   1.227   6.201   0.103   1.000   0.092   0.371   0.034   0.190   0.190   1.149   1.149   1.149   0.959   1.000   1.000   0.966   6.421   0.000   0.000   0.000   0.000   0.000   0.360  45.278  31.880  13.809  57.962   0.000  12.683  45.278  19.197   0.000   0.000   0.602   0.310   0.806   0.360
1993-174  1993-06-23    1993  174  Wed  33    5.938   6.921   6.899   1.228   5.672   0.123   0.982   0.113   0.376   0.051   0.210   0.210   1.165   1.165   1.162   0.955   1.000   1.000   0.949   0.000   0.360   0.000   0.000  16.776   0.000   1.214  45.930  32.339  16.764  67.478   0.000  21.548  45.930  10.791   0.000   0.000   0.334   0.333   0.892   1.214
1993-175  1993-06-24    1993  175  Thu  34    3.702   4.293   4.293   0.855   3.438   0.228   1.000   0.135   0.381   0.068   0.231   0.231   1.160   1.160   1.160   0.929   1.000   1.000   0.932   3.687   0.000   0.000   0.000   0.000   0.000   0.494  46.581  32.798  31.517  61.971   0.000  15.390  46.581  17.408   0.000   0.000   0.531   0.316   0.829   0.494
1993-176  1993-06-25    1993  176  Fri  35    5.874   6.802   6.802   1.477   5.324   0.128   1.000   0.157   0.387   0.084   0.252   0.252   1.158   1.158   1.158   0.906   1.000   1.000   0.916   0.000   0.494  17.408   0.000   0.000   0.000   1.814  47.232  33.256  17.910  72.084   0.000  24.851  47.232   8.405   0.000   0.000   0.253   0.340   0.919   1.814
1993-177  1993-06-26    1993  177  Sat  36    5.806   6.585   6.585   1.575   5.011   0.137   1.000   0.177   0.392   0.102   0.271   0.271   1.134   1.134   1.134   0.863   1.000   1.000   0.898   5.582   0.000   0.000   0.000   0.000   0.000   0.492  47.884  33.715  19.384  63.685   0.000  15.801  47.884  17.915   0.000   0.000   0.531   0.316   0.829   0.492
