************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:24
Simulation start date: 2012-09-18
Simulation end date: 2012-09-28
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2012 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2012-262  2012-09-18    2012  262  Tue  0     2.725   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.074   0.000   0.000   0.000   0.000   1.000   1.000   0.000  10.401   0.000   0.000  30.311   0.000 125.279 122.153   0.000  97.722 247.432   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.401   1.000  32.081
2012-263  2012-09-19    2012  263  Wed  1     3.649   3.978   3.978   0.000   3.978   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.090   1.090   1.090   1.090   1.000   1.000   1.000   3.978   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 118.175   0.000   0.000   0.000   0.000   3.978   0.033   0.000   0.272   0.663   0.049
2012-264  2012-09-20    2012  264  Thu  2     4.245   4.743   4.743   0.000   4.743   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.117   1.117   1.117   1.117   1.000   1.000   1.000   8.721   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 113.432   0.000   0.000   0.000   0.000   8.721   0.071   0.000   0.267   0.645   0.038
2012-265  2012-09-21    2012  265  Fri  3     4.768   4.298   4.298   0.000   4.298   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.121   0.901   0.901   0.901   0.804   1.000   1.000  13.019   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 109.134   0.000   0.000   0.000   0.000  13.019   0.107   0.000   0.263   0.629   0.030
2012-266  2012-09-22    2012  266  Sat  4     4.760   2.620   2.620   0.000   2.620   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.111   0.550   0.550   0.550   0.495   1.000   1.000  15.640   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 106.513   0.000   0.000   0.000   0.000  15.640   0.128   0.000   0.260   0.619   0.025
2012-267  2012-09-23    2012  267  Sun  5     5.067   1.744   1.744   0.000   1.744   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.121   0.344   0.344   0.344   0.307   1.000   1.000  17.383   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 104.770   0.000   0.000   0.000   0.000  17.383   0.142   0.000   0.259   0.612   0.023
2012-268  2012-09-24    2012  268  Mon  6     4.974   1.005   1.005   0.000   1.005   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.112   0.202   0.202   0.202   0.182   1.000   1.000  18.388   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 103.765   0.000   0.000   0.000   0.000  18.388   0.151   0.000   0.258   0.609   0.022
2012-269  2012-09-25    2012  269  Tue  7     4.864   0.592   0.592   0.000   0.592   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.113   0.122   0.122   0.122   0.109   1.000   1.000  18.980   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 103.173   0.000   0.000   0.000   0.000  18.980   0.155   0.000   0.257   0.607   0.021
2012-270  2012-09-26    2012  270  Wed  8     5.082   0.381   0.381   0.000   0.381   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.121   0.075   0.075   0.075   0.067   1.000   1.000  19.361   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 102.792   0.000   0.000   0.000   0.000  19.361   0.158   0.000   0.257   0.605   0.020
2012-271  2012-09-27    2012  271  Thu  9     5.047   0.223   0.223   0.000   0.223   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.120   0.044   0.044   0.044   0.039   1.000   1.000  19.584   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 102.569   0.000   0.000   0.000   0.000  19.584   0.160   0.000   0.256   0.604   0.020
2012-272  2012-09-28    2012  272  Fri  10    4.659   0.120   0.120   0.000   0.120   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.103   0.026   0.026   0.026   0.023   1.000   1.000  19.704   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 102.449   0.000   0.000   0.000   0.000  19.704   0.161   0.000   0.256   0.604   0.020
