************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:18
Simulation start date: 1989-09-18
Simulation end date: 1989-09-28
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1989 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1989-261  1989-09-18    1989  261  Mon  0     4.373   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.092   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  86.121   0.000   0.000   0.000   0.000  36.032   0.295   0.000   0.240   0.543   0.007
1989-262  1989-09-19    1989  262  Tue  1     4.352   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.115   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  86.121   0.000   0.000   0.000   0.000  36.032   0.295   0.000   0.240   0.543   0.007
1989-263  1989-09-20    1989  263  Wed  2     3.990   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.105   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  86.121   0.000   0.000   0.000   0.000  36.032   0.295   0.000   0.240   0.543   0.007
1989-264  1989-09-21    1989  264  Thu  3     4.629   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.092   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  86.121   0.000   0.000   0.000   0.000  36.032   0.295   0.000   0.240   0.543   0.007
1989-265  1989-09-22    1989  265  Fri  4     4.836   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.084   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  86.121   0.000   0.000   0.000   0.000  36.032   0.295   0.000   0.240   0.543   0.007
1989-266  1989-09-23    1989  266  Sat  5     4.547   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.101   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  86.121   0.000   0.000   0.000   0.000  36.032   0.295   0.000   0.240   0.543   0.007
1989-267  1989-09-24    1989  267  Sun  6     4.159   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.097   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  86.121   0.000   0.000   0.000   0.000  36.032   0.295   0.000   0.240   0.543   0.007
1989-268  1989-09-25    1989  268  Mon  7     4.585   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.095   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  86.121   0.000   0.000   0.000   0.000  36.032   0.295   0.000   0.240   0.543   0.007
1989-269  1989-09-26    1989  269  Tue  8     4.672   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.084   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  86.121   0.000   0.000   0.000   0.000  36.032   0.295   0.000   0.240   0.543   0.007
1989-270  1989-09-27    1989  270  Wed  9     4.430   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.079   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  86.121   0.000   0.000   0.000   0.000  36.032   0.295   0.000   0.240   0.543   0.007
1989-271  1989-09-28    1989  271  Thu  10    4.971   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.096   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  86.121   0.000   0.000   0.000   0.000  36.032   0.295   0.000   0.240   0.543   0.007
