************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:25
Simulation start date: 2017-09-18
Simulation end date: 2017-09-28
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2017 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2017-261  2017-09-18    2017  261  Mon  0     5.683   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.096   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  85.121   0.000   0.000   0.000   0.000  37.032   0.303   0.000   0.239   0.539   0.007
2017-262  2017-09-19    2017  262  Tue  1     5.019   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.089   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  85.121   0.000   0.000   0.000   0.000  37.032   0.303   0.000   0.239   0.539   0.007
2017-263  2017-09-20    2017  263  Wed  2     5.174   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.084   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  85.121   0.000   0.000   0.000   0.000  37.032   0.303   0.000   0.239   0.539   0.007
2017-264  2017-09-21    2017  264  Thu  3     5.376   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.123   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  85.121   0.000   0.000   0.000   0.000  37.032   0.303   0.000   0.239   0.539   0.007
2017-265  2017-09-22    2017  265  Fri  4     2.884   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.103   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  85.121   0.000   0.000   0.000   0.000  37.032   0.303   0.000   0.239   0.539   0.007
2017-266  2017-09-23    2017  266  Sat  5     0.925   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.100   0.000   0.000   0.000   0.000   1.000   1.000   0.000   0.007   0.000   0.000  45.203   0.000   8.171 122.153   0.000  97.722 130.324   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.284   0.708   0.094
2017-267  2017-09-24    2017  267  Sun  6     4.261   4.629   4.629   0.000   4.629   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.086   1.086   1.086   1.086   1.000   1.000   1.000   4.629   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 117.524   0.000   0.000   0.000   0.000   4.629   0.038   0.000   0.271   0.660   0.047
2017-268  2017-09-25    2017  268  Mon  7     5.532   6.176   6.176   0.000   6.176   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.116   1.116   1.116   1.116   1.000   1.000   1.000  10.805   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 111.348   0.000   0.000   0.000   0.000  10.805   0.088   0.000   0.265   0.637   0.034
2017-269  2017-09-26    2017  269  Tue  8     4.978   3.577   3.577   0.000   3.577   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.098   0.719   0.719   0.719   0.655   1.000   1.000  14.381   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 107.772   0.000   0.000   0.000   0.000  14.381   0.118   0.000   0.262   0.624   0.027
2017-270  2017-09-27    2017  270  Wed  9     4.687   2.012   2.012   0.000   2.012   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.080   0.429   0.429   0.429   0.397   1.000   1.000  16.393   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 105.760   0.000   0.000   0.000   0.000  16.393   0.134   0.000   0.260   0.616   0.024
2017-271  2017-09-28    2017  271  Thu  10    4.452   1.211   1.211   0.000   1.211   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.076   0.272   0.272   0.272   0.253   1.000   1.000  17.604   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 104.549   0.000   0.000   0.000   0.000  17.604   0.144   0.000   0.258   0.612   0.023
