************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:25
Simulation start date: 2017-09-28
Simulation end date: 2018-01-31
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2017 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2017-271  2017-09-28    2017  271  Thu  0     4.452   0.668   0.668   0.668   0.000   0.723   1.000   0.050   0.200   0.000   0.150   0.150   1.150   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  24.431   0.000  17.670  20.156   0.000   0.000   0.000   0.000   4.274   0.175   0.000   0.255   0.598   0.018
2017-272  2017-09-29    2017  272  Fri  1     4.936   0.740   0.740   0.740   0.000   0.720   1.000   0.050   0.222   0.000   0.150   0.150   1.158   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  27.145   0.000  19.555  19.416   0.000   0.000   0.000   0.000   5.015   0.185   0.000   0.241   0.547   0.008
2017-273  2017-09-30    2017  273  Sat  2     5.550   0.832   0.832   0.832   0.000   0.717   1.000   0.050   0.244   0.000   0.150   0.150   1.160   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  29.860   0.000  21.400  18.584   0.000   0.000   0.000   0.000   5.847   0.196   0.000   0.230   0.505   0.004
2017-274  2017-10-01    2017  274  Sun  3     5.438   0.816   0.816   0.816   0.000   0.717   1.000   0.050   0.267   0.000   0.150   0.150   1.156   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  23.368  17.768   0.000   0.000   0.000   0.000   6.663   0.205   0.000   0.221   0.470   0.002
2017-275  2017-10-02    2017  275  Mon  4     5.360   0.804   0.804   0.804   0.000   0.718   1.000   0.050   0.289   0.000   0.150   0.150   1.157   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  25.332  16.964   0.000   0.000   0.000   0.000   7.467   0.212   0.000   0.213   0.440   0.001
2017-276  2017-10-03    2017  276  Tue  5     5.096   0.764   0.764   0.764   0.000   0.719   1.000   0.050   0.311   0.000   0.150   0.150   1.156   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  27.340  16.200   0.000   0.000   0.000   0.000   8.231   0.217   0.000   0.206   0.415   0.001
2017-277  2017-10-04    2017  277  Wed  6     4.780   0.717   0.717   0.717   0.000   0.721   1.000   0.050   0.333   0.000   0.150   0.150   1.151   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  29.370  15.483   0.000   0.000   0.000   0.000   8.948   0.220   0.000   0.200   0.394   0.000
2017-278  2017-10-05    2017  278  Thu  7     5.120   0.768   0.768   0.768   0.000   0.719   1.000   0.050   0.356   0.000   0.150   0.150   1.153   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  43.432   0.000  31.240  14.715   0.000   0.000   0.000   0.000   9.716   0.224   0.000   0.195   0.375   0.000
2017-279  2017-10-06    2017  279  Fri  8     5.493   0.824   0.824   0.824   0.000   0.717   1.000   0.050   0.378   0.000   0.150   0.150   1.159   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  46.147   0.000  33.089  13.891   0.000   0.000   0.000   0.000  10.540   0.228   0.000   0.191   0.358   0.000
2017-280  2017-10-07    2017  280  Sat  9     5.000   0.750   0.750   0.750   0.000   0.720   1.000   0.050   0.400   0.000   0.150   0.150   1.154   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  35.180  13.141   0.000   0.000   0.000   0.000  11.290   0.231   0.000   0.187   0.343   0.000
2017-281  2017-10-08    2017  281  Sun  10    4.725   0.709   0.709   0.709   0.000   0.722   1.000   0.050   0.422   0.000   0.150   0.150   1.152   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  51.576   0.000  37.219  12.432   0.000   0.000   0.000   0.000  11.999   0.233   0.000   0.183   0.330   0.000
2017-282  2017-10-09    2017  282  Mon  11    4.793   0.719   0.719   0.719   0.000   0.721   1.000   0.050   0.444   0.000   0.150   0.150   1.155   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  54.290   0.000  39.156  11.713   0.000   0.000   0.000   0.000  12.718   0.234   0.000   0.180   0.319   0.000
2017-283  2017-10-10    2017  283  Tue  12    4.534   0.680   0.680   0.680   0.000   0.723   1.000   0.050   0.467   0.000   0.150   0.150   1.150   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  57.005   0.000  41.203  11.033   0.000   0.000   0.000   0.000  13.398   0.235   0.000   0.178   0.308   0.000
