************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:25
Simulation start date: 2018-09-18
Simulation end date: 2018-09-28
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2018 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2018-261  2018-09-18    2018  261  Tue  0     5.496   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.109   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  91.121   0.000   0.000   0.000   0.000  31.032   0.254   0.000   0.245   0.561   0.010
2018-262  2018-09-19    2018  262  Wed  1     5.488   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.107   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  91.121   0.000   0.000   0.000   0.000  31.032   0.254   0.000   0.245   0.561   0.010
2018-263  2018-09-20    2018  263  Thu  2     4.969   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.090   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  91.121   0.000   0.000   0.000   0.000  31.032   0.254   0.000   0.245   0.561   0.010
2018-264  2018-09-21    2018  264  Fri  3     5.008   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.133   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  91.121   0.000   0.000   0.000   0.000  31.032   0.254   0.000   0.245   0.561   0.010
2018-265  2018-09-22    2018  265  Sat  4     0.860   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.173   0.000   0.000   0.000   0.000   1.000   1.000   0.000   0.010   0.000   0.000  94.035   0.000  63.003 122.153   0.000  97.722 185.156   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.339   0.914   1.682
2018-266  2018-09-23    2018  266  Sun  5     1.038   1.237   1.237   0.000   1.237   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.192   1.192   1.192   1.192   1.000   1.000   1.000   0.000   1.682   0.000   0.000  35.200   0.000  33.962 122.153   0.000  97.722 156.115   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.310   0.805   0.356
2018-267  2018-09-24    2018  267  Mon  6     0.697   0.786   0.786   0.000   0.786   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.128   1.128   1.128   1.128   1.000   1.000   1.000   0.786   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 121.367   0.000   0.000   0.000   0.000   0.786   0.006   0.000   0.275   0.675   0.058
2018-268  2018-09-25    2018  268  Tue  7     2.881   3.141   3.141   0.000   3.141   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.090   1.090   1.090   1.090   1.000   1.000   1.000   3.927   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 118.226   0.000   0.000   0.000   0.000   3.927   0.032   0.000   0.272   0.663   0.049
2018-269  2018-09-26    2018  269  Wed  8     4.161   4.605   4.605   0.000   4.605   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.107   1.107   1.107   1.107   1.000   1.000   1.000   8.532   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 113.621   0.000   0.000   0.000   0.000   8.532   0.070   0.000   0.267   0.646   0.038
2018-270  2018-09-27    2018  270  Thu  9     4.230   3.740   3.740   0.000   3.740   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.081   0.884   0.884   0.884   0.818   1.000   1.000  12.272   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 109.881   0.000   0.000   0.000   0.000  12.272   0.100   0.000   0.264   0.632   0.031
2018-271  2018-09-28    2018  271  Fri  10    4.233   2.506   2.506   0.000   2.506   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.078   0.592   0.592   0.592   0.549   1.000   1.000  14.778   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 107.375   0.000   0.000   0.000   0.000  14.778   0.121   0.000   0.261   0.622   0.027
