************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:19
Simulation start date: 1994-09-28
Simulation end date: 1995-01-31
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1994 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1994-271  1994-09-28    1994  271  Wed  0     5.296   0.794   0.794   0.794   0.000   0.718   1.000   0.050   0.200   0.000   0.150   0.150   1.165   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  24.431   0.000  17.547  23.630   0.000   0.000   0.000   0.000   0.801   0.033   0.000   0.272   0.663   0.049
1994-272  1994-09-29    1994  272  Thu  1     5.708   0.856   0.856   0.856   0.000   0.716   1.000   0.050   0.222   0.000   0.150   0.150   1.169   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  27.145   0.000  19.429  22.774   0.000   0.000   0.000   0.000   1.657   0.061   0.000   0.256   0.604   0.020
1994-273  1994-09-30    1994  273  Fri  2     5.464   0.820   0.820   0.820   0.000   0.717   1.000   0.050   0.244   0.000   0.150   0.150   1.169   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  29.860   0.000  21.416  21.954   0.000   0.000   0.000   0.000   2.477   0.083   0.000   0.244   0.556   0.009
1994-274  1994-10-01    1994  274  Sat  3     5.342   0.801   0.801   0.801   0.000   0.718   1.000   0.050   0.267   0.000   0.150   0.150   1.165   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  23.386  21.153   0.000   0.000   0.000   0.000   3.278   0.101   0.000   0.233   0.517   0.005
1994-275  1994-10-02    1994  275  Sun  4     5.106   0.766   0.766   0.766   0.000   0.719   1.000   0.050   0.289   0.000   0.150   0.150   1.161   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  25.385  20.387   0.000   0.000   0.000   0.000   4.044   0.115   0.000   0.224   0.484   0.003
1994-276  1994-10-03    1994  276  Mon  5     4.646   0.697   0.697   0.697   0.000   0.722   1.000   0.050   0.311   0.000   0.150   0.150   1.155   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  27.443  19.690   0.000   0.000   0.000   0.000   4.741   0.125   0.000   0.217   0.457   0.002
1994-277  1994-10-04    1994  277  Tue  6     4.686   0.703   0.703   0.703   0.000   0.722   1.000   0.050   0.333   0.000   0.150   0.150   1.155   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  29.393  18.987   0.000   0.000   0.000   0.000   5.444   0.134   0.000   0.211   0.433   0.001
1994-278  1994-10-05    1994  278  Wed  7     4.755   0.713   0.713   0.713   0.000   0.721   1.000   0.050   0.356   0.000   0.150   0.150   1.158   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  43.432   0.000  31.335  18.274   0.000   0.000   0.000   0.000   6.157   0.142   0.000   0.205   0.412   0.001
1994-279  1994-10-06    1994  279  Thu  8     4.461   0.669   0.669   0.669   0.000   0.723   1.000   0.050   0.378   0.000   0.150   0.150   1.154   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  46.147   0.000  33.375  17.604   0.000   0.000   0.000   0.000   6.826   0.148   0.000   0.200   0.394   0.000
1994-280  1994-10-07    1994  280  Fri  9     5.015   0.752   0.752   0.752   0.000   0.720   1.000   0.050   0.400   0.000   0.150   0.150   1.161   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  35.176  16.852   0.000   0.000   0.000   0.000   7.578   0.155   0.000   0.196   0.378   0.000
1994-281  1994-10-08    1994  281  Sat  10    5.207   0.781   0.781   0.781   0.000   0.719   1.000   0.050   0.422   0.000   0.150   0.150   1.164   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  51.576   0.000  37.070  16.071   0.000   0.000   0.000   0.000   8.359   0.162   0.000   0.192   0.362   0.000
1994-282  1994-10-09    1994  282  Sun  11    5.208   0.781   0.781   0.781   0.000   0.719   1.000   0.050   0.444   0.000   0.150   0.150   1.164   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  54.290   0.000  39.021  15.290   0.000   0.000   0.000   0.000   9.141   0.168   0.000   0.188   0.349   0.000
1994-283  1994-10-10    1994  283  Mon  12    5.684   0.853   0.853   0.853   0.000   0.716   1.000   0.050   0.467   0.000   0.150   0.150   1.168   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  57.005   0.000  40.810  14.437   0.000   0.000   0.000   0.000   9.993   0.175   0.000   0.185   0.336   0.000
1994-284  1994-10-11    1994  284  Tue  13    5.524   0.829   0.829   0.829   0.000   0.717   1.000   0.050   0.489   0.000   0.150   0.150   1.163   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  59.719   0.000  42.810  13.609   0.000   0.000   0.000   0.000  10.822   0.181   0.000   0.182   0.324   0.000
1994-285  1994-10-12    1994  285  Wed  14    5.248   0.787   0.787   0.787   0.000   0.719   1.000   0.050   0.511   0.000   0.150   0.150   1.162   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  62.434   0.000  44.859  12.822   0.000   0.000   0.000   0.000  11.609   0.186   0.000   0.179   0.314   0.000
1994-286  1994-10-13    1994  286  Thu  15    4.805   0.721   0.721   0.721   0.000   0.721   1.000   0.050   0.533   0.000   0.150   0.150   1.160   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  65.148   0.000  46.983  12.101   0.000   0.000   0.000   0.000  12.330   0.189   0.000   0.177   0.305   0.000
1994-287  1994-10-14    1994  287  Fri  16    4.927   0.879   0.879   0.879   0.000   0.715   1.000   0.081   0.556   0.024   0.178   0.178   1.156   0.178   0.178   0.000   0.000   1.000   0.976  19.909   0.000   0.000   0.000   0.000   0.000   0.000  67.863   0.000  48.510  11.222   0.000   0.000   0.000   0.000  13.209   0.195   0.000   0.174   0.296   0.000
1994-288  1994-10-15    1994  288  Sat  17    5.111   1.060   1.060   1.060   0.000   0.708   1.000   0.113   0.578   0.048   0.207   0.207   1.158   0.207   0.207   0.000   0.000   1.000   0.952  19.909   0.000   0.000   0.000   0.000   0.000   0.000  70.577   0.000  49.941  10.162   0.000   0.000   0.000   0.000  14.269   0.202   0.000   0.171   0.286   0.000
1994-289  1994-10-16    1994  289  Sun  18    5.502   1.302   1.302   1.302   0.000   0.698   1.000   0.146   0.600   0.072   0.237   0.237   1.160   0.237   0.237   0.000   0.000   1.000   0.928  19.909   0.000   0.000   0.000   0.000   0.000   0.000  73.292   0.000  51.153   8.860   0.000   0.000   0.000   0.000  15.571   0.212   0.000   0.169   0.275   0.000
1994-290  1994-10-17    1994  290  Mon  19    5.311   1.410   1.410   1.410   0.000   0.694   1.000   0.178   0.622   0.095   0.265   0.265   1.152   0.265   0.265   0.000   0.000   1.000   0.905  19.909   0.000   0.000   0.000   0.000   0.000   0.000  76.006   0.000  52.719   7.450   0.000   0.000   0.000   0.000  16.980   0.223   0.000   0.166   0.265   0.000
1994-291  1994-10-18    1994  291  Tue  20    4.834   1.421   1.421   1.421   0.000   0.693   1.000   0.209   0.644   0.118   0.294   0.294   1.143   0.294   0.294   0.000   0.000   1.000   0.882  19.909   0.000   0.000   0.000   0.000   0.000   0.000  78.721   0.000  54.565   6.029   0.000   0.000   0.000   0.000  18.402   0.234   0.000   0.163   0.255   0.000
1994-292  1994-10-19    1994  292  Wed  21    4.188   1.348   1.348   1.348   0.000   0.696   1.000   0.240   0.667   0.143   0.322   0.322   1.129   0.322   0.322   0.000   0.000   1.000   0.857  19.909   0.000   0.000   0.000   0.000   0.000   0.000  81.435   0.000  56.685   4.681   0.000   0.000   0.000   0.000  19.750   0.243   0.000   0.161   0.246   0.000
1994-293  1994-10-20    1994  293  Thu  22    4.096   1.434   1.434   1.434   0.000   0.693   1.000   0.271   0.689   0.165   0.350   0.350   1.130   0.350   0.350   0.000   0.000   1.000   0.835  19.909   0.000   0.000   0.000   0.000   0.000   0.000  84.150   0.000  58.286   3.247   0.000   0.000   0.000   0.000  21.184   0.252   0.000   0.159   0.237   0.000
1994-294  1994-10-21    1994  294  Fri  23    3.955   1.494   1.494   1.494   0.000   0.690   1.000   0.302   0.711   0.189   0.378   0.378   1.120   0.378   0.378   0.000   0.000   1.000   0.811  19.909   0.000   0.000   0.000   0.000   0.000   0.000  86.864   0.000  59.957   1.753   0.000   0.000   0.000   0.000  22.678   0.261   0.000   0.156   0.229   0.000
1994-295  1994-10-22    1994  295  Sat  24    4.164   1.690   1.690   1.690   0.000   0.682   1.000   0.333   0.733   0.210   0.406   0.406   1.124   0.406   0.406   0.000   0.000   1.000   0.790  19.909   0.000   0.000   0.000   0.000   0.000   0.000  89.579   0.000  61.128   0.063   0.000   0.000   0.000   0.000  24.368   0.272   0.000   0.154   0.220   0.000
1994-296  1994-10-23    1994  296  Sun  25    3.966   1.721   1.721   1.721   0.000   0.681   1.000   0.364   0.756   0.233   0.434   0.434   1.123   0.434   0.434   0.000   0.000   1.000   0.767  19.909   0.000   0.000   0.000   0.000   0.000   0.000  92.293   0.000  62.867   0.000   0.000   0.000   0.000   0.000  26.089   0.283   0.000   0.154   0.220   0.000
1994-297  1994-10-24    1994  297  Mon  26    4.315   1.997   1.997   1.997   0.000   0.670   1.000   0.396   0.778   0.253   0.463   0.463   1.137   0.463   0.463   0.000   0.000   1.000   0.747  19.909   0.000   0.000   0.000   0.000   0.000   0.000  95.008   0.000  63.667   0.000   0.000   0.000   0.000   0.000  28.086   0.296   0.000   0.154   0.220   0.000
1994-298  1994-10-25    1994  298  Tue  27    4.512   2.217   2.217   2.217   0.000   0.661   1.000   0.427   0.800   0.278   0.491   0.491   1.130   0.491   0.491   0.000   0.000   1.000   0.722  12.839   0.000   0.000   0.000   7.070   0.000   0.000  97.722   0.000  64.626   4.853   0.000   0.000   0.000   0.000  23.233   0.238   0.000   0.160   0.243   0.000
