************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:18
Simulation start date: 1988-09-18
Simulation end date: 1988-09-28
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1988 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1988-262  1988-09-18    1988  262  Sun  0     4.403   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.079   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  76.121   0.000   0.000   0.000   0.000  46.032   0.377   0.000   0.230   0.505   0.004
1988-263  1988-09-19    1988  263  Mon  1     4.385   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.086   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  76.121   0.000   0.000   0.000   0.000  46.032   0.377   0.000   0.230   0.505   0.004
1988-264  1988-09-20    1988  264  Tue  2     4.197   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.077   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  76.121   0.000   0.000   0.000   0.000  46.032   0.377   0.000   0.230   0.505   0.004
1988-265  1988-09-21    1988  265  Wed  3     3.829   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.096   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  76.121   0.000   0.000   0.000   0.000  46.032   0.377   0.000   0.230   0.505   0.004
1988-266  1988-09-22    1988  266  Thu  4     3.425   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.118   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  76.121   0.000   0.000   0.000   0.000  46.032   0.377   0.000   0.230   0.505   0.004
1988-267  1988-09-23    1988  267  Fri  5     1.332   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.171   0.000   0.000   0.000   0.000   1.000   1.000   0.000   0.004   0.000   0.000 143.703   0.000  97.671 122.153   0.000  97.722 219.824   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.374   1.000  32.081
1988-268  1988-09-24    1988  268  Sat  6     1.522   1.849   1.849   0.000   1.849   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.214   1.214   1.214   1.214   1.000   1.000   1.000   1.849   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 120.304   0.000   0.000   0.000   0.000   1.849   0.015   0.000   0.274   0.671   0.055
1988-269  1988-09-25    1988  269  Sun  7     3.458   3.973   3.973   0.000   3.973   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.149   1.149   1.149   1.149   1.000   1.000   1.000   0.000   0.055   0.000   0.000  93.640   0.000  87.818 122.153   0.000  97.722 209.971   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.364   1.000  32.081
1988-270  1988-09-26    1988  270  Mon  8     2.790   3.103   3.103   0.000   3.103   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.112   1.112   1.112   1.112   1.000   1.000   1.000   0.000  32.081   0.000   0.000 106.743   0.000 103.640 122.153   0.000  97.722 225.793   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.380   1.000  32.081
1988-271  1988-09-27    1988  271  Tue  9     2.534   2.794   2.794   0.000   2.794   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.103   1.103   1.103   1.103   1.000   1.000   1.000   2.794   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 119.359   0.000   0.000   0.000   0.000   2.794   0.023   0.000   0.273   0.667   0.052
1988-272  1988-09-28    1988  272  Wed  10    4.537   5.066   5.066   0.000   5.066   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.117   1.117   1.117   1.117   1.000   1.000   1.000   7.860   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 114.293   0.000   0.000   0.000   0.000   7.860   0.064   0.000   0.268   0.648   0.040
