************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:25
Simulation start date: 2015-09-18
Simulation end date: 2015-09-28
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2015 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2015-261  2015-09-18    2015  261  Fri  0     4.062   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.107   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  89.121   0.000   0.000   0.000   0.000  33.032   0.270   0.000   0.243   0.554   0.009
2015-262  2015-09-19    2015  262  Sat  1     3.738   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.107   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  89.121   0.000   0.000   0.000   0.000  33.032   0.270   0.000   0.243   0.554   0.009
2015-263  2015-09-20    2015  263  Sun  2     3.905   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.079   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  89.121   0.000   0.000   0.000   0.000  33.032   0.270   0.000   0.243   0.554   0.009
2015-264  2015-09-21    2015  264  Mon  3     3.790   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.095   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  89.121   0.000   0.000   0.000   0.000  33.032   0.270   0.000   0.243   0.554   0.009
2015-265  2015-09-22    2015  265  Tue  4     3.355   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.155   0.000   0.000   0.000   0.000   1.000   1.000   0.000   0.009   0.000   0.000  28.240   0.000   0.000 122.153   0.000  97.722 117.361   0.000   0.000   0.000   0.000   4.792   0.039   0.000   0.271   0.660   0.047
2015-266  2015-09-23    2015  266  Wed  5     4.104   4.637   4.637   0.000   4.637   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.130   1.130   1.130   1.130   1.000   1.000   1.000   4.637   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 112.724   0.000   0.000   0.000   0.000   9.429   0.077   0.000   0.267   0.642   0.036
2015-267  2015-09-24    2015  267  Thu  6     4.904   5.537   5.537   0.000   5.537   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.129   1.129   1.129   1.129   1.000   1.000   1.000  10.175   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 107.186   0.000   0.000   0.000   0.000  14.967   0.123   0.000   0.261   0.622   0.026
2015-268  2015-09-25    2015  268  Fri  7     4.268   3.302   3.302   0.000   3.302   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.106   0.774   0.774   0.774   0.700   1.000   1.000  13.477   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 103.884   0.000   0.000   0.000   0.000  18.269   0.150   0.000   0.258   0.609   0.022
2015-269  2015-09-26    2015  269  Sat  8     4.559   2.301   2.301   0.000   2.301   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.091   0.505   0.505   0.505   0.462   1.000   1.000  15.778   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 101.583   0.000   0.000   0.000   0.000  20.570   0.168   0.000   0.255   0.601   0.019
2015-270  2015-09-27    2015  270  Sun  9     4.782   1.568   1.568   0.000   1.568   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.104   0.328   0.328   0.328   0.297   1.000   1.000  17.346   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 100.015   0.000   0.000   0.000   0.000  22.138   0.181   0.000   0.254   0.595   0.017
2015-271  2015-09-28    2015  271  Mon  10    5.032   1.028   1.028   0.000   1.028   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.109   0.204   0.204   0.204   0.184   1.000   1.000  18.374   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  98.987   0.000   0.000   0.000   0.000  23.166   0.190   0.000   0.253   0.591   0.016
