************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:20
Simulation start date: 2001-09-18
Simulation end date: 2001-09-28
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2001 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2001-261  2001-09-18    2001  261  Tue  0     5.496   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.104   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  78.121   0.000   0.000   0.000   0.000  44.032   0.360   0.000   0.232   0.513   0.004
2001-262  2001-09-19    2001  262  Wed  1     5.688   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.104   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  78.121   0.000   0.000   0.000   0.000  44.032   0.360   0.000   0.232   0.513   0.004
2001-263  2001-09-20    2001  263  Thu  2     5.814   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.105   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  78.121   0.000   0.000   0.000   0.000  44.032   0.360   0.000   0.232   0.513   0.004
2001-264  2001-09-21    2001  264  Fri  3     5.961   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.108   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  78.121   0.000   0.000   0.000   0.000  44.032   0.360   0.000   0.232   0.513   0.004
2001-265  2001-09-22    2001  265  Sat  4     5.703   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.110   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  78.121   0.000   0.000   0.000   0.000  44.032   0.360   0.000   0.232   0.513   0.004
2001-266  2001-09-23    2001  266  Sun  5     5.376   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.095   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  78.121   0.000   0.000   0.000   0.000  44.032   0.360   0.000   0.232   0.513   0.004
2001-267  2001-09-24    2001  267  Mon  6     5.191   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.086   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  78.121   0.000   0.000   0.000   0.000  44.032   0.360   0.000   0.232   0.513   0.004
2001-268  2001-09-25    2001  268  Tue  7     4.927   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.085   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  78.121   0.000   0.000   0.000   0.000  44.032   0.360   0.000   0.232   0.513   0.004
2001-269  2001-09-26    2001  269  Wed  8     5.458   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.103   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  78.121   0.000   0.000   0.000   0.000  44.032   0.360   0.000   0.232   0.513   0.004
2001-270  2001-09-27    2001  270  Thu  9     5.883   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.115   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  78.121   0.000   0.000   0.000   0.000  44.032   0.360   0.000   0.232   0.513   0.004
2001-271  2001-09-28    2001  271  Fri  10    5.240   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.095   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  78.121   0.000   0.000   0.000   0.000  44.032   0.360   0.000   0.232   0.513   0.004
