************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:21
Simulation start date: 1997-09-28
Simulation end date: 1998-01-31
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1997 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1997-271  1997-09-28    1997  271  Sun  0     5.196   0.779   0.779   0.779   0.000   0.719   1.000   0.050   0.200   0.000   0.150   0.150   1.156   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  24.431   0.000  17.561  23.645   0.000   0.000   0.000   0.000   0.786   0.032   0.000   0.272   0.663   0.049
1997-272  1997-09-29    1997  272  Mon  1     3.279   0.492   0.492   0.492   0.000   0.730   1.000   0.050   0.222   0.000   0.150   0.150   1.159   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  27.145   0.000  19.825  23.153   0.000   0.000   0.000   0.000   1.278   0.047   0.000   0.258   0.610   0.022
1997-273  1997-09-30    1997  273  Tue  2     3.046   0.457   0.457   0.457   0.000   0.732   1.000   0.050   0.244   0.000   0.150   0.150   1.156   0.150   0.150   0.000   0.000   1.000   1.000   0.000   0.022   0.000   0.000  50.730   0.000  48.996  29.860   0.000  21.849  73.426   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.454   1.000  32.081
1997-274  1997-10-01    1997  274  Wed  3     3.944   4.543   4.543   0.592   3.951   0.568   1.000   0.050   0.267   0.000   0.150   0.150   1.152   1.152   1.152   1.002   1.000   1.000   1.000   3.951   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  18.512  19.888   0.000   0.000   0.000   0.000   4.543   0.139   0.000   0.228   0.499   0.003
1997-275  1997-10-02    1997  275  Thu  4     3.889   4.481   4.481   0.583   3.898   0.571   1.000   0.050   0.289   0.000   0.150   0.150   1.152   1.152   1.152   1.002   1.000   1.000   1.000   7.849   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  20.141  15.407   0.000   0.000   0.000   0.000   9.024   0.256   0.000   0.207   0.420   0.001
1997-276  1997-10-03    1997  276  Fri  5     4.187   4.299   4.299   0.628   3.671   0.578   1.000   0.050   0.311   0.000   0.150   0.150   1.161   1.027   1.027   0.877   0.867   1.000   1.000  11.520   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  21.967  11.107   0.000   0.000   0.000   0.000  13.323   0.351   0.000   0.190   0.354   0.000
1997-277  1997-10-04    1997  277  Sat  6     3.715   2.811   2.811   0.557   2.254   0.638   1.000   0.050   0.333   0.000   0.150   0.150   1.156   0.757   0.757   0.607   0.603   1.000   1.000  13.774   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  25.960   8.296   0.000   0.000   0.000   0.000  16.134   0.396   0.000   0.179   0.313   0.000
1997-278  1997-10-05    1997  278  Sun  7     2.935   1.741   1.741   0.440   1.301   0.680   1.000   0.050   0.356   0.000   0.150   0.150   1.155   0.593   0.593   0.443   0.441   1.000   1.000   0.000   0.000   0.000   0.000  44.990   0.000  27.115  43.432   0.000  29.550  51.545   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.299   0.763   0.201
1997-279  1997-10-06    1997  279  Mon  8     3.449   3.979   3.979   0.517   3.461   0.591   1.000   0.050   0.378   0.000   0.150   0.150   1.154   1.154   1.154   1.004   1.000   1.000   1.000   3.461   0.000   0.000   0.000   0.000   0.000   0.000  46.147   0.000  27.266  20.452   0.000   0.000   0.000   0.000   3.979   0.086   0.000   0.208   0.423   0.001
1997-280  1997-10-07    1997  280  Tue  9     3.951   4.543   4.543   0.593   3.951   0.568   1.000   0.050   0.400   0.000   0.150   0.150   1.150   1.150   1.150   1.000   1.000   1.000   1.000   7.412   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  27.766  15.909   0.000   0.000   0.000   0.000   8.522   0.174   0.000   0.194   0.369   0.000
1997-281  1997-10-08    1997  281  Wed  10    4.689   4.948   4.948   0.703   4.244   0.552   1.000   0.050   0.422   0.000   0.150   0.150   1.158   1.055   1.055   0.905   0.898   1.000   1.000  11.656   0.000   0.000   0.000   0.000   0.000   0.000  51.576   0.000  28.474  10.961   0.000   0.000   0.000   0.000  13.470   0.261   0.000   0.180   0.317   0.000
1997-282  1997-10-09    1997  282  Thu  11    4.657   3.479   3.479   0.698   2.780   0.611   1.000   0.050   0.444   0.000   0.150   0.150   1.156   0.747   0.747   0.597   0.593   1.000   1.000  14.437   0.000   0.000   0.000   0.000   0.000   0.000  54.290   0.000  33.163   7.482   0.000   0.000   0.000   0.000  16.948   0.312   0.000   0.171   0.283   0.000
1997-283  1997-10-10    1997  283  Fri  12    2.402   1.308   1.308   0.360   0.948   0.698   1.000   0.050   0.467   0.000   0.150   0.150   1.153   0.545   0.545   0.395   0.393   1.000   1.000  15.384   0.000   0.000   0.000   0.000   0.000   0.000  57.005   0.000  39.771   6.174   0.000   0.000   0.000   0.000  18.256   0.320   0.000   0.167   0.269   0.000
1997-284  1997-10-11    1997  284  Sat  13    3.573   1.700   1.700   0.536   1.164   0.682   1.000   0.050   0.489   0.000   0.150   0.150   1.151   0.476   0.476   0.326   0.325   1.000   1.000  16.548   0.000   0.000   0.000   0.000   0.000   0.000  59.719   0.000  40.730   4.475   0.000   0.000   0.000   0.000  19.956   0.334   0.000   0.163   0.254   0.000
1997-285  1997-10-12    1997  285  Sun  14    3.760   1.470   1.470   0.564   0.906   0.691   1.000   0.050   0.511   0.000   0.150   0.150   1.148   0.391   0.391   0.241   0.242   1.000   1.000  17.454   0.000   0.000   0.000   0.000   0.000   0.000  62.434   0.000  43.153   3.004   0.000   0.000   0.000   0.000  21.426   0.343   0.000   0.160   0.242   0.000
1997-286  1997-10-13    1997  286  Mon  15    4.438   1.455   1.455   0.666   0.789   0.692   1.000   0.050   0.533   0.000   0.150   0.150   1.158   0.328   0.328   0.178   0.176   1.000   1.000  18.244   0.000   0.000   0.000   0.000   0.000   0.000  65.148   0.000  45.070   1.549   0.000   0.000   0.000   0.000  22.881   0.351   0.000   0.157   0.231   0.000
1997-287  1997-10-14    1997  287  Tue  16    4.279   1.258   1.258   0.761   0.497   0.700   1.000   0.081   0.556   0.024   0.178   0.178   1.148   0.294   0.294   0.116   0.120   1.000   0.976  18.753   0.000   0.000   0.000   0.000   0.000   0.000  67.863   0.000  47.481   0.291   0.000   0.000   0.000   0.000  24.140   0.356   0.000   0.154   0.222   0.000
1997-288  1997-10-15    1997  288  Wed  17    4.252   1.205   1.205   0.874   0.331   0.702   1.000   0.112   0.578   0.048   0.206   0.206   1.141   0.283   0.283   0.078   0.083   1.000   0.952  19.100   0.000   0.000   0.000   0.000   0.000   0.000  70.577   0.000  49.531   0.000   0.000   0.000   0.000   0.000  25.345   0.359   0.000   0.154   0.220   0.000
1997-289  1997-10-16    1997  289  Thu  18    3.997   1.141   1.141   0.932   0.209   0.704   1.000   0.142   0.600   0.071   0.233   0.233   1.133   0.286   0.286   0.052   0.058   1.000   0.929  19.326   0.000   0.000   0.000   0.000   0.000   0.000  73.292   0.000  51.623   0.000   0.000   0.000   0.000   0.000  26.486   0.361   0.000   0.154   0.220   0.000
1997-290  1997-10-17    1997  290  Fri  19    3.991   1.188   1.188   1.042   0.146   0.702   1.000   0.173   0.622   0.093   0.261   0.261   1.134   0.298   0.298   0.037   0.042   1.000   0.907  19.487   0.000   0.000   0.000   0.000   0.000   0.000  76.006   0.000  53.393   0.000   0.000   0.000   0.000   0.000  27.674   0.364   0.000   0.154   0.220   0.000
1997-291  1997-10-18    1997  291  Sat  20    4.248   1.337   1.337   1.228   0.109   0.697   1.000   0.204   0.644   0.116   0.289   0.289   1.135   0.315   0.315   0.026   0.030   1.000   0.884  19.610   0.000   0.000   0.000   0.000   0.000   0.000  78.721   0.000  54.829   0.000   0.000   0.000   0.000   0.000  29.012   0.369   0.000   0.154   0.220   0.000
1997-292  1997-10-19    1997  292  Sun  21    3.744   1.252   1.252   1.186   0.065   0.700   1.000   0.234   0.667   0.139   0.317   0.317   1.126   0.334   0.334   0.017   0.021   1.000   0.861  19.686   0.000   0.000   0.000   0.000   0.000   0.000  81.435   0.000  57.000   0.000   0.000   0.000   0.000   0.000  30.263   0.372   0.000   0.154   0.220   0.000
1997-293  1997-10-20    1997  293  Mon  22    2.592   0.929   0.929   0.896   0.033   0.713   1.000   0.266   0.689   0.159   0.346   0.346   1.142   0.358   0.358   0.013   0.016   1.000   0.841   0.000   0.000   0.000   0.000  45.178   0.000  13.985  84.150   0.000  59.986  44.249   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.218   0.461   0.002
1997-294  1997-10-21    1997  294  Tue  23    3.123   3.494   3.494   1.166   2.328   0.610   1.000   0.297   0.711   0.185   0.373   0.373   1.119   1.119   1.119   0.746   1.000   1.000   0.815   2.858   0.000   0.000   0.000   0.000   0.000   0.000  86.864   0.000  53.009  26.770   0.000   0.000   0.000   0.000   3.494   0.040   0.000   0.192   0.361   0.000
1997-295  1997-10-22    1997  295  Wed  24    3.601   4.084   4.084   1.447   2.637   0.587   1.000   0.328   0.733   0.205   0.402   0.402   1.134   1.134   1.134   0.732   1.000   1.000   0.795   6.173   0.000   0.000   0.000   0.000   0.000   0.000  89.579   0.000  52.549  22.685   0.000   0.000   0.000   0.000   7.578   0.085   0.000   0.185   0.336   0.000
1997-296  1997-10-23    1997  296  Thu  25    2.910   3.288   3.288   1.253   2.035   0.618   1.000   0.360   0.756   0.226   0.431   0.431   1.139   1.130   1.130   0.699   0.988   1.000   0.774   8.803   0.000   0.000   0.000   0.000   0.000   0.000  92.293   0.000  57.082  19.397   0.000   0.000   0.000   0.000  10.866   0.118   0.000   0.180   0.316   0.000
1997-297  1997-10-24    1997  297  Fri  26    3.879   3.846   3.846   1.780   2.066   0.596   1.000   0.391   0.778   0.253   0.459   0.459   1.126   0.991   0.991   0.533   0.798   1.000   0.747  11.568   0.000   0.000   0.000   0.000   0.000   0.000  95.008   0.000  56.641  15.552   0.000   0.000   0.000   0.000  14.712   0.155   0.000   0.174   0.295   0.000
1997-298  1997-10-25    1997  298  Sat  27    3.361   2.902   2.902   1.636   1.266   0.634   1.000   0.422   0.800   0.280   0.487   0.487   1.115   0.863   0.863   0.377   0.600   1.000   0.720  13.325   0.000   0.000   0.000   0.000   0.000   0.000  97.722   0.000  61.949  12.650   0.000   0.000   0.000   0.000  17.614   0.180   0.000   0.170   0.279   0.000
1997-299  1997-10-26    1997  299  Sun  28    3.039   2.448   2.448   1.566   0.882   0.652   1.000   0.454   0.822   0.299   0.515   0.515   1.128   0.805   0.805   0.290   0.473   1.000   0.701  14.582   0.000   0.000   0.000   0.000   0.000   0.000 100.437   0.000  65.493  10.202   0.000   0.000   0.000   0.000  20.062   0.200   0.000   0.166   0.266   0.000
1997-300  1997-10-27    1997  300  Mon  29    3.432   2.618   2.618   1.865   0.753   0.645   1.000   0.485   0.844   0.327   0.543   0.543   1.116   0.763   0.763   0.219   0.383   1.000   0.673  15.701   0.000   0.000   0.000   0.000   0.000   0.000 103.151   0.000  66.562   7.584   0.000   0.000   0.000   0.000  22.680   0.220   0.000   0.163   0.253   0.000
1997-301  1997-10-28    1997  301  Tue  30    3.552   2.622   2.622   2.031   0.591   0.645   1.000   0.516   0.867   0.350   0.572   0.572   1.122   0.738   0.738   0.166   0.303   1.000   0.650  16.611   0.000   0.000   0.000   0.000   0.000   0.000 105.866   0.000  68.296   4.962   0.000   0.000   0.000   0.000  25.302   0.239   0.000   0.160   0.241   0.000
1997-302  1997-10-29    1997  302  Wed  31    2.315   1.674   1.674   1.389   0.285   0.683   1.000   0.548   0.889   0.377   0.600   0.600   1.119   0.723   0.723   0.123   0.237   1.000   0.623  17.068   0.000   0.000   0.000   0.000   0.000   0.000 108.580   0.000  74.164   3.287   0.000   0.000   0.000   0.000  26.976   0.248   0.000   0.158   0.234   0.000
1997-303  1997-10-30    1997  303  Thu  32    2.946   2.135   2.135   1.849   0.285   0.665   1.000   0.578   0.911   0.411   0.628   0.628   1.102   0.725   0.725   0.097   0.204   1.000   0.589  17.552   0.000   0.000   0.000   0.000   0.000   0.000 111.295   0.000  73.967   1.153   0.000   0.000   0.000   0.000  29.111   0.262   0.000   0.155   0.225   0.000
