************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:22
Simulation start date: 2006-09-18
Simulation end date: 2006-09-28
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2006 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2006-261  2006-09-18    2006  261  Mon  0     5.562   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.117   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  88.121   0.000   0.000   0.000   0.000  34.032   0.279   0.000   0.242   0.550   0.008
2006-262  2006-09-19    2006  262  Tue  1     5.812   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.121   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  88.121   0.000   0.000   0.000   0.000  34.032   0.279   0.000   0.242   0.550   0.008
2006-263  2006-09-20    2006  263  Wed  2     5.504   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.118   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  88.121   0.000   0.000   0.000   0.000  34.032   0.279   0.000   0.242   0.550   0.008
2006-264  2006-09-21    2006  264  Thu  3     4.949   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.100   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  88.121   0.000   0.000   0.000   0.000  34.032   0.279   0.000   0.242   0.550   0.008
2006-265  2006-09-22    2006  265  Fri  4     4.940   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.106   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  88.121   0.000   0.000   0.000   0.000  34.032   0.279   0.000   0.242   0.550   0.008
2006-266  2006-09-23    2006  266  Sat  5     5.089   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.103   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  88.121   0.000   0.000   0.000   0.000  34.032   0.279   0.000   0.242   0.550   0.008
2006-267  2006-09-24    2006  267  Sun  6     5.350   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.105   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  88.121   0.000   0.000   0.000   0.000  34.032   0.279   0.000   0.242   0.550   0.008
2006-268  2006-09-25    2006  268  Mon  7     5.342   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.100   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  88.121   0.000   0.000   0.000   0.000  34.032   0.279   0.000   0.242   0.550   0.008
2006-269  2006-09-26    2006  269  Tue  8     5.602   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.109   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  88.121   0.000   0.000   0.000   0.000  34.032   0.279   0.000   0.242   0.550   0.008
2006-270  2006-09-27    2006  270  Wed  9     6.210   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.123   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  88.121   0.000   0.000   0.000   0.000  34.032   0.279   0.000   0.242   0.550   0.008
2006-271  2006-09-28    2006  271  Thu  10    6.509   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.124   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  88.121   0.000   0.000   0.000   0.000  34.032   0.279   0.000   0.242   0.550   0.008
