************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:25
Simulation start date: 2012-09-28
Simulation end date: 2013-01-31
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2012 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2012-272  2012-09-28    2012  272  Fri  0     4.659   0.699   0.699   0.699   0.000   0.722   1.000   0.050   0.200   0.000   0.150   0.150   1.161   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  24.431   0.000  17.640  19.725   0.000   0.000   0.000   0.000   4.705   0.193   0.000   0.253   0.589   0.016
2012-273  2012-09-29    2012  273  Sat  1     4.618   0.693   0.693   0.693   0.000   0.722   1.000   0.050   0.222   0.000   0.150   0.150   1.159   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  27.145   0.000  19.607  19.033   0.000   0.000   0.000   0.000   5.398   0.199   0.000   0.240   0.541   0.007
2012-274  2012-09-30    2012  274  Sun  2     4.966   0.745   0.745   0.745   0.000   0.720   1.000   0.050   0.244   0.000   0.150   0.150   1.165   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  29.860   0.000  21.505  18.288   0.000   0.000   0.000   0.000   6.143   0.206   0.000   0.229   0.500   0.003
2012-275  2012-10-01    2012  275  Mon  3     5.070   0.761   0.761   0.761   0.000   0.720   1.000   0.050   0.267   0.000   0.150   0.150   1.162   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  23.440  17.527   0.000   0.000   0.000   0.000   6.903   0.212   0.000   0.220   0.466   0.002
2012-276  2012-10-02    2012  276  Tue  4     4.851   0.728   0.728   0.728   0.000   0.721   1.000   0.050   0.289   0.000   0.150   0.150   1.157   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  25.439  16.800   0.000   0.000   0.000   0.000   7.631   0.216   0.000   0.212   0.438   0.001
2012-277  2012-10-03    2012  277  Wed  5     4.861   0.729   0.729   0.729   0.000   0.721   1.000   0.050   0.311   0.000   0.150   0.150   1.159   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  27.394  16.070   0.000   0.000   0.000   0.000   8.360   0.220   0.000   0.206   0.413   0.001
2012-278  2012-10-04    2012  278  Thu  6     5.260   0.789   0.789   0.789   0.000   0.718   1.000   0.050   0.333   0.000   0.150   0.150   1.165   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  29.253  15.281   0.000   0.000   0.000   0.000   9.149   0.225   0.000   0.200   0.392   0.000
2012-279  2012-10-05    2012  279  Fri  7     5.340   0.801   0.801   0.801   0.000   0.718   1.000   0.050   0.356   0.000   0.150   0.150   1.164   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  43.432   0.000  31.183  14.480   0.000   0.000   0.000   0.000   9.950   0.229   0.000   0.195   0.372   0.000
2012-280  2012-10-06    2012  280  Sat  8     5.123   0.769   0.769   0.769   0.000   0.719   1.000   0.050   0.378   0.000   0.150   0.150   1.161   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  46.147   0.000  33.191  13.712   0.000   0.000   0.000   0.000  10.719   0.232   0.000   0.190   0.356   0.000
2012-281  2012-10-07    2012  281  Sun  9     5.400   0.810   0.810   0.810   0.000   0.718   1.000   0.050   0.400   0.000   0.150   0.150   1.166   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  35.063  12.902   0.000   0.000   0.000   0.000  11.529   0.236   0.000   0.186   0.341   0.000
2012-282  2012-10-08    2012  282  Mon  10    5.071   0.761   0.761   0.761   0.000   0.720   1.000   0.050   0.422   0.000   0.150   0.150   1.162   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  51.576   0.000  37.112  12.141   0.000   0.000   0.000   0.000  12.289   0.238   0.000   0.183   0.328   0.000
2012-283  2012-10-09    2012  283  Tue  11    4.807   0.721   0.721   0.721   0.000   0.721   1.000   0.050   0.444   0.000   0.150   0.150   1.159   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  54.290   0.000  39.152  11.420   0.000   0.000   0.000   0.000  13.010   0.240   0.000   0.180   0.316   0.000
2012-284  2012-10-10    2012  284  Wed  12    4.708   0.706   0.706   0.706   0.000   0.722   1.000   0.050   0.467   0.000   0.150   0.150   1.160   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  57.005   0.000  41.143  10.714   0.000   0.000   0.000   0.000  13.717   0.241   0.000   0.177   0.306   0.000
2012-285  2012-10-11    2012  285  Thu  13    4.814   0.722   0.722   0.722   0.000   0.721   1.000   0.050   0.489   0.000   0.150   0.150   1.161   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  59.719   0.000  43.065   9.992   0.000   0.000   0.000   0.000  14.439   0.242   0.000   0.174   0.296   0.000
2012-286  2012-10-12    2012  286  Fri  14    4.475   0.671   0.671   0.671   0.000   0.723   1.000   0.050   0.511   0.000   0.150   0.150   1.156   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  62.434   0.000  45.149   9.321   0.000   0.000   0.000   0.000  15.110   0.242   0.000   0.172   0.288   0.000
