************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:22
Simulation start date: 2008-09-18
Simulation end date: 2008-09-28
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2008 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2008-262  2008-09-18    2008  262  Thu  0     2.559   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.109   0.000   0.000   0.000   0.000   1.000   1.000   0.000   4.018   0.000   0.000  58.041   0.000 134.009 122.153   0.000  97.722 256.162   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.410   1.000  32.081
2008-263  2008-09-19    2008  263  Fri  1     1.348   1.542   1.542   0.000   1.542   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.144   1.144   1.144   1.144   1.000   1.000   1.000   0.000  32.081   0.000   0.000 125.099   0.000 123.557 122.153   0.000  97.722 245.710   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.400   1.000  32.081
2008-264  2008-09-20    2008  264  Sat  2     3.005   3.269   3.269   0.000   3.269   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.088   1.088   1.088   1.088   1.000   1.000   1.000   3.269   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 118.884   0.000   0.000   0.000   0.000   3.269   0.027   0.000   0.273   0.665   0.051
2008-265  2008-09-21    2008  265  Sun  3     3.650   3.936   3.936   0.000   3.936   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.078   1.078   1.078   1.078   1.000   1.000   1.000   7.205   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 114.948   0.000   0.000   0.000   0.000   7.205   0.059   0.000   0.269   0.651   0.041
2008-266  2008-09-22    2008  266  Mon  4     4.275   4.299   4.299   0.000   4.299   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.101   1.006   1.006   1.006   0.913   1.000   1.000  11.505   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 110.648   0.000   0.000   0.000   0.000  11.505   0.094   0.000   0.265   0.635   0.032
2008-267  2008-09-23    2008  267  Tue  5     4.503   3.006   3.006   0.000   3.006   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.105   0.668   0.668   0.668   0.604   1.000   1.000  14.511   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 107.642   0.000   0.000   0.000   0.000  14.511   0.119   0.000   0.262   0.623   0.027
2008-268  2008-09-24    2008  268  Wed  6     5.014   2.208   2.208   0.000   2.208   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.134   0.440   0.440   0.440   0.388   1.000   1.000  16.719   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 105.434   0.000   0.000   0.000   0.000  16.719   0.137   0.000   0.259   0.615   0.024
2008-269  2008-09-25    2008  269  Thu  7     4.991   1.288   1.288   0.000   1.288   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.125   0.258   0.258   0.258   0.229   1.000   1.000  18.007   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 104.146   0.000   0.000   0.000   0.000  18.007   0.147   0.000   0.258   0.610   0.022
2008-270  2008-09-26    2008  270  Fri  8     5.006   0.772   0.772   0.000   0.772   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.128   0.154   0.154   0.154   0.137   1.000   1.000  18.779   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 103.374   0.000   0.000   0.000   0.000  18.779   0.154   0.000   0.257   0.607   0.021
2008-271  2008-09-27    2008  271  Sat  9     4.796   0.430   0.430   0.000   0.430   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.104   0.090   0.090   0.090   0.081   1.000   1.000  19.209   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 102.944   0.000   0.000   0.000   0.000  19.209   0.157   0.000   0.257   0.606   0.021
2008-272  2008-09-28    2008  272  Sun  10    4.778   0.266   0.266   0.000   0.266   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.108   0.056   0.056   0.056   0.050   1.000   1.000  19.476   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722 102.677   0.000   0.000   0.000   0.000  19.476   0.159   0.000   0.257   0.605   0.020
