************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:50
Simulation start date: 1990-07-01
Simulation end date: 1990-10-29
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1990 Rice -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1990-182  1990-07-01    1990  182  Sun  0     2.254   0.338   0.239   0.239   0.000   0.386   0.706   0.050   0.200   0.000   0.150   0.150   1.164   0.150   0.106   0.000   0.000   1.000   1.000   4.799   0.000   0.000   0.000  15.110   0.000   0.000  24.431  17.202  27.984  14.871   0.000   0.000  14.871  17.202   9.559   0.391   1.000   0.228   0.498   0.003
1990-183  1990-07-02    1990  183  Mon  1     3.735   4.344   4.219   0.435   3.784   0.226   0.777   0.050   0.205   0.000   0.150   0.150   1.163   1.163   1.130   1.013   1.000   1.000   1.000   8.583   0.000   0.000   0.000   0.000   0.000   0.000  25.082  17.660  16.817  10.652   0.000   0.000  10.652  17.660  14.430   0.575   1.000   0.206   0.414   0.001
1990-184  1990-07-03    1990  184  Tue  2     4.976   4.887   4.587   0.446   4.141   0.205   0.598   0.050   0.211   0.000   0.150   0.150   1.172   0.982   0.922   0.832   0.814   1.000   1.000   0.000   0.001  32.090   0.000   0.000   0.000   1.332  25.734  18.119  15.599  38.156   0.000  12.422  25.734   5.697   0.000   0.000   0.314   0.335   0.899   1.332
1990-185  1990-07-04    1990  185  Wed  3     4.669   5.558   5.558   0.700   4.858   0.178   1.000   0.050   0.216   0.000   0.150   0.150   1.191   1.191   1.191   1.041   1.000   1.000   1.000   4.858   0.000   0.000   0.000   0.000   0.000   0.199  26.385  18.578  13.894  31.265   0.000   4.880  26.385  13.697   0.000   0.000   0.737   0.299   0.762   0.199
1990-186  1990-07-05    1990  186  Thu  4     4.305   5.117   5.117   0.646   4.472   0.195   1.000   0.050   0.221   0.000   0.150   0.150   1.189   1.189   1.189   1.039   1.000   1.000   1.000   9.330   0.000   0.000   0.000   0.000   0.000   0.000  27.037  19.036  15.650  25.949   0.000   0.000  25.949  19.036   1.088   0.040   1.000   0.271   0.659   0.047
1990-187  1990-07-06    1990  187  Fri  5     4.532   4.233   4.220   0.667   3.553   0.231   0.981   0.050   0.227   0.000   0.150   0.150   1.181   0.934   0.931   0.784   0.761   1.000   1.000   0.000   0.047  20.124   0.000   0.000   0.000   1.632  27.688  19.495  18.931  41.853   0.000  14.165  27.688   5.330   0.000   0.000   0.273   0.339   0.912   1.632
1990-188  1990-07-07    1990  188  Sat  6     4.145   4.811   4.811   0.622   4.189   0.208   1.000   0.050   0.232   0.000   0.150   0.150   1.160   1.160   1.160   1.010   1.000   1.000   1.000   0.000   1.632   0.000   0.000  14.662   0.000  19.954  28.339  19.954  17.435  50.073   1.779  19.954  28.339   0.000   0.000   0.000   0.000   0.370   1.000  32.081
1990-189  1990-07-08    1990  189  Sun  7     1.827   2.116   2.116   0.274   1.842   0.315   1.000   0.050   0.237   0.000   0.150   0.150   1.158   1.158   1.158   1.008   1.000   1.000   1.000   1.842   0.000   0.000   0.000   0.000   0.000   0.000  28.991  20.413  27.097  28.003   0.000   0.000  28.003  20.413   0.988   0.034   1.000   0.272   0.662   0.048
1990-190  1990-07-09    1990  190  Mon  8     3.331   3.892   3.892   0.500   3.393   0.244   1.000   0.050   0.243   0.000   0.150   0.150   1.168   1.168   1.168   1.018   1.000   1.000   1.000   0.000   0.048  21.400   0.000   0.000   0.000   1.941  29.642  20.871  21.463  45.511   0.000  15.869  29.642   5.003   0.000   0.000   0.240   0.341   0.923   1.941
1990-191  1990-07-10    1990  191  Tue  9     3.335   3.886   3.886   0.500   3.386   0.245   1.000   0.050   0.248   0.000   0.150   0.150   1.165   1.165   1.165   1.015   1.000   1.000   1.000   3.386   0.000   0.000   0.000   0.000   0.000   0.434  30.294  21.330  21.957  39.683   0.000   9.389  30.294  11.941   0.000   0.000   0.560   0.314   0.820   0.434
1990-192  1990-07-11    1990  192  Wed  10    4.126   4.758   4.758   0.619   4.139   0.210   1.000   0.050   0.253   0.000   0.150   0.150   1.153   1.153   1.153   1.003   1.000   1.000   1.000   7.525   0.000   0.000   0.000   0.000   0.000   0.128  30.945  21.789  19.232  34.492   0.000   3.546  30.945  18.243   0.000   0.000   0.837   0.290   0.730   0.128
