************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:57
Simulation start date: 2004-11-08
Simulation end date: 2005-03-13
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2004 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2004-313  2004-11-08    2004  313  Mon  0     4.074   0.611   0.611   0.611   0.000   0.726   1.000   0.050   0.200   0.000   0.150   0.150   1.174   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  24.431   0.000  17.726  22.413   0.000   0.000   0.000   0.000   2.017   0.083   0.000   0.266   0.640   0.035
2004-314  2004-11-09    2004  314  Tue  1     4.314   0.647   0.647   0.647   0.000   0.724   1.000   0.050   0.222   0.000   0.150   0.150   1.175   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  27.145   0.000  19.656  21.766   0.000   0.000   0.000   0.000   2.665   0.098   0.000   0.252   0.587   0.015
2004-315  2004-11-10    2004  315  Wed  2     3.472   0.521   0.521   0.521   0.000   0.729   1.000   0.050   0.244   0.000   0.150   0.150   1.160   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  29.860   0.000  21.773  21.245   0.000   0.000   0.000   0.000   3.185   0.107   0.000   0.241   0.546   0.008
2004-316  2004-11-11    2004  316  Thu  3     3.681   0.552   0.552   0.552   0.000   0.728   1.000   0.050   0.267   0.000   0.150   0.150   1.165   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  23.711  20.693   0.000   0.000   0.000   0.000   3.737   0.115   0.000   0.231   0.511   0.004
2004-317  2004-11-12    2004  317  Fri  4     3.647   0.547   0.547   0.547   0.000   0.728   1.000   0.050   0.289   0.000   0.150   0.150   1.160   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  25.694  20.146   0.000   0.000   0.000   0.000   4.284   0.121   0.000   0.224   0.481   0.002
2004-318  2004-11-13    2004  318  Sat  5     4.427   0.664   0.664   0.664   0.000   0.723   1.000   0.050   0.311   0.000   0.150   0.150   1.169   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  27.493  19.482   0.000   0.000   0.000   0.000   4.949   0.130   0.000   0.216   0.455   0.001
2004-319  2004-11-14    2004  319  Sun  6     4.741   0.711   0.711   0.711   0.000   0.722   1.000   0.050   0.333   0.000   0.150   0.150   1.173   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  29.380  18.771   0.000   0.000   0.000   0.000   5.660   0.139   0.000   0.210   0.431   0.001
2004-320  2004-11-15    2004  320  Mon  7     4.804   0.721   0.721   0.721   0.000   0.721   1.000   0.050   0.356   0.000   0.150   0.150   1.178   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  43.432   0.000  31.322  18.050   0.000   0.000   0.000   0.000   6.380   0.147   0.000   0.205   0.410   0.001
2004-321  2004-11-16    2004  321  Tue  8     4.486   0.673   0.673   0.673   0.000   0.723   1.000   0.050   0.378   0.000   0.150   0.150   1.176   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  46.147   0.000  33.368  17.377   0.000   0.000   0.000   0.000   7.053   0.153   0.000   0.200   0.392   0.000
2004-322  2004-11-17    2004  322  Wed  9     2.838   0.426   0.426   0.426   0.000   0.733   1.000   0.050   0.400   0.000   0.150   0.150   1.153   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  35.814  16.952   0.000   0.000   0.000   0.000   7.479   0.153   0.000   0.196   0.379   0.000
2004-323  2004-11-18    2004  323  Thu  10    3.936   0.590   0.590   0.590   0.000   0.726   1.000   0.050   0.422   0.000   0.150   0.150   1.164   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  51.576   0.000  37.464  16.361   0.000   0.000   0.000   0.000   8.069   0.156   0.000   0.193   0.365   0.000
2004-324  2004-11-19    2004  324  Fri  11    3.977   0.597   0.597   0.597   0.000   0.726   1.000   0.050   0.444   0.000   0.150   0.150   1.167   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  54.290   0.000  39.422  15.765   0.000   0.000   0.000   0.000   8.666   0.160   0.000   0.189   0.353   0.000
2004-325  2004-11-20    2004  325  Sat  12    3.271   0.491   0.491   0.491   0.000   0.730   1.000   0.050   0.467   0.000   0.150   0.150   1.157   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  57.005   0.000  41.635  15.274   0.000   0.000   0.000   0.000   9.157   0.161   0.000   0.187   0.342   0.000
2004-326  2004-11-21    2004  326  Sun  13    2.938   0.441   0.441   0.441   0.000   0.732   1.000   0.050   0.489   0.000   0.150   0.150   1.153   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  59.719   0.000  43.737  14.833   0.000   0.000   0.000   0.000   9.597   0.161   0.000   0.184   0.334   0.000
2004-327  2004-11-22    2004  327  Mon  14    3.263   0.489   0.489   0.489   0.000   0.730   1.000   0.050   0.511   0.000   0.150   0.150   1.160   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  62.434   0.000  45.603  14.344   0.000   0.000   0.000   0.000  10.087   0.162   0.000   0.182   0.325   0.000
