************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:54
Simulation start date: 1996-10-29
Simulation end date: 1996-11-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1996 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1996-303  1996-10-29    1996  303  Tue  0     5.810   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.147   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  76.121   0.000   0.000   0.000   0.000  46.032   0.377   0.000   0.230   0.505   0.004
1996-304  1996-10-30    1996  304  Wed  1     4.956   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.119   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  76.121   0.000   0.000   0.000   0.000  46.032   0.377   0.000   0.230   0.505   0.004
1996-305  1996-10-31    1996  305  Thu  2     4.138   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.098   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  76.121   0.000   0.000   0.000   0.000  46.032   0.377   0.000   0.230   0.505   0.004
1996-306  1996-11-01    1996  306  Fri  3     3.655   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.086   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  76.121   0.000   0.000   0.000   0.000  46.032   0.377   0.000   0.230   0.505   0.004
1996-307  1996-11-02    1996  307  Sat  4     4.275   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.102   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  76.121   0.000   0.000   0.000   0.000  46.032   0.377   0.000   0.230   0.505   0.004
1996-308  1996-11-03    1996  308  Sun  5     4.646   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.117   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  76.121   0.000   0.000   0.000   0.000  46.032   0.377   0.000   0.230   0.505   0.004
1996-309  1996-11-04    1996  309  Mon  6     3.461   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.081   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  76.121   0.000   0.000   0.000   0.000  46.032   0.377   0.000   0.230   0.505   0.004
1996-310  1996-11-05    1996  310  Tue  7     4.754   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.122   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  76.121   0.000   0.000   0.000   0.000  46.032   0.377   0.000   0.230   0.505   0.004
1996-311  1996-11-06    1996  311  Wed  8     5.165   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.138   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  76.121   0.000   0.000   0.000   0.000  46.032   0.377   0.000   0.230   0.505   0.004
1996-312  1996-11-07    1996  312  Thu  9     5.017   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.150   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  76.121   0.000   0.000   0.000   0.000  46.032   0.377   0.000   0.230   0.505   0.004
1996-313  1996-11-08    1996  313  Fri  10    4.237   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.125   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  76.121   0.000   0.000   0.000   0.000  46.032   0.377   0.000   0.230   0.505   0.004
