************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:52
Simulation start date: 1990-10-29
Simulation end date: 1990-11-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1990 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1990-302  1990-10-29    1990  302  Mon  0     3.797   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.091   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  85.121   0.000   0.000   0.000   0.000  37.032   0.303   0.000   0.239   0.539   0.007
1990-303  1990-10-30    1990  303  Tue  1     3.720   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.091   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  85.121   0.000   0.000   0.000   0.000  37.032   0.303   0.000   0.239   0.539   0.007
1990-304  1990-10-31    1990  304  Wed  2     4.341   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.110   0.000   0.000   0.000   0.000   1.000   1.000  18.849   0.000   0.000   0.000   1.060   0.000   0.000 122.153   0.000  97.722  86.181   0.000   0.000   0.000   0.000  35.972   0.294   0.000   0.240   0.543   0.007
1990-305  1990-11-01    1990  305  Thu  3     3.936   0.330   0.330   0.000   0.330   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.101   0.084   0.084   0.084   0.076   1.000   1.000  19.179   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  85.851   0.000   0.000   0.000   0.000  36.302   0.297   0.000   0.240   0.542   0.007
1990-306  1990-11-02    1990  306  Fri  4     4.517   0.265   0.265   0.000   0.265   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.120   0.059   0.059   0.059   0.052   1.000   1.000  19.445   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  85.586   0.000   0.000   0.000   0.000  36.567   0.299   0.000   0.239   0.541   0.007
1990-307  1990-11-03    1990  307  Sat  5     4.868   0.183   0.183   0.000   0.183   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.125   0.038   0.038   0.038   0.033   1.000   1.000  19.628   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  85.403   0.000   0.000   0.000   0.000  36.750   0.301   0.000   0.239   0.540   0.007
1990-308  1990-11-04    1990  308  Sun  6     4.527   0.102   0.102   0.000   0.102   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.115   0.023   0.023   0.023   0.020   1.000   1.000  19.730   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  85.300   0.000   0.000   0.000   0.000  36.853   0.302   0.000   0.239   0.540   0.007
1990-309  1990-11-05    1990  309  Mon  7     4.016   0.057   0.057   0.000   0.057   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.097   0.014   0.014   0.014   0.013   1.000   1.000  19.787   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  85.244   0.000   0.000   0.000   0.000  36.909   0.302   0.000   0.239   0.539   0.007
1990-310  1990-11-06    1990  310  Tue  8     3.753   0.036   0.036   0.000   0.036   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.090   0.010   0.010   0.010   0.009   1.000   1.000  19.823   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  85.208   0.000   0.000   0.000   0.000  36.945   0.302   0.000   0.239   0.539   0.007
1990-311  1990-11-07    1990  311  Wed  9     4.248   0.029   0.029   0.000   0.029   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.114   0.007   0.007   0.007   0.006   1.000   1.000  19.852   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  85.178   0.000   0.000   0.000   0.000  36.975   0.303   0.000   0.239   0.539   0.007
1990-312  1990-11-08    1990  312  Thu  10    4.841   0.022   0.022   0.000   0.022   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.128   0.005   0.005   0.005   0.004   1.000   1.000  19.875   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  85.156   0.000   0.000   0.000   0.000  36.997   0.303   0.000   0.239   0.539   0.007
