************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:57
Simulation start date: 2011-11-08
Simulation end date: 2012-03-12
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2011 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2011-312  2011-11-08    2011  312  Tue  0     3.962   0.594   0.594   0.594   0.000   0.726   1.000   0.050   0.200   0.000   0.150   0.150   1.158   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  24.431   0.000  17.742  14.630   0.000   0.000   0.000   0.000   9.801   0.401   0.000   0.227   0.494   0.003
2011-313  2011-11-09    2011  313  Wed  1     4.206   0.631   0.631   0.631   0.000   0.725   1.000   0.050   0.222   0.000   0.150   0.150   1.166   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  27.145   0.000  19.674  13.999   0.000   0.000   0.000   0.000  10.432   0.384   0.000   0.217   0.456   0.001
2011-314  2011-11-10    2011  314  Thu  2     4.038   0.606   0.606   0.606   0.000   0.726   1.000   0.050   0.244   0.000   0.150   0.150   1.165   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  29.860   0.000  21.671  13.393   0.000   0.000   0.000   0.000  11.037   0.370   0.000   0.209   0.425   0.001
2011-315  2011-11-11    2011  315  Fri  3     4.209   0.631   0.631   0.631   0.000   0.725   1.000   0.050   0.267   0.000   0.150   0.150   1.165   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  23.608  12.762   0.000   0.000   0.000   0.000  11.669   0.358   0.000   0.202   0.399   0.000
2011-316  2011-11-12    2011  316  Sat  4     4.228   0.634   0.634   0.634   0.000   0.725   1.000   0.050   0.289   0.000   0.150   0.150   1.166   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  25.571  12.128   0.000   0.000   0.000   0.000  12.303   0.349   0.000   0.196   0.377   0.000
2011-317  2011-11-13    2011  317  Sun  5     3.839   0.576   0.576   0.576   0.000   0.727   1.000   0.050   0.311   0.000   0.150   0.150   1.159   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  27.627  11.552   0.000   0.000   0.000   0.000  12.879   0.339   0.000   0.191   0.359   0.000
2011-318  2011-11-14    2011  318  Mon  6     3.559   0.534   0.534   0.534   0.000   0.729   1.000   0.050   0.333   0.000   0.150   0.150   1.157   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  29.669  11.018   0.000   0.000   0.000   0.000  13.413   0.329   0.000   0.187   0.344   0.000
2011-319  2011-11-15    2011  319  Tue  7     4.152   0.623   0.623   0.623   0.000   0.725   1.000   0.050   0.356   0.000   0.150   0.150   1.166   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  43.432   0.000  31.492  10.395   0.000   0.000   0.000   0.000  14.035   0.323   0.000   0.183   0.329   0.000
2011-320  2011-11-16    2011  320  Wed  8     4.845   0.727   0.727   0.727   0.000   0.721   1.000   0.050   0.378   0.000   0.150   0.150   1.177   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  46.147   0.000  33.269   9.668   0.000   0.000   0.000   0.000  14.762   0.320   0.000   0.179   0.316   0.000
2011-321  2011-11-17    2011  321  Thu  9     4.536   0.680   0.680   0.680   0.000   0.723   1.000   0.050   0.400   0.000   0.150   0.150   1.170   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  35.316   8.988   0.000   0.000   0.000   0.000  15.443   0.316   0.000   0.176   0.304   0.000
