************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:59
Simulation start date: 2013-10-29
Simulation end date: 2013-11-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2013 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2013-302  2013-10-29    2013  302  Tue  0     4.901   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.114   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  96.121   0.000   0.000   0.000   0.000  26.032   0.213   0.000   0.250   0.580   0.014
2013-303  2013-10-30    2013  303  Wed  1     3.839   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.081   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  96.121   0.000   0.000   0.000   0.000  26.032   0.213   0.000   0.250   0.580   0.014
2013-304  2013-10-31    2013  304  Thu  2     3.523   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.098   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  96.121   0.000   0.000   0.000   0.000  26.032   0.213   0.000   0.250   0.580   0.014
2013-305  2013-11-01    2013  305  Fri  3     3.420   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.093   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  96.121   0.000   0.000   0.000   0.000  26.032   0.213   0.000   0.250   0.580   0.014
2013-306  2013-11-02    2013  306  Sat  4     4.307   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.122   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  96.121   0.000   0.000   0.000   0.000  26.032   0.213   0.000   0.250   0.580   0.014
2013-307  2013-11-03    2013  307  Sun  5     4.839   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.134   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  96.121   0.000   0.000   0.000   0.000  26.032   0.213   0.000   0.250   0.580   0.014
2013-308  2013-11-04    2013  308  Mon  6     4.295   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.117   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  96.121   0.000   0.000   0.000   0.000  26.032   0.213   0.000   0.250   0.580   0.014
2013-309  2013-11-05    2013  309  Tue  7     2.994   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.081   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  96.121   0.000   0.000   0.000   0.000  26.032   0.213   0.000   0.250   0.580   0.014
2013-310  2013-11-06    2013  310  Wed  8     3.051   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.094   0.000   0.000   0.000   0.000   1.000   1.000  19.906   0.000   0.000   0.000   0.004   0.000   0.000 122.153   0.000  97.722  96.125   0.000   0.000   0.000   0.000  26.028   0.213   0.000   0.250   0.580   0.014
2013-311  2013-11-07    2013  311  Thu  9     2.728   0.001   0.001   0.000   0.001   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.104   0.000   0.000   0.000   0.000   1.000   1.000  19.897   0.000   0.000   0.000   0.009   0.000   0.000 122.153   0.000  97.722  96.133   0.000   0.000   0.000   0.000  26.020   0.213   0.000   0.250   0.580   0.014
2013-312  2013-11-08    2013  312  Fri  10    2.815   0.003   0.003   0.000   0.003   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.085   0.001   0.001   0.001   0.001   1.000   1.000  19.893   0.000   0.000   0.000   0.006   0.000   0.000 122.153   0.000  97.722  96.137   0.000   0.000   0.000   0.000  26.016   0.213   0.000   0.250   0.580   0.014
