************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:56
Simulation start date: 2010-07-01
Simulation end date: 2010-10-29
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2010 Rice -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2010-182  2010-07-01    2010  182  Thu  0     6.463   0.969   0.629   0.629   0.000   0.361   0.648   0.050   0.200   0.000   0.150   0.150   1.165   0.150   0.097   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  24.431  17.202  26.155   0.000   0.000   0.000   0.000  17.202  24.431   1.000   1.000   0.154   0.220   0.000
2010-183  2010-07-02    2010  183  Fri  1     6.188   0.928   0.120   0.120   0.000   0.363   0.129   0.050   0.205   0.000   0.150   0.150   1.165   0.150   0.019   0.000   0.000   1.000   1.000   0.000   0.000  41.632   0.000   0.000   0.000   5.787  25.082  17.660  26.976  41.512   0.000  16.430  25.082   1.230   0.000   0.000   0.070   0.356   0.978   5.787
2010-184  2010-07-03    2010  184  Sat  2     6.920   8.088   8.088   1.038   7.050   0.100   1.000   0.050   0.211   0.000   0.150   0.150   1.169   1.169   1.169   1.019   1.000   1.000   1.000   7.050   0.000   0.000   0.000   0.000   0.000   0.098  25.734  18.119   7.627  27.637   0.000   1.903  25.734  16.216   0.000   0.000   0.895   0.285   0.711   0.098
2010-185  2010-07-04    2010  185  Sun  3     4.980   5.844   5.809   0.712   5.097   0.166   0.953   0.050   0.216   0.000   0.150   0.150   1.173   1.173   1.166   1.023   1.000   1.000   1.000   0.000   0.098  16.216   0.000   0.000   0.000   0.986  26.385  18.578  13.001  37.945   0.000  11.560  26.385   7.017   0.000   0.000   0.378   0.330   0.878   0.986
2010-186  2010-07-05    2010  186  Mon  4     2.985   3.493   3.493   0.448   3.045   0.260   1.000   0.050   0.221   0.000   0.150   0.150   1.170   1.170   1.170   1.020   1.000   1.000   1.000   0.000   0.986   0.000   0.000  85.173   0.000  19.036  27.037  19.036  20.857 118.640  72.567  19.036  27.037   0.000   0.000   0.000   0.000   0.690   1.000  32.081
2010-187  2010-07-06    2010  187  Tue  5     2.437   2.866   2.866   0.366   2.500   0.285   1.000   0.050   0.227   0.000   0.150   0.150   1.176   1.176   1.176   1.026   1.000   1.000   1.000   0.000  32.081   0.000   0.000  65.673   0.000  19.495  27.688  19.495  23.417 162.410 115.227  19.495  27.688   0.000   0.000   0.000   0.000   0.870   1.000  32.081
2010-188  2010-07-07    2010  188  Wed  6     4.380   5.101   5.101   0.657   4.444   0.196   1.000   0.050   0.232   0.000   0.150   0.150   1.165   1.165   1.165   1.015   1.000   1.000   1.000   4.444  17.655   0.000   0.000  17.655   0.000  19.954  28.339  19.954  16.459 155.468 107.175  19.954  28.339   0.000   0.000   0.000   0.000   0.824   1.000  32.081
2010-189  2010-07-08    2010  189  Thu  7     5.430   6.240   6.240   0.814   5.426   0.150   1.000   0.050   0.237   0.000   0.150   0.150   1.149   1.149   1.149   0.999   1.000   1.000   1.000   9.870   0.000   0.000   0.000   0.000   0.000  20.413  28.991  20.413  12.922 129.274  79.871  20.413  28.991   0.000   0.000   0.000   0.000   0.699   1.000  32.081
2010-190  2010-07-09    2010  190  Fri  8     5.894   6.823   6.823   0.884   5.939   0.127   1.000   0.050   0.243   0.000   0.150   0.150   1.158   1.158   1.158   1.008   1.000   1.000   1.000  15.809   0.000   0.000   0.000   0.000   0.000  20.871  29.642  20.871  11.164 102.038  51.525  20.871  29.642   0.000   0.000   0.000   0.000   0.574   1.000  32.081
2010-191  2010-07-10    2010  191  Sat  9     6.909   8.114   8.114   1.036   7.077   0.100   1.000   0.050   0.248   0.000   0.150   0.150   1.174   1.174   1.174   1.024   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000  21.330  30.294  21.330   8.979  73.053  21.429  21.330  30.294   0.000   0.000   0.000   0.000   0.448   1.000  32.081
2010-192  2010-07-11    2010  192  Sun  10    5.766   6.712   6.712   0.865   5.847   0.132   1.000   0.050   0.253   0.000   0.150   0.150   1.164   1.164   1.164   1.014   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   1.100  30.945  21.789  12.063  45.011   0.000  14.066  30.945   7.723   0.000   0.000   0.354   0.332   0.886   1.100
