************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:56
Simulation start date: 2006-10-29
Simulation end date: 2006-11-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2006 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2006-302  2006-10-29    2006  302  Sun  0     3.910   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.092   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  73.121   0.000   0.000   0.000   0.000  49.032   0.401   0.000   0.227   0.494   0.003
2006-303  2006-10-30    2006  303  Mon  1     4.014   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.102   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  73.121   0.000   0.000   0.000   0.000  49.032   0.401   0.000   0.227   0.494   0.003
2006-304  2006-10-31    2006  304  Tue  2     3.717   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.089   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  73.121   0.000   0.000   0.000   0.000  49.032   0.401   0.000   0.227   0.494   0.003
2006-305  2006-11-01    2006  305  Wed  3     3.603   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.083   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  73.121   0.000   0.000   0.000   0.000  49.032   0.401   0.000   0.227   0.494   0.003
2006-306  2006-11-02    2006  306  Thu  4     3.325   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.078   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  73.121   0.000   0.000   0.000   0.000  49.032   0.401   0.000   0.227   0.494   0.003
2006-307  2006-11-03    2006  307  Fri  5     3.688   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.093   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  73.121   0.000   0.000   0.000   0.000  49.032   0.401   0.000   0.227   0.494   0.003
2006-308  2006-11-04    2006  308  Sat  6     4.317   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.118   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  73.121   0.000   0.000   0.000   0.000  49.032   0.401   0.000   0.227   0.494   0.003
2006-309  2006-11-05    2006  309  Sun  7     4.468   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.124   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  73.121   0.000   0.000   0.000   0.000  49.032   0.401   0.000   0.227   0.494   0.003
2006-310  2006-11-06    2006  310  Mon  8     3.597   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.091   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  73.121   0.000   0.000   0.000   0.000  49.032   0.401   0.000   0.227   0.494   0.003
2006-311  2006-11-07    2006  311  Tue  9     3.382   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.084   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  73.121   0.000   0.000   0.000   0.000  49.032   0.401   0.000   0.227   0.494   0.003
2006-312  2006-11-08    2006  312  Wed  10    3.639   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.092   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  73.121   0.000   0.000   0.000   0.000  49.032   0.401   0.000   0.227   0.494   0.003
