************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:56
Simulation start date: 2009-10-29
Simulation end date: 2009-11-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2009 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2009-302  2009-10-29    2009  302  Thu  0     5.834   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.147   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  65.121   0.000   0.000   0.000   0.000  57.032   0.467   0.000   0.219   0.464   0.002
2009-303  2009-10-30    2009  303  Fri  1     6.388   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.153   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  65.121   0.000   0.000   0.000   0.000  57.032   0.467   0.000   0.219   0.464   0.002
2009-304  2009-10-31    2009  304  Sat  2     4.629   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.108   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  65.121   0.000   0.000   0.000   0.000  57.032   0.467   0.000   0.219   0.464   0.002
2009-305  2009-11-01    2009  305  Sun  3     4.159   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.102   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  65.121   0.000   0.000   0.000   0.000  57.032   0.467   0.000   0.219   0.464   0.002
2009-306  2009-11-02    2009  306  Mon  4     3.989   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.102   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  65.121   0.000   0.000   0.000   0.000  57.032   0.467   0.000   0.219   0.464   0.002
2009-307  2009-11-03    2009  307  Tue  5     3.272   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.082   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  65.121   0.000   0.000   0.000   0.000  57.032   0.467   0.000   0.219   0.464   0.002
2009-308  2009-11-04    2009  308  Wed  6     3.418   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.081   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  65.121   0.000   0.000   0.000   0.000  57.032   0.467   0.000   0.219   0.464   0.002
2009-309  2009-11-05    2009  309  Thu  7     3.509   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.085   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  65.121   0.000   0.000   0.000   0.000  57.032   0.467   0.000   0.219   0.464   0.002
2009-310  2009-11-06    2009  310  Fri  8     3.319   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.082   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  65.121   0.000   0.000   0.000   0.000  57.032   0.467   0.000   0.219   0.464   0.002
2009-311  2009-11-07    2009  311  Sat  9     3.101   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.075   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  65.121   0.000   0.000   0.000   0.000  57.032   0.467   0.000   0.219   0.464   0.002
2009-312  2009-11-08    2009  312  Sun  10    3.637   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.094   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  65.121   0.000   0.000   0.000   0.000  57.032   0.467   0.000   0.219   0.464   0.002
