************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:02:56
Simulation start date: 2010-10-29
Simulation end date: 2010-11-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2010 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2010-302  2010-10-29    2010  302  Fri  0     3.553   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.084   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  72.121   0.000   0.000   0.000   0.000  50.032   0.410   0.000   0.226   0.490   0.003
2010-303  2010-10-30    2010  303  Sat  1     3.792   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.097   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  72.121   0.000   0.000   0.000   0.000  50.032   0.410   0.000   0.226   0.490   0.003
2010-304  2010-10-31    2010  304  Sun  2     4.047   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.101   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  72.121   0.000   0.000   0.000   0.000  50.032   0.410   0.000   0.226   0.490   0.003
2010-305  2010-11-01    2010  305  Mon  3     3.846   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.095   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  72.121   0.000   0.000   0.000   0.000  50.032   0.410   0.000   0.226   0.490   0.003
2010-306  2010-11-02    2010  306  Tue  4     3.929   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.099   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  72.121   0.000   0.000   0.000   0.000  50.032   0.410   0.000   0.226   0.490   0.003
2010-307  2010-11-03    2010  307  Wed  5     3.964   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.103   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  72.121   0.000   0.000   0.000   0.000  50.032   0.410   0.000   0.226   0.490   0.003
2010-308  2010-11-04    2010  308  Thu  6     3.670   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.091   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  72.121   0.000   0.000   0.000   0.000  50.032   0.410   0.000   0.226   0.490   0.003
2010-309  2010-11-05    2010  309  Fri  7     3.679   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.094   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  72.121   0.000   0.000   0.000   0.000  50.032   0.410   0.000   0.226   0.490   0.003
2010-310  2010-11-06    2010  310  Sat  8     3.622   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.091   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  72.121   0.000   0.000   0.000   0.000  50.032   0.410   0.000   0.226   0.490   0.003
2010-311  2010-11-07    2010  311  Sun  9     3.451   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.081   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  72.121   0.000   0.000   0.000   0.000  50.032   0.410   0.000   0.226   0.490   0.003
2010-312  2010-11-08    2010  312  Mon  10    3.450   0.000   0.000   0.000   0.000   0.800   1.000   1.000   1.000   0.000   0.000   0.000   1.083   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000 122.153   0.000  97.722  72.121   0.000   0.000   0.000   0.000  50.032   0.410   0.000   0.226   0.490   0.003
