************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:18
Simulation start date: 1999-11-08
Simulation end date: 2000-03-12
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1999 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1999-312  1999-11-08    1999  312  Mon  0     4.570   0.685   0.685   0.685   0.000   0.723   1.000   0.050   0.200   0.000   0.150   0.150   1.174   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  24.431   0.000  17.653  16.339   0.000   0.000   0.000   0.000   8.092   0.331   0.000   0.236   0.526   0.006
1999-313  1999-11-09    1999  313  Tue  1     4.663   0.699   0.699   0.699   0.000   0.722   1.000   0.050   0.222   0.000   0.150   0.150   1.176   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  27.145   0.000  19.599  15.639   0.000   0.000   0.000   0.000   8.791   0.324   0.000   0.224   0.484   0.003
1999-314  1999-11-10    1999  314  Wed  2     5.078   0.762   0.762   0.762   0.000   0.720   1.000   0.050   0.244   0.000   0.150   0.150   1.183   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  29.860   0.000  21.485  14.878   0.000   0.000   0.000   0.000   9.553   0.320   0.000   0.215   0.448   0.001
1999-315  1999-11-11    1999  315  Thu  3     4.681   0.702   0.702   0.702   0.000   0.722   1.000   0.050   0.267   0.000   0.150   0.150   1.171   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  23.516  14.176   0.000   0.000   0.000   0.000  10.255   0.315   0.000   0.207   0.419   0.001
1999-316  1999-11-12    1999  316  Fri  4     4.434   0.665   0.665   0.665   0.000   0.723   1.000   0.050   0.289   0.000   0.150   0.150   1.173   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  25.528  13.510   0.000   0.000   0.000   0.000  10.920   0.309   0.000   0.201   0.395   0.000
1999-317  1999-11-13    1999  317  Sat  5     6.160   0.924   0.924   0.924   0.000   0.713   1.000   0.050   0.311   0.000   0.150   0.150   1.188   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  27.098  12.586   0.000   0.000   0.000   0.000  11.844   0.312   0.000   0.194   0.371   0.000
1999-318  1999-11-14    1999  318  Sun  6     6.315   0.947   0.947   0.947   0.000   0.712   1.000   0.050   0.333   0.000   0.150   0.150   1.196   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  28.996  11.639   0.000   0.000   0.000   0.000  12.791   0.314   0.000   0.189   0.351   0.000
1999-319  1999-11-15    1999  319  Mon  7     5.074   0.761   0.761   0.761   0.000   0.720   1.000   0.050   0.356   0.000   0.150   0.150   1.174   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  43.432   0.000  31.252  10.878   0.000   0.000   0.000   0.000  13.552   0.312   0.000   0.184   0.334   0.000
1999-320  1999-11-16    1999  320  Tue  8     4.730   0.709   0.709   0.709   0.000   0.722   1.000   0.050   0.378   0.000   0.150   0.150   1.183   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  46.147   0.000  33.300  10.169   0.000   0.000   0.000   0.000  14.262   0.309   0.000   0.181   0.321   0.000
1999-321  1999-11-17    1999  321  Wed  9     4.541   0.681   0.681   0.681   0.000   0.723   1.000   0.050   0.400   0.000   0.150   0.150   1.191   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  35.315   9.487   0.000   0.000   0.000   0.000  14.943   0.306   0.000   0.178   0.309   0.000
