************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:19
Simulation start date: 2011-07-01
Simulation end date: 2011-10-29
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2011 Rice -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2011-182  2011-07-01    2011  182  Fri  0     4.186   4.840   4.840   0.628   4.212   0.206   1.000   0.050   0.500   0.000   0.150   0.150   1.156   1.156   1.156   1.006   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.157  61.077  43.004  37.362  92.155   0.000  31.078  61.077  11.926   0.000   0.000   0.277   0.338   0.911   0.157
2011-183  2011-07-02    2011  183  Sat  1     6.039   7.030   7.030   0.906   6.124   0.119   1.000   0.050   0.500   0.000   0.150   0.150   1.164   1.164   1.164   1.014   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.071  61.077  43.004  21.507  84.969   0.000  23.892  61.077  19.112   0.000   0.000   0.444   0.324   0.857   0.071
2011-184  2011-07-03    2011  184  Sun  2     6.832   7.949   7.944   1.020   6.924   0.100   0.995   0.050   0.500   0.000   0.150   0.150   1.164   1.164   1.163   1.014   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.031  61.077  43.004  18.102  76.954   0.000  15.877  61.077  27.127   0.000   0.000   0.631   0.308   0.797   0.031
2011-185  2011-07-04    2011  185  Mon  3     6.918   8.067   8.016   0.987   7.029   0.100   0.951   0.050   0.500   0.000   0.150   0.150   1.166   1.166   1.159   1.016   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.014  61.077  43.004  18.102  68.907   0.000   7.830  61.077  35.174   0.000   0.000   0.818   0.292   0.736   0.014
2011-186  2011-07-05    2011  186  Tue  4     6.519   7.572   7.475   0.880   6.595   0.100   0.900   0.050   0.500   0.000   0.150   0.150   1.162   1.162   1.147   1.012   1.000   1.000   1.000   0.000   0.014  35.174   0.000   0.000   0.000   0.273  61.077  43.004  18.102  96.592   0.000  35.515  61.077   7.489   0.000   0.000   0.174   0.347   0.944   0.273
2011-187  2011-07-06    2011  187  Wed  5     5.415   6.353   6.353   0.812   5.541   0.146   1.000   0.050   0.500   0.000   0.150   0.150   1.173   1.173   1.173   1.023   1.000   1.000   1.000   5.541   0.000   0.000   0.000   0.000   0.000   0.122  61.077  43.004  26.406  89.965   0.000  28.889  61.077  14.115   0.000   0.000   0.328   0.334   0.894   0.122
2011-188  2011-07-07    2011  188  Thu  6     5.038   5.918   5.918   0.756   5.163   0.163   1.000   0.050   0.500   0.000   0.150   0.150   1.175   1.175   1.175   1.025   1.000   1.000   1.000  10.704   0.000   0.000   0.000   0.000   0.000   0.064  61.077  43.004  29.555  83.925   0.000  22.849  61.077  20.155   0.000   0.000   0.469   0.322   0.849   0.064
2011-189  2011-07-08    2011  189  Fri  7     2.604   3.036   3.036   0.391   2.646   0.279   1.000   0.050   0.500   0.000   0.150   0.150   1.166   1.166   1.166   1.016   1.000   1.000   1.000   0.000   0.064   0.000   0.000  18.598   0.000   0.418  61.077  43.004  50.424  99.423   0.000  38.347  61.077   4.657   0.000   0.000   0.108   0.353   0.965   0.418
2011-190  2011-07-09    2011  190  Sat  8     4.173   4.823   4.823   0.626   4.197   0.207   1.000   0.050   0.500   0.000   0.150   0.150   1.156   1.156   1.156   1.006   1.000   1.000   1.000   0.000   0.418   0.000   0.000  17.282   0.000   3.141  61.077  43.004  37.486 111.464   7.384  43.004  61.077   0.000   0.000   0.000   0.000   0.377   1.000   3.141
2011-191  2011-07-10    2011  191  Sun  9     4.758   5.521   5.521   0.714   4.808   0.179   1.000   0.050   0.500   0.000   0.150   0.150   1.161   1.161   1.161   1.011   1.000   1.000   1.000   0.000   3.141   0.000   0.000  10.609   0.000   3.141  61.077  43.004  32.430 113.411   9.331  43.004  61.077   0.000   0.000   0.000   0.000   0.381   1.000   3.141
2011-192  2011-07-11    2011  192  Mon  10    5.515   6.359   6.359   0.827   5.532   0.146   1.000   0.050   0.500   0.000   0.150   0.150   1.153   1.153   1.153   1.003   1.000   1.000   1.000   5.532   0.000   0.000   0.000   0.000   0.000   1.561  61.077  43.004  26.365 103.911   0.000  42.835  61.077   0.169   0.000   0.000   0.004   0.362   0.999   1.561
2011-193  2011-07-12    2011  193  Tue  11    5.690   6.576   6.576   0.853   5.723   0.137   1.000   0.050   0.500   0.000   0.150   0.150   1.156   1.156   1.156   1.006   1.000   1.000   1.000  11.254   0.000   0.000   0.000   0.000   0.000   0.245  61.077  43.004  24.789  95.774   0.000  34.697  61.077   8.307   0.000   0.000   0.193   0.345   0.938   0.245
2011-194  2011-07-13    2011  194  Wed  12    5.661   6.605   6.605   0.849   5.756   0.136   1.000   0.050   0.500   0.000   0.150   0.150   1.167   1.167   1.167   1.017   1.000   1.000   1.000  17.010   0.000   0.000   0.000   0.000   0.000   0.109  61.077  43.004  24.583  88.924   0.000  27.847  61.077  15.157   0.000   0.000   0.352   0.332   0.886   0.109
2011-195  2011-07-14    2011  195  Thu  13    4.595   5.389   5.389   0.689   4.700   0.184   1.000   0.050   0.500   0.000   0.150   0.150   1.173   1.173   1.173   1.023   1.000   1.000   1.000   4.700   0.078   0.000   0.000  17.089   0.000   0.506  61.077  43.004  33.387 100.515   0.000  39.438  61.077   3.566   0.000   0.000   0.083   0.355   0.973   0.506
2011-196  2011-07-15    2011  196  Fri  14    2.439   2.859   2.859   0.366   2.493   0.286   1.000   0.050   0.500   0.000   0.150   0.150   1.172   1.172   1.172   1.022   1.000   1.000   1.000   0.000   0.506   0.000   0.000   9.093   0.000   3.141  61.077  43.004  51.708 106.242   2.162  43.004  61.077   0.000   0.000   0.000   0.000   0.366   1.000   3.141
