************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:22
Simulation start date: 2017-07-01
Simulation end date: 2017-10-29
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2017 Rice -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2017-182  2017-07-01    2017  182  Sat  0     4.638   5.353   5.353   0.696   4.657   0.186   1.000   0.050   0.500   0.000   0.150   0.150   1.154   1.154   1.154   1.004   1.000   1.000   1.000  17.767   0.000   0.000   0.000   6.799   0.000   3.141  61.077  43.004  33.648 201.014  96.933  43.004  61.077   0.000   0.000   0.000   0.000   0.556   1.000   3.141
2017-183  2017-07-02    2017  183  Sun  1     3.774   4.412   4.412   0.566   3.846   0.224   1.000   0.050   0.500   0.000   0.150   0.150   1.169   1.169   1.169   1.019   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  40.459 193.461  89.380  43.004  61.077   0.000   0.000   0.000   0.000   0.541   1.000   3.141
2017-184  2017-07-03    2017  184  Mon  2     4.892   5.632   5.632   0.734   4.899   0.175   1.000   0.050   0.500   0.000   0.150   0.150   1.151   1.151   1.151   1.001   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  31.625 184.687  80.607  43.004  61.077   0.000   0.000   0.000   0.000   0.523   1.000   3.141
2017-185  2017-07-04    2017  185  Tue  3     5.738   6.687   6.687   0.861   5.827   0.133   1.000   0.050   0.500   0.000   0.150   0.150   1.165   1.165   1.165   1.015   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  23.986 174.859  70.778  43.004  61.077   0.000   0.000   0.000   0.000   0.504   1.000   3.141
2017-186  2017-07-05    2017  186  Wed  4     6.261   7.332   7.332   0.939   6.393   0.107   1.000   0.050   0.500   0.000   0.150   0.150   1.171   1.171   1.171   1.021   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  19.321 164.386  60.306  43.004  61.077   0.000   0.000   0.000   0.000   0.483   1.000   3.141
2017-187  2017-07-06    2017  187  Thu  5     4.907   5.731   5.731   0.736   4.994   0.171   1.000   0.050   0.500   0.000   0.150   0.150   1.168   1.168   1.168   1.018   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  30.914 155.515  51.434  43.004  61.077   0.000   0.000   0.000   0.000   0.465   1.000   3.141
2017-188  2017-07-07    2017  188  Fri  6     4.781   5.531   5.531   0.717   4.813   0.179   1.000   0.050   0.500   0.000   0.150   0.150   1.157   1.157   1.157   1.007   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  32.362 146.843  42.763  43.004  61.077   0.000   0.000   0.000   0.000   0.448   1.000   3.141
2017-189  2017-07-08    2017  189  Sat  7     5.694   6.587   6.587   0.854   5.733   0.137   1.000   0.050   0.500   0.000   0.150   0.150   1.157   1.157   1.157   1.007   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  24.712 137.115  33.035  43.004  61.077   0.000   0.000   0.000   0.000   0.428   1.000   3.141
2017-190  2017-07-09    2017  190  Sun  8     5.862   6.806   6.806   0.879   5.926   0.128   1.000   0.050   0.500   0.000   0.150   0.150   1.161   1.161   1.161   1.011   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  23.129 127.168  23.088  43.004  61.077   0.000   0.000   0.000   0.000   0.408   1.000   3.141
2017-191  2017-07-10    2017  191  Mon  9     6.596   7.736   7.736   0.989   6.747   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.173   1.173   1.173   1.023   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 116.291  12.211  43.004  61.077   0.000   0.000   0.000   0.000   0.386   1.000   3.141
