************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:15
Simulation start date: 1996-11-08
Simulation end date: 1997-03-13
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1996 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1996-313  1996-11-08    1996  313  Fri  0     4.237   0.635   0.635   0.635   0.000   0.725   1.000   0.050   0.200   0.000   0.150   0.150   1.169   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  24.431   0.000  17.702  14.389   0.000   0.000   0.000   0.000  10.042   0.411   0.000   0.226   0.489   0.003
1996-314  1996-11-09    1996  314  Sat  1     4.843   0.726   0.726   0.726   0.000   0.721   1.000   0.050   0.222   0.000   0.150   0.150   1.179   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  27.145   0.000  19.570  13.662   0.000   0.000   0.000   0.000  10.768   0.397   0.000   0.215   0.450   0.001
1996-315  1996-11-10    1996  315  Sun  2     4.890   0.734   0.734   0.734   0.000   0.721   1.000   0.050   0.244   0.000   0.150   0.150   1.180   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  29.860   0.000  21.519  12.929   0.000   0.000   0.000   0.000  11.502   0.385   0.000   0.207   0.418   0.001
1996-316  1996-11-11    1996  316  Mon  3     3.933   0.590   0.590   0.590   0.000   0.726   1.000   0.050   0.267   0.000   0.150   0.150   1.167   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  23.662  12.339   0.000   0.000   0.000   0.000  12.092   0.371   0.000   0.200   0.393   0.000
1996-317  1996-11-12    1996  317  Tue  4     3.670   0.550   0.550   0.550   0.000   0.728   1.000   0.050   0.289   0.000   0.150   0.150   1.159   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  25.689  11.788   0.000   0.000   0.000   0.000  12.642   0.358   0.000   0.195   0.373   0.000
1996-318  1996-11-13    1996  318  Wed  5     4.053   0.608   0.608   0.608   0.000   0.726   1.000   0.050   0.311   0.000   0.150   0.150   1.164   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  27.578  11.180   0.000   0.000   0.000   0.000  13.250   0.349   0.000   0.190   0.354   0.000
1996-319  1996-11-14    1996  319  Thu  6     4.343   0.651   0.651   0.651   0.000   0.724   1.000   0.050   0.333   0.000   0.150   0.150   1.174   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  29.477  10.529   0.000   0.000   0.000   0.000  13.902   0.341   0.000   0.185   0.338   0.000
1996-320  1996-11-15    1996  320  Fri  7     5.015   0.752   0.752   0.752   0.000   0.720   1.000   0.050   0.356   0.000   0.150   0.150   1.190   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  43.432   0.000  31.267   9.777   0.000   0.000   0.000   0.000  14.654   0.337   0.000   0.181   0.323   0.000
1996-321  1996-11-16    1996  321  Sat  8     5.647   0.847   0.847   0.847   0.000   0.716   1.000   0.050   0.378   0.000   0.150   0.150   1.219   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  46.147   0.000  33.047   8.930   0.000   0.000   0.000   0.000  15.501   0.336   0.000   0.178   0.308   0.000
1996-322  1996-11-17    1996  322  Sun  9     4.651   0.698   0.698   0.698   0.000   0.722   1.000   0.050   0.400   0.000   0.150   0.150   1.205   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  35.282   8.232   0.000   0.000   0.000   0.000  16.198   0.332   0.000   0.174   0.297   0.000
1996-323  1996-11-18    1996  323  Mon  10    3.133   0.470   0.470   0.470   0.000   0.731   1.000   0.050   0.422   0.000   0.150   0.150   1.169   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  51.576   0.000  37.712   7.762   0.000   0.000   0.000   0.000  16.668   0.323   0.000   0.172   0.289   0.000
1996-324  1996-11-19    1996  324  Tue  11    4.328   0.649   0.649   0.649   0.000   0.724   1.000   0.050   0.444   0.000   0.150   0.150   1.183   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  54.290   0.000  39.308   7.113   0.000   0.000   0.000   0.000  17.318   0.319   0.000   0.170   0.280   0.000
1996-325  1996-11-20    1996  325  Wed  12    3.215   0.482   0.482   0.482   0.000   0.731   1.000   0.050   0.467   0.000   0.150   0.150   1.164   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  57.005   0.000  41.654   6.631   0.000   0.000   0.000   0.000  17.800   0.312   0.000   0.168   0.273   0.000
1996-326  1996-11-21    1996  326  Thu  13    2.749   0.412   0.412   0.412   0.000   0.734   1.000   0.050   0.489   0.000   0.150   0.150   1.155   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  59.719   0.000  43.804   6.218   0.000   0.000   0.000   0.000  18.212   0.305   0.000   0.167   0.267   0.000
1996-327  1996-11-22    1996  327  Fri  14    3.164   0.475   0.475   0.475   0.000   0.731   1.000   0.050   0.511   0.000   0.150   0.150   1.173   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  62.434   0.000  45.640   5.744   0.000   0.000   0.000   0.000  18.687   0.299   0.000   0.165   0.262   0.000
1996-328  1996-11-23    1996  328  Sat  15    3.323   0.498   0.498   0.498   0.000   0.730   1.000   0.050   0.533   0.000   0.150   0.150   1.177   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  65.148   0.000  47.562   5.245   0.000   0.000   0.000   0.000  19.185   0.294   0.000   0.164   0.257   0.000
1996-329  1996-11-24    1996  329  Sun  16    3.912   0.709   0.709   0.709   0.000   0.722   1.000   0.084   0.556   0.026   0.181   0.181   1.193   0.181   0.181   0.000   0.000   1.000   0.974  19.909   0.000   0.000   0.000   0.000   0.000   0.000  67.863   0.000  48.973   4.537   0.000   0.000   0.000   0.000  19.894   0.293   0.000   0.162   0.250   0.000
1996-330  1996-11-25    1996  330  Mon  17    3.846   0.818   0.818   0.818   0.000   0.717   1.000   0.119   0.578   0.051   0.213   0.213   1.196   0.213   0.213   0.000   0.000   1.000   0.949  19.909   0.000   0.000   0.000   0.000   0.000   0.000  70.577   0.000  50.625   3.719   0.000   0.000   0.000   0.000  20.712   0.293   0.000   0.160   0.244   0.000
