************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:15
Simulation start date: 1995-11-08
Simulation end date: 1996-03-12
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1995 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1995-312  1995-11-08    1995  312  Wed  0     3.213   0.482   0.482   0.482   0.000   0.731   1.000   0.050   0.200   0.000   0.150   0.150   1.150   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  24.431   0.000  17.852  21.542   0.000   0.000   0.000   0.000   2.888   0.118   0.000   0.262   0.624   0.027
1995-313  1995-11-09    1995  313  Thu  1     3.636   0.545   0.545   0.545   0.000   0.728   1.000   0.050   0.222   0.000   0.150   0.150   1.156   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  27.145   0.000  19.767  20.997   0.000   0.000   0.000   0.000   3.434   0.126   0.000   0.248   0.574   0.012
1995-314  1995-11-10    1995  314  Fri  2     4.447   0.667   0.667   0.667   0.000   0.723   1.000   0.050   0.244   0.000   0.150   0.150   1.168   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  29.860   0.000  21.598  20.330   0.000   0.000   0.000   0.000   4.101   0.137   0.000   0.237   0.532   0.006
1995-315  1995-11-11    1995  315  Sat  3     3.384   0.508   0.508   0.508   0.000   0.730   1.000   0.050   0.267   0.000   0.150   0.150   1.157   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  23.769  19.822   0.000   0.000   0.000   0.000   4.608   0.141   0.000   0.228   0.498   0.003
1995-316  1995-11-12    1995  316  Sun  4     5.041   0.756   0.756   0.756   0.000   0.720   1.000   0.050   0.289   0.000   0.150   0.150   1.179   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  25.399  19.066   0.000   0.000   0.000   0.000   5.364   0.152   0.000   0.220   0.467   0.002
1995-317  1995-11-13    1995  317  Mon  5     4.620   0.693   0.693   0.693   0.000   0.722   1.000   0.050   0.311   0.000   0.150   0.150   1.174   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  27.449  18.373   0.000   0.000   0.000   0.000   6.058   0.159   0.000   0.213   0.441   0.001
1995-318  1995-11-14    1995  318  Tue  6     4.634   0.695   0.695   0.695   0.000   0.722   1.000   0.050   0.333   0.000   0.150   0.150   1.172   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  29.406  17.678   0.000   0.000   0.000   0.000   6.753   0.166   0.000   0.207   0.419   0.001
1995-319  1995-11-15    1995  319  Wed  7     3.942   0.591   0.591   0.591   0.000   0.726   1.000   0.050   0.356   0.000   0.150   0.150   1.164   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  43.432   0.000  31.547  17.087   0.000   0.000   0.000   0.000   7.344   0.169   0.000   0.202   0.400   0.000
1995-320  1995-11-16    1995  320  Thu  8     3.403   0.510   0.510   0.510   0.000   0.730   1.000   0.050   0.378   0.000   0.150   0.150   1.159   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  46.147   0.000  33.668  16.576   0.000   0.000   0.000   0.000   7.854   0.170   0.000   0.198   0.384   0.000
1995-321  1995-11-17    1995  321  Fri  9     3.684   0.553   0.553   0.553   0.000   0.728   1.000   0.050   0.400   0.000   0.150   0.150   1.165   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  35.566  16.024   0.000   0.000   0.000   0.000   8.407   0.172   0.000   0.194   0.370   0.000
1995-322  1995-11-18    1995  322  Sat  10    3.243   0.486   0.486   0.486   0.000   0.731   1.000   0.050   0.422   0.000   0.150   0.150   1.158   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  51.576   0.000  37.678  15.537   0.000   0.000   0.000   0.000   8.893   0.172   0.000   0.191   0.358   0.000
1995-323  1995-11-19    1995  323  Sun  11    3.968   0.595   0.595   0.595   0.000   0.726   1.000   0.050   0.444   0.000   0.150   0.150   1.169   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  54.290   0.000  39.425  14.942   0.000   0.000   0.000   0.000   9.489   0.175   0.000   0.187   0.346   0.000
1995-324  1995-11-20    1995  324  Mon  12    4.312   0.647   0.647   0.647   0.000   0.724   1.000   0.050   0.467   0.000   0.150   0.150   1.182   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  57.005   0.000  41.279  14.295   0.000   0.000   0.000   0.000  10.135   0.178   0.000   0.185   0.335   0.000
1995-325  1995-11-21    1995  325  Tue  13    3.816   0.572   0.572   0.572   0.000   0.727   1.000   0.050   0.489   0.000   0.150   0.150   1.176   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  59.719   0.000  43.422  13.723   0.000   0.000   0.000   0.000  10.708   0.179   0.000   0.182   0.325   0.000
1995-326  1995-11-22    1995  326  Wed  14    3.159   0.474   0.474   0.474   0.000   0.731   1.000   0.050   0.511   0.000   0.150   0.150   1.169   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  62.434   0.000  45.642  13.249   0.000   0.000   0.000   0.000  11.182   0.179   0.000   0.180   0.317   0.000
1995-327  1995-11-23    1995  327  Thu  15    3.278   0.492   0.492   0.492   0.000   0.730   1.000   0.050   0.533   0.000   0.150   0.150   1.174   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  65.148   0.000  47.580  12.757   0.000   0.000   0.000   0.000  11.673   0.179   0.000   0.178   0.309   0.000
1995-328  1995-11-24    1995  328  Fri  16    3.638   0.656   0.656   0.656   0.000   0.724   1.000   0.083   0.556   0.025   0.180   0.180   1.181   0.180   0.180   0.000   0.000   1.000   0.975  19.909   0.000   0.000   0.000   0.000   0.000   0.000  67.863   0.000  49.117  12.102   0.000   0.000   0.000   0.000  12.329   0.182   0.000   0.176   0.301   0.000
1995-329  1995-11-25    1995  329  Sat  17    4.050   0.857   0.857   0.857   0.000   0.716   1.000   0.118   0.578   0.050   0.212   0.212   1.195   0.212   0.212   0.000   0.000   1.000   0.950  19.909   0.000   0.000   0.000   0.000   0.000   0.000  70.577   0.000  50.514  11.245   0.000   0.000   0.000   0.000  13.186   0.187   0.000   0.173   0.293   0.000
1995-330  1995-11-26    1995  330  Sun  18    3.746   0.910   0.910   0.910   0.000   0.714   1.000   0.153   0.600   0.074   0.243   0.243   1.193   0.243   0.243   0.000   0.000   1.000   0.926  19.909   0.000   0.000   0.000   0.000   0.000   0.000  73.292   0.000  52.302  10.335   0.000   0.000   0.000   0.000  14.095   0.192   0.000   0.171   0.284   0.000
1995-331  1995-11-27    1995  331  Mon  19    3.081   0.837   0.837   0.837   0.000   0.717   1.000   0.185   0.622   0.100   0.272   0.272   1.151   0.272   0.272   0.000   0.000   1.000   0.900  19.909   0.000   0.000   0.000   0.000   0.000   0.000  76.006   0.000  54.459   9.498   0.000   0.000   0.000   0.000  14.933   0.196   0.000   0.169   0.277   0.000
1995-332  1995-11-28    1995  332  Tue  20    3.538   1.067   1.067   1.067   0.000   0.707   1.000   0.217   0.644   0.121   0.302   0.302   1.166   0.302   0.302   0.000   0.000   1.000   0.879  19.909   0.000   0.000   0.000   0.000   0.000   0.000  78.721   0.000  55.681   8.431   0.000   0.000   0.000   0.000  16.000   0.203   0.000   0.167   0.269   0.000
1995-333  1995-11-29    1995  333  Wed  21    2.361   0.779   0.779   0.779   0.000   0.719   1.000   0.249   0.667   0.147   0.330   0.330   1.140   0.330   0.330   0.000   0.000   1.000   0.853  19.909   0.000   0.000   0.000   0.000   0.000   0.000  81.435   0.000  58.538   7.652   0.000   0.000   0.000   0.000  16.779   0.206   0.000   0.165   0.263   0.000
1995-334  1995-11-30    1995  334  Thu  22    3.638   1.316   1.316   1.316   0.000   0.697   1.000   0.284   0.689   0.161   0.362   0.362   1.199   0.362   0.362   0.000   0.000   1.000   0.839  19.909   0.000   0.000   0.000   0.000   0.000   0.000  84.150   0.000  58.684   6.336   0.000   0.000   0.000   0.000  18.095   0.215   0.000   0.163   0.254   0.000
1995-335  1995-12-01    1995  335  Fri  23    3.509   1.381   1.381   1.381   0.000   0.695   1.000   0.319   0.711   0.182   0.394   0.394   1.208   0.394   0.394   0.000   0.000   1.000   0.818  19.909   0.000   0.000   0.000   0.000   0.000   0.000  86.864   0.000  60.348   4.955   0.000   0.000   0.000   0.000  19.476   0.224   0.000   0.161   0.246   0.000
1995-336  1995-12-02    1995  336  Sat  24    3.390   1.442   1.442   1.442   0.000   0.692   1.000   0.354   0.733   0.207   0.425   0.425   1.199   0.425   0.425   0.000   0.000   1.000   0.793  19.909   0.000   0.000   0.000   0.000   0.000   0.000  89.579   0.000  62.018   3.513   0.000   0.000   0.000   0.000  20.918   0.234   0.000   0.159   0.238   0.000
1995-337  1995-12-03    1995  337  Sun  25    4.016   1.838   1.838   1.838   0.000   0.676   1.000   0.390   0.756   0.227   0.458   0.458   1.214   0.458   0.458   0.000   0.000   1.000   0.773  19.909   0.000   0.000   0.000   0.000   0.000   0.000  92.293   0.000  62.435   1.675   0.000   0.000   0.000   0.000  22.756   0.247   0.000   0.156   0.228   0.000
