************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:23
Simulation start date: 2014-10-29
Simulation end date: 2014-11-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2014 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2014-302  2014-10-29    2014  302  Wed  0     3.801   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.091   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
2014-303  2014-10-30    2014  303  Thu  1     4.415   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.106   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
2014-304  2014-10-31    2014  304  Fri  2     4.600   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.119   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
2014-305  2014-11-01    2014  305  Sat  3     4.960   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.131   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
2014-306  2014-11-02    2014  306  Sun  4     5.154   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.129   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
2014-307  2014-11-03    2014  307  Mon  5     5.249   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.137   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
2014-308  2014-11-04    2014  308  Tue  6     4.785   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.133   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
2014-309  2014-11-05    2014  309  Wed  7     4.747   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.137   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
2014-310  2014-11-06    2014  310  Thu  8     4.837   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.128   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
2014-311  2014-11-07    2014  311  Fri  9     3.693   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.095   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
2014-312  2014-11-08    2014  312  Sat  10    3.865   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.115   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
