************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:22
Simulation start date: 2014-07-01
Simulation end date: 2014-10-29
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2014 Rice -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2014-182  2014-07-01    2014  182  Tue  0     5.039   5.892   5.892   0.756   5.136   0.164   1.000   0.050   0.500   0.000   0.150   0.150   1.169   1.169   1.169   1.019   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  29.744 123.773  19.692  43.004  61.077   0.000   0.000   0.000   0.000   0.401   1.000   3.141
2014-183  2014-07-02    2014  183  Wed  1     4.261   4.922   4.922   0.639   4.283   0.203   1.000   0.050   0.500   0.000   0.150   0.150   1.155   1.155   1.155   1.005   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  36.770 115.710  11.629  43.004  61.077   0.000   0.000   0.000   0.000   0.385   1.000   3.141
2014-184  2014-07-03    2014  184  Thu  2     4.145   4.782   4.782   0.622   4.160   0.209   1.000   0.050   0.500   0.000   0.150   0.150   1.154   1.154   1.154   1.004   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  37.784 107.787   3.707  43.004  61.077   0.000   0.000   0.000   0.000   0.369   1.000   3.141
2014-185  2014-07-04    2014  185  Fri  3     5.771   6.675   6.675   0.866   5.810   0.133   1.000   0.050   0.500   0.000   0.150   0.150   1.157   1.157   1.157   1.007   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.333  61.077  43.004  24.074  97.971   0.000  36.894  61.077   6.110   0.000   0.000   0.142   0.350   0.954   0.333
2014-186  2014-07-05    2014  186  Sat  4     6.112   7.053   7.053   0.917   6.137   0.118   1.000   0.050   0.500   0.000   0.150   0.150   1.154   1.154   1.154   1.004   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.131  61.077  43.004  21.336  90.585   0.000  29.508  61.077  13.496   0.000   0.000   0.314   0.335   0.899   0.131
2014-187  2014-07-06    2014  187  Sun  5     6.044   6.985   6.985   0.907   6.079   0.121   1.000   0.050   0.500   0.000   0.150   0.150   1.156   1.156   1.156   1.006   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.061  61.077  43.004  21.829  83.469   0.000  22.392  61.077  20.612   0.000   0.000   0.479   0.321   0.845   0.061
2014-188  2014-07-07    2014  188  Mon  6     6.723   7.796   7.783   0.996   6.788   0.100   0.987   0.050   0.500   0.000   0.150   0.150   1.160   1.160   1.158   1.010   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.027  61.077  43.004  18.102  75.625   0.000  14.548  61.077  28.456   0.000   0.000   0.662   0.305   0.787   0.027
2014-189  2014-07-08    2014  189  Tue  7     7.066   8.203   8.143   1.000   7.143   0.100   0.943   0.050   0.500   0.000   0.150   0.150   1.161   1.161   1.153   1.011   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.012  61.077  43.004  18.102  67.454   0.000   6.378  61.077  36.626   0.000   0.000   0.852   0.289   0.725   0.012
2014-190  2014-07-09    2014  190  Wed  8     7.219   8.402   8.283   0.964   7.319   0.100   0.890   0.050   0.500   0.000   0.150   0.150   1.164   1.164   1.147   1.014   1.000   1.000   1.000   0.000   0.012  36.626   0.000   0.000   0.000   0.245  61.077  43.004  18.102  95.786   0.000  34.709  61.077   8.295   0.000   0.000   0.193   0.345   0.938   0.245
2014-191  2014-07-10    2014  191  Thu  9     7.571   8.809   8.809   1.136   7.673   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.163   1.163   1.163   1.013   1.000   1.000   1.000   7.673   0.000   0.000   0.000   0.000   0.000   0.086  61.077  43.004  18.102  86.732   0.000  25.655  61.077  17.349   0.000   0.000   0.403   0.327   0.870   0.086
2014-192  2014-07-11    2014  192  Fri  10    7.380   8.573   8.573   1.107   7.466   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.162   1.162   1.162   1.012   1.000   1.000   1.000  15.139   0.000   0.000   0.000   0.000   0.000   0.035  61.077  43.004  18.102  78.073   0.000  16.996  61.077  26.008   0.000   0.000   0.605   0.310   0.805   0.035
2014-193  2014-07-12    2014  193  Sat  11    7.335   8.542   8.496   1.054   7.442   0.100   0.958   0.050   0.500   0.000   0.150   0.150   1.165   1.165   1.158   1.015   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.015  61.077  43.004  18.102  69.542   0.000   8.466  61.077  34.538   0.000   0.000   0.803   0.293   0.741   0.015
2014-194  2014-07-13    2014  194  Sun  12    6.709   7.916   7.820   0.910   6.909   0.100   0.905   0.050   0.500   0.000   0.150   0.150   1.180   1.180   1.166   1.030   1.000   1.000   1.000   0.000   0.015  34.538   0.000   0.000   0.000   0.261  61.077  43.004  18.102  96.246   0.000  35.170  61.077   7.834   0.000   0.000   0.182   0.346   0.941   0.261
2014-195  2014-07-14    2014  195  Mon  13    5.186   6.074   6.074   0.778   5.296   0.157   1.000   0.050   0.500   0.000   0.150   0.150   1.171   1.171   1.171   1.021   1.000   1.000   1.000   5.296   0.000   0.000   0.000   0.000   0.000   0.121  61.077  43.004  28.430  89.912   0.000  28.835  61.077  14.169   0.000   0.000   0.329   0.334   0.894   0.121
2014-196  2014-07-15    2014  196  Tue  14    6.057   7.157   7.157   0.909   6.248   0.114   1.000   0.050   0.500   0.000   0.150   0.150   1.182   1.182   1.182   1.032   1.000   1.000   1.000  11.544   0.000   0.000   0.000   0.000   0.000   0.056  61.077  43.004  20.588  82.634   0.000  21.557  61.077  21.447   0.000   0.000   0.499   0.319   0.839   0.056
2014-197  2014-07-16    2014  197  Wed  15    5.689   6.748   6.748   0.853   5.895   0.130   1.000   0.050   0.500   0.000   0.150   0.150   1.186   1.186   1.186   1.036   1.000   1.000   1.000  17.438   0.000   0.000   0.000   0.000   0.000   0.028  61.077  43.004  23.548  75.830   0.000  14.754  61.077  28.250   0.000   0.000   0.657   0.306   0.788   0.028
2014-198  2014-07-17    2014  198  Thu  16    4.805   5.612   5.612   0.721   4.891   0.176   1.000   0.050   0.500   0.000   0.150   0.150   1.168   1.168   1.168   1.018   1.000   1.000   1.000  18.395   0.000   0.000   0.000   3.935   0.000   0.023  61.077  43.004  31.773  74.126   0.000  13.049  61.077  29.955   0.000   0.000   0.697   0.302   0.775   0.023
2014-199  2014-07-18    2014  199  Fri  17    1.417   1.649   1.649   0.213   1.436   0.334   1.000   0.050   0.500   0.000   0.150   0.150   1.163   1.163   1.163   1.013   1.000   1.000   1.000  13.033   0.000   0.000   0.000   6.797   0.000   0.039  61.077  43.004  60.469  79.251   0.000  18.174  61.077  24.830   0.000   0.000   0.577   0.312   0.814   0.039
2014-200  2014-07-19    2014  200  Sat  18    2.915   3.385   3.385   0.437   2.948   0.265   1.000   0.050   0.500   0.000   0.150   0.150   1.161   1.161   1.161   1.011   1.000   1.000   1.000  15.981   0.000   0.000   0.000   0.000   0.000   0.028  61.077  43.004  47.896  75.826   0.000  14.750  61.077  28.254   0.000   0.000   0.657   0.306   0.788   0.028
2014-201  2014-07-20    2014  201  Sun  19    3.971   4.573   4.573   0.596   3.978   0.217   1.000   0.050   0.500   0.000   0.150   0.150   1.152   1.152   1.152   1.002   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.017  61.077  43.004  39.293  71.225   0.000  10.149  61.077  32.855   0.000   0.000   0.764   0.296   0.754   0.017
2014-202  2014-07-21    2014  202  Mon  20    5.226   6.034   6.014   0.765   5.250   0.159   0.975   0.050   0.500   0.000   0.150   0.150   1.155   1.155   1.151   1.005   1.000   1.000   1.000   0.000   0.017  32.855   0.000   0.000   0.000   0.336  61.077  43.004  28.721  98.049   0.000  36.972  61.077   6.032   0.000   0.000   0.140   0.350   0.955   0.336
2014-203  2014-07-22    2014  203  Tue  21    4.995   5.810   5.810   0.749   5.061   0.168   1.000   0.050   0.500   0.000   0.150   0.150   1.163   1.163   1.163   1.013   1.000   1.000   1.000   5.061   0.000   0.000   0.000   0.000   0.000   0.152  61.077  43.004  30.337  91.902   0.000  30.826  61.077  12.178   0.000   0.000   0.283   0.338   0.909   0.152
2014-204  2014-07-23    2014  204  Wed  22    3.784   4.446   4.446   0.568   3.879   0.222   1.000   0.050   0.500   0.000   0.150   0.150   1.175   1.175   1.175   1.025   1.000   1.000   1.000   8.940   0.000   0.000   0.000   0.000   0.000   0.091  61.077  43.004  40.214  87.304   0.000  26.228  61.077  16.776   0.000   0.000   0.390   0.328   0.874   0.091
