************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:22
Simulation start date: 2018-10-29
Simulation end date: 2018-11-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2018 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2018-302  2018-10-29    2018  302  Mon  0     3.884   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.103   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  56.061   0.000   0.000  56.061  43.004   5.016   0.082   1.000   0.266   0.640   0.035
2018-303  2018-10-30    2018  303  Tue  1     3.602   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.093   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  56.061   0.000   0.000  56.061  43.004   5.016   0.082   1.000   0.266   0.640   0.035
2018-304  2018-10-31    2018  304  Wed  2     3.612   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.090   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  56.061   0.000   0.000  56.061  43.004   5.016   0.082   1.000   0.266   0.640   0.035
2018-305  2018-11-01    2018  305  Thu  3     3.207   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.082   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  56.061   0.000   0.000  56.061  43.004   5.016   0.082   1.000   0.266   0.640   0.035
2018-306  2018-11-02    2018  306  Fri  4     3.968   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.111   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.001   0.000   0.000  61.077  43.004 144.816  56.061   0.000   0.000  56.061  43.004   5.015   0.082   1.000   0.266   0.640   0.035
2018-307  2018-11-03    2018  307  Sat  5     3.657   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.168   0.000   0.000   0.000   0.000   1.000   1.000  19.901   0.000   0.000   0.000   0.008   0.000   0.000  61.077  43.004 144.816  56.069   0.000   0.000  56.069  43.004   5.007   0.082   1.000   0.266   0.640   0.035
2018-308  2018-11-04    2018  308  Sun  6     3.528   0.002   0.002   0.000   0.002   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.107   0.001   0.001   0.001   0.001   1.000   1.000  19.903   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  56.067   0.000   0.000  56.067  43.004   5.010   0.082   1.000   0.266   0.640   0.035
2018-309  2018-11-05    2018  309  Mon  7     3.720   0.002   0.002   0.000   0.002   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.125   0.001   0.001   0.001   0.000   1.000   1.000  19.905   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  56.065   0.000   0.000  56.065  43.004   5.012   0.082   1.000   0.266   0.640   0.035
2018-310  2018-11-06    2018  310  Tue  8     4.984   0.002   0.002   0.000   0.002   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.148   0.000   0.000   0.000   0.000   1.000   1.000  19.907   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  56.063   0.000   0.000  56.063  43.004   5.013   0.082   1.000   0.266   0.640   0.035
2018-311  2018-11-07    2018  311  Wed  9     4.125   0.001   0.001   0.000   0.001   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.138   0.000   0.000   0.000   0.000   1.000   1.000  19.908   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  56.062   0.000   0.000  56.062  43.004   5.014   0.082   1.000   0.266   0.640   0.035
2018-312  2018-11-08    2018  312  Thu  10    3.319   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.092   0.000   0.000   0.000   0.000   1.000   1.000  19.908   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  56.062   0.000   0.000  56.062  43.004   5.015   0.082   1.000   0.266   0.640   0.035
