************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:13
Simulation start date: 1992-07-01
Simulation end date: 1992-10-29
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1992 Rice -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1992-183  1992-07-01    1992  183  Wed  0     4.794   5.524   5.524   0.719   4.805   0.179   1.000   0.050   0.500   0.000   0.150   0.150   1.152   1.152   1.152   1.002   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.566  61.077  43.004  32.407 101.081   0.000  40.005  61.077   2.999   0.000   0.000   0.070   0.356   0.978   0.566
1992-184  1992-07-02    1992  184  Thu  1     6.028   6.956   6.956   0.904   6.052   0.122   1.000   0.050   0.500   0.000   0.150   0.150   1.154   1.154   1.154   1.004   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.185  61.077  43.004  22.038  93.559   0.000  32.482  61.077  10.522   0.000   0.000   0.245   0.341   0.921   0.185
1992-185  1992-07-03    1992  185  Fri  2     4.848   5.605   5.605   0.727   4.878   0.176   1.000   0.050   0.500   0.000   0.150   0.150   1.156   1.156   1.156   1.006   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.096  61.077  43.004  31.824  87.769   0.000  26.692  61.077  16.312   0.000   0.000   0.379   0.329   0.878   0.096
1992-186  1992-07-04    1992  186  Sat  3     6.447   7.523   7.523   0.967   6.555   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.167   1.167   1.167   1.017   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.043  61.077  43.004  18.102  80.151   0.000  19.074  61.077  23.930   0.000   0.000   0.556   0.314   0.821   0.043
1992-187  1992-07-05    1992  187  Sun  4     7.144   8.375   8.342   1.039   7.303   0.100   0.969   0.050   0.500   0.000   0.150   0.150   1.172   1.172   1.168   1.022   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.018  61.077  43.004  18.102  71.765   0.000  10.689  61.077  32.315   0.000   0.000   0.751   0.297   0.758   0.018
1992-188  1992-07-06    1992  188  Mon  5     6.265   7.292   7.224   0.871   6.353   0.108   0.927   0.050   0.500   0.000   0.150   0.150   1.164   1.164   1.153   1.014   1.000   1.000   1.000   0.000   0.018  32.315   0.000   0.000   0.000   0.283  61.077  43.004  19.606  96.838   0.000  35.762  61.077   7.242   0.000   0.000   0.168   0.348   0.946   0.283
1992-189  1992-07-07    1992  189  Tue  6     5.946   6.880   6.880   0.892   5.988   0.125   1.000   0.050   0.500   0.000   0.150   0.150   1.157   1.157   1.157   1.007   1.000   1.000   1.000   5.988   0.000   0.000   0.000   0.000   0.000   0.118  61.077  43.004  22.592  89.676   0.000  28.599  61.077  14.405   0.000   0.000   0.335   0.333   0.892   0.118
1992-190  1992-07-08    1992  190  Wed  7     5.884   6.836   6.836   0.883   5.953   0.127   1.000   0.050   0.500   0.000   0.150   0.150   1.162   1.162   1.162   1.012   1.000   1.000   1.000   4.399   0.118   0.000   0.000   7.661   0.000   0.128  61.077  43.004  22.913  90.383   0.000  29.306  61.077  13.698   0.000   0.000   0.319   0.335   0.897   0.128
1992-191  1992-07-09    1992  191  Thu  8     5.148   5.934   5.934   0.772   5.161   0.163   1.000   0.050   0.500   0.000   0.150   0.150   1.153   1.153   1.153   1.003   1.000   1.000   1.000   9.560   0.000   0.000   0.000   0.000   0.000   0.066  61.077  43.004  29.443  84.321   0.000  23.244  61.077  19.760   0.000   0.000   0.459   0.323   0.852   0.066
1992-192  1992-07-10    1992  192  Fri  9     5.402   6.250   6.250   0.810   5.440   0.150   1.000   0.050   0.500   0.000   0.150   0.150   1.157   1.157   1.157   1.007   1.000   1.000   1.000  15.000   0.000   0.000   0.000   0.000   0.000   0.035  61.077  43.004  27.152  78.004   0.000  16.928  61.077  26.076   0.000   0.000   0.606   0.310   0.805   0.035
1992-193  1992-07-11    1992  193  Sat  10    5.399   6.304   6.304   0.810   5.494   0.148   1.000   0.050   0.500   0.000   0.150   0.150   1.168   1.168   1.168   1.018   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.018  61.077  43.004  26.761  71.666   0.000  10.589  61.077  32.415   0.000   0.000   0.754   0.297   0.757   0.018
1992-194  1992-07-12    1992  194  Sun  11    5.141   6.007   5.991   0.755   5.236   0.160   0.979   0.050   0.500   0.000   0.150   0.150   1.169   1.169   1.165   1.019   1.000   1.000   1.000   0.000   0.018  32.415   0.000   0.000   0.000   0.338  61.077  43.004  28.913  98.071   0.000  36.995  61.077   6.009   0.000   0.000   0.140   0.350   0.955   0.338
1992-195  1992-07-13    1992  195  Mon  12    5.189   6.070   6.070   0.778   5.292   0.157   1.000   0.050   0.500   0.000   0.150   0.150   1.170   1.170   1.170   1.020   1.000   1.000   1.000   5.292   0.000   0.000   0.000   0.000   0.000   0.148  61.077  43.004  28.455  91.664   0.000  30.587  61.077  12.417   0.000   0.000   0.289   0.337   0.907   0.148
1992-196  1992-07-14    1992  196  Tue  13    5.438   6.332   6.332   0.816   5.517   0.147   1.000   0.050   0.500   0.000   0.150   0.150   1.164   1.164   1.164   1.014   1.000   1.000   1.000  10.808   0.000   0.000   0.000   0.000   0.000   0.073  61.077  43.004  26.556  85.183   0.000  24.107  61.077  18.897   0.000   0.000   0.439   0.324   0.858   0.073
1992-197  1992-07-15    1992  197  Wed  14    4.806   5.524   5.524   0.721   4.803   0.179   1.000   0.050   0.500   0.000   0.150   0.150   1.150   1.150   1.150   1.000   1.000   1.000   1.000  15.612   0.000   0.000   0.000   0.000   0.000   0.041  61.077  43.004  32.409  79.587   0.000  18.510  61.077  24.494   0.000   0.000   0.570   0.313   0.816   0.041
1992-198  1992-07-16    1992  198  Thu  15    5.609   6.549   6.549   0.841   5.708   0.138   1.000   0.050   0.500   0.000   0.150   0.150   1.168   1.168   1.168   1.018   1.000   1.000   1.000   9.972   0.000   0.000   0.000  11.348   0.000   0.067  61.077  43.004  24.988  84.344   0.000  23.268  61.077  19.736   0.000   0.000   0.459   0.323   0.852   0.067
1992-199  1992-07-17    1992  199  Fri  16    3.413   3.996   3.996   0.512   3.485   0.240   1.000   0.050   0.500   0.000   0.150   0.150   1.171   1.171   1.171   1.021   1.000   1.000   1.000  13.456   0.000   0.000   0.000   0.000   0.000   0.044  61.077  43.004  43.471  80.281   0.000  19.205  61.077  23.799   0.000   0.000   0.553   0.314   0.822   0.044
1992-200  1992-07-18    1992  200  Sat  17    5.484   6.501   6.501   0.823   5.678   0.140   1.000   0.050   0.500   0.000   0.150   0.150   1.185   1.185   1.185   1.035   1.000   1.000   1.000  19.134   0.000   0.000   0.000   0.000   0.000   0.022  61.077  43.004  25.338  73.737   0.000  12.661  61.077  30.343   0.000   0.000   0.706   0.301   0.773   0.022
