************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:14
Simulation start date: 1991-10-29
Simulation end date: 1991-11-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1991 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1991-302  1991-10-29    1991  302  Tue  0     3.961   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.102   0.000   0.000   0.000   0.000   1.000   1.000  16.296   0.000   0.000   0.000   3.614   0.000   0.000  61.077  43.004 144.816  36.674   0.000   0.000  36.674  43.004  24.402   0.400   1.000   0.227   0.495   0.003
1991-303  1991-10-30    1991  303  Wed  1     3.788   1.075   1.075   0.000   1.075   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.092   0.284   0.284   0.284   0.260   1.000   1.000  13.834   0.000   0.000   0.000   3.536   0.000   0.000  61.077  43.004 144.816  39.136   0.000   0.000  39.136  43.004  21.941   0.359   1.000   0.232   0.513   0.004
1991-304  1991-10-31    1991  304  Thu  2     4.425   2.148   2.148   0.000   2.148   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.112   0.486   0.486   0.486   0.437   1.000   1.000  15.982   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  36.988   0.000   0.000  36.988  43.004  24.089   0.394   1.000   0.228   0.497   0.003
1991-305  1991-11-01    1991  305  Fri  3     5.050   1.620   1.620   0.000   1.620   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.136   0.321   0.321   0.321   0.282   1.000   1.000  17.602   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  35.368   0.000   0.000  35.368  43.004  25.709   0.421   1.000   0.225   0.485   0.003
1991-306  1991-11-02    1991  306  Sat  4     4.899   0.921   0.921   0.000   0.921   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.134   0.188   0.188   0.188   0.166   1.000   1.000  18.524   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  34.446   0.000   0.000  34.446  43.004  26.630   0.436   1.000   0.223   0.478   0.002
1991-307  1991-11-03    1991  307  Sun  5     4.427   0.493   0.493   0.000   0.493   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.118   0.111   0.111   0.111   0.100   1.000   1.000  19.017   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  33.953   0.000   0.000  33.953  43.004  27.123   0.444   1.000   0.222   0.474   0.002
1991-308  1991-11-04    1991  308  Mon  6     4.008   0.283   0.283   0.000   0.283   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.099   0.071   0.071   0.071   0.064   1.000   1.000  19.299   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  33.671   0.000   0.000  33.671  43.004  27.406   0.449   1.000   0.221   0.472   0.002
1991-309  1991-11-05    1991  309  Tue  7     4.190   0.204   0.204   0.000   0.204   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.112   0.049   0.049   0.049   0.044   1.000   1.000  19.504   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  33.466   0.000   0.000  33.466  43.004  27.610   0.452   1.000   0.221   0.471   0.002
1991-310  1991-11-06    1991  310  Wed  8     3.577   0.113   0.113   0.000   0.113   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.087   0.032   0.032   0.032   0.029   1.000   1.000  19.617   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  33.353   0.000   0.000  33.353  43.004  27.724   0.454   1.000   0.221   0.470   0.002
1991-311  1991-11-07    1991  311  Thu  9     3.734   0.086   0.086   0.000   0.086   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.093   0.023   0.023   0.023   0.021   1.000   1.000  19.703   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  33.267   0.000   0.000  33.267  43.004  27.809   0.455   1.000   0.220   0.469   0.002
1991-312  1991-11-08    1991  312  Fri  10    3.196   0.051   0.051   0.000   0.051   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.084   0.016   0.016   0.016   0.015   1.000   1.000  19.754   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  33.216   0.000   0.000  33.216  43.004  27.861   0.456   1.000   0.220   0.469   0.002
