************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:14
Simulation start date: 1993-10-29
Simulation end date: 1993-11-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1993 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1993-302  1993-10-29    1993  302  Fri  0     3.973   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.094   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  32.561   0.000   0.000  32.561  43.004  28.516   0.467   1.000   0.219   0.464   0.002
1993-303  1993-10-30    1993  303  Sat  1     3.945   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.100   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  32.561   0.000   0.000  32.561  43.004  28.516   0.467   1.000   0.219   0.464   0.002
1993-304  1993-10-31    1993  304  Sun  2     4.009   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.102   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  32.561   0.000   0.000  32.561  43.004  28.516   0.467   1.000   0.219   0.464   0.002
1993-305  1993-11-01    1993  305  Mon  3     3.537   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.082   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  32.561   0.000   0.000  32.561  43.004  28.516   0.467   1.000   0.219   0.464   0.002
1993-306  1993-11-02    1993  306  Tue  4     3.884   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.097   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  32.561   0.000   0.000  32.561  43.004  28.516   0.467   1.000   0.219   0.464   0.002
1993-307  1993-11-03    1993  307  Wed  5     3.215   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.075   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  32.561   0.000   0.000  32.561  43.004  28.516   0.467   1.000   0.219   0.464   0.002
1993-308  1993-11-04    1993  308  Thu  6     3.369   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.083   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  32.561   0.000   0.000  32.561  43.004  28.516   0.467   1.000   0.219   0.464   0.002
1993-309  1993-11-05    1993  309  Fri  7     3.618   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.101   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  32.561   0.000   0.000  32.561  43.004  28.516   0.467   1.000   0.219   0.464   0.002
1993-310  1993-11-06    1993  310  Sat  8     4.913   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.165   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  32.561   0.000   0.000  32.561  43.004  28.516   0.467   1.000   0.219   0.464   0.002
1993-311  1993-11-07    1993  311  Sun  9     4.338   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.123   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  32.561   0.000   0.000  32.561  43.004  28.516   0.467   1.000   0.219   0.464   0.002
1993-312  1993-11-08    1993  312  Mon  10    3.659   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.117   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  32.561   0.000   0.000  32.561  43.004  28.516   0.467   1.000   0.219   0.464   0.002
