************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:18
Simulation start date: 2003-11-08
Simulation end date: 2004-03-12
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2003 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2003-312  2003-11-08    2003  312  Sat  0     3.927   0.589   0.589   0.589   0.000   0.726   1.000   0.050   0.200   0.000   0.150   0.150   1.156   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  24.431   0.000  17.747  11.635   0.000   0.000   0.000   0.000  12.796   0.524   0.000   0.212   0.438   0.001
2003-313  2003-11-09    2003  313  Sun  1     4.462   0.669   0.669   0.669   0.000   0.723   1.000   0.050   0.222   0.000   0.150   0.150   1.163   0.150   0.150   0.000   0.000   1.000   1.000   7.114   0.000  12.796   0.000   0.000   0.000   0.000  27.145   0.000  19.632  23.761   0.000   0.000   0.000   0.000   0.669   0.025   0.000   0.261   0.621   0.026
2003-314  2003-11-10    2003  314  Mon  2     4.660   5.083   5.083   0.699   4.384   0.547   1.000   0.050   0.244   0.000   0.150   0.150   1.173   1.091   1.091   0.941   0.920   1.000   1.000  11.498   0.000   0.000   0.000   0.000   0.000   0.000  29.860   0.000  16.324  18.678   0.000   0.000   0.000   0.000   5.752   0.193   0.000   0.230   0.506   0.004
2003-315  2003-11-11    2003  315  Tue  3     3.472   2.639   2.639   0.521   2.119   0.644   1.000   0.050   0.267   0.000   0.150   0.150   1.159   0.760   0.760   0.610   0.605   1.000   1.000  13.616   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  20.991  16.039   0.000   0.000   0.000   0.000   8.392   0.258   0.000   0.214   0.445   0.001
2003-316  2003-11-12    2003  316  Wed  4     2.861   1.722   1.722   0.429   1.293   0.681   1.000   0.050   0.289   0.000   0.150   0.150   1.149   0.602   0.602   0.452   0.452   1.000   1.000  14.909   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  24.036  14.317   0.000   0.000   0.000   0.000  10.114   0.287   0.000   0.203   0.406   0.001
2003-317  2003-11-13    2003  317  Thu  5     2.684   1.369   1.369   0.403   0.966   0.695   1.000   0.050   0.311   0.000   0.150   0.150   1.152   0.510   0.510   0.360   0.359   1.000   1.000  15.875   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  26.422  12.948   0.000   0.000   0.000   0.000  11.483   0.302   0.000   0.195   0.376   0.000
2003-318  2003-11-14    2003  318  Fri  6     2.406   1.063   1.063   0.361   0.702   0.707   1.000   0.050   0.333   0.000   0.150   0.150   1.157   0.442   0.442   0.292   0.290   1.000   1.000  16.578   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  28.807  11.885   0.000   0.000   0.000   0.000  12.546   0.308   0.000   0.190   0.353   0.000
2003-319  2003-11-15    2003  319  Sat  7     2.706   1.054   1.054   0.406   0.648   0.708   1.000   0.050   0.356   0.000   0.150   0.150   1.150   0.389   0.389   0.239   0.240   1.000   1.000  17.226   0.000   0.000   0.000   0.000   0.000   0.000  43.432   0.000  30.743  10.831   0.000   0.000   0.000   0.000  13.600   0.313   0.000   0.184   0.334   0.000
2003-320  2003-11-16    2003  320  Sun  8     2.706   0.934   0.934   0.406   0.528   0.713   1.000   0.050   0.378   0.000   0.150   0.150   1.162   0.345   0.345   0.195   0.193   1.000   1.000  17.754   0.000   0.000   0.000   0.000   0.000   0.000  46.147   0.000  32.886   9.897   0.000   0.000   0.000   0.000  14.534   0.315   0.000   0.180   0.318   0.000
2003-321  2003-11-17    2003  321  Mon  9     2.774   0.856   0.856   0.416   0.440   0.716   1.000   0.050   0.400   0.000   0.150   0.150   1.173   0.309   0.309   0.159   0.155   1.000   1.000  18.194   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  34.973   9.041   0.000   0.000   0.000   0.000  15.390   0.315   0.000   0.176   0.305   0.000
