************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:14
Simulation start date: 1989-10-29
Simulation end date: 1989-11-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1989 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1989-302  1989-10-29    1989  302  Sun  0     3.843   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.090   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  34.061   0.000   0.000  34.061  43.004  27.016   0.442   1.000   0.222   0.475   0.002
1989-303  1989-10-30    1989  303  Mon  1     3.839   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.089   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  34.061   0.000   0.000  34.061  43.004  27.016   0.442   1.000   0.222   0.475   0.002
1989-304  1989-10-31    1989  304  Tue  2     4.227   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.106   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  34.061   0.000   0.000  34.061  43.004  27.016   0.442   1.000   0.222   0.475   0.002
1989-305  1989-11-01    1989  305  Wed  3     3.896   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.095   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  34.061   0.000   0.000  34.061  43.004  27.016   0.442   1.000   0.222   0.475   0.002
1989-306  1989-11-02    1989  306  Thu  4     3.976   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.093   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  34.061   0.000   0.000  34.061  43.004  27.016   0.442   1.000   0.222   0.475   0.002
1989-307  1989-11-03    1989  307  Fri  5     3.837   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.095   0.000   0.000   0.000   0.000   1.000   1.000  19.899   0.000   0.000   0.000   0.010   0.000   0.000  61.077  43.004 144.816  34.071   0.000   0.000  34.071  43.004  27.006   0.442   1.000   0.222   0.475   0.002
1989-308  1989-11-04    1989  308  Sat  6     4.465   0.004   0.004   0.000   0.004   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.128   0.001   0.001   0.001   0.001   1.000   1.000  19.811   0.000   0.000   0.000   0.092   0.000   0.000  61.077  43.004 144.816  34.159   0.000   0.000  34.159  43.004  26.918   0.441   1.000   0.222   0.476   0.002
1989-309  1989-11-05    1989  309  Sun  7     3.849   0.030   0.030   0.000   0.030   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.109   0.008   0.008   0.008   0.007   1.000   1.000  19.808   0.000   0.000   0.000   0.033   0.000   0.000  61.077  43.004 144.816  34.161   0.000   0.000  34.161  43.004  26.915   0.441   1.000   0.222   0.476   0.002
1989-310  1989-11-06    1989  310  Mon  8     4.317   0.035   0.035   0.000   0.035   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.131   0.008   0.008   0.008   0.007   1.000   1.000  19.844   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  34.126   0.000   0.000  34.126  43.004  26.951   0.441   1.000   0.222   0.476   0.002
1989-311  1989-11-07    1989  311  Tue  9     4.842   0.027   0.027   0.000   0.027   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.175   0.006   0.006   0.006   0.005   1.000   1.000  19.871   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  34.099   0.000   0.000  34.099  43.004  26.977   0.442   1.000   0.222   0.475   0.002
1989-312  1989-11-08    1989  312  Wed  10    4.608   0.015   0.015   0.000   0.015   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.187   0.003   0.003   0.003   0.003   1.000   1.000  19.886   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  34.084   0.000   0.000  34.084  43.004  26.993   0.442   1.000   0.222   0.475   0.002
