************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:17
Simulation start date: 1997-10-29
Simulation end date: 1997-11-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1997 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1997-302  1997-10-29    1997  302  Wed  0     2.315   2.553   2.553   0.000   2.553   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.103   1.103   1.103   1.103   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.546  61.077  43.004 144.816  82.234   0.000  21.158  61.077  21.846   0.000   0.000   0.508   0.318   0.836   0.546
1997-303  1997-10-30    1997  303  Thu  1     2.946   3.195   3.195   0.000   3.195   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.085   1.085   1.085   1.085   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.372  61.077  43.004 144.816  78.493   0.000  17.416  61.077  25.588   0.000   0.000   0.595   0.311   0.808   0.372
1997-304  1997-10-31    1997  304  Fri  2     3.252   3.534   3.534   0.000   3.534   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.087   1.087   1.087   1.087   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.250  61.077  43.004 144.816  74.587   0.000  13.510  61.077  29.494   0.000   0.000   0.686   0.303   0.779   0.250
1997-305  1997-11-01    1997  305  Sat  3     3.367   3.703   3.703   0.000   3.703   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.100   1.100   1.100   1.100   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.166  61.077  43.004 144.816  70.635   0.000   9.558  61.077  33.446   0.000   0.000   0.778   0.295   0.749   0.166
1997-306  1997-11-02    1997  306  Sun  4     3.784   4.207   4.207   0.000   4.207   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.112   1.112   1.112   1.112   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.106  61.077  43.004 144.816  66.262   0.000   5.185  61.077  37.819   0.000   0.000   0.879   0.286   0.717   0.106
1997-307  1997-11-03    1997  307  Mon  5     3.436   3.760   3.760   0.000   3.760   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.094   1.094   1.094   1.094   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.070  61.077  43.004 144.816  62.396   0.000   1.319  61.077  41.685   0.000   0.000   0.969   0.279   0.688   0.070
1997-308  1997-11-04    1997  308  Tue  6     3.670   4.066   4.066   0.000   4.066   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.108   1.108   1.108   1.108   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  58.260   0.000   0.000  58.260  43.004   2.816   0.046   1.000   0.270   0.657   0.045
1997-309  1997-11-05    1997  309  Wed  7     3.593   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.102   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  58.260   0.000   0.000  58.260  43.004   2.816   0.046   1.000   0.270   0.657   0.045
1997-310  1997-11-06    1997  310  Thu  8     3.095   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.085   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  58.260   0.000   0.000  58.260  43.004   2.816   0.046   1.000   0.270   0.657   0.045
1997-311  1997-11-07    1997  311  Fri  9     3.115   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.086   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  58.260   0.000   0.000  58.260  43.004   2.816   0.046   1.000   0.270   0.657   0.045
1997-312  1997-11-08    1997  312  Sat  10    2.915   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.088   0.000   0.000   0.000   0.000   1.000   1.000  19.769   0.000   0.000   0.000   0.141   0.000   0.000  61.077  43.004 144.816  58.401   0.000   0.000  58.401  43.004   2.676   0.044   1.000   0.271   0.658   0.045
