************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:17
Simulation start date: 1997-11-08
Simulation end date: 1998-03-13
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1997 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1997-312  1997-11-08    1997  312  Sat  0     2.915   0.437   0.437   0.437   0.000   0.733   1.000   0.050   0.200   0.000   0.150   0.150   1.154   0.150   0.150   0.000   0.000   1.000   1.000  19.769   0.000   0.000   0.000   0.141   0.000   0.000  24.431   0.000  17.896  23.128   0.000   0.000   0.000   0.000   1.303   0.053   0.000   0.270   0.653   0.043
1997-313  1997-11-09    1997  313  Sun  1     2.307   0.370   0.370   0.346   0.024   0.735   1.000   0.050   0.222   0.000   0.150   0.150   1.175   0.160   0.160   0.010   0.010   1.000   1.000  14.952   0.000   0.000   0.000   4.840   0.000   3.168  27.145   0.000  19.957  27.598   0.000   0.000   0.000   0.000   0.000   0.000   0.000   0.278   0.685   0.068
1997-314  1997-11-10    1997  314  Mon  2     2.499   1.284   1.284   0.375   0.910   0.699   1.000   0.050   0.244   0.000   0.150   0.150   1.171   0.514   0.514   0.364   0.356   1.000   1.000  14.914   0.000   0.000   0.000   0.947   0.000   0.000  29.860   0.000  20.861  24.093   0.000   0.000   0.000   0.000   0.337   0.011   0.000   0.252   0.589   0.016
1997-315  1997-11-11    1997  315  Tue  3     2.908   1.488   1.488   0.436   1.052   0.690   1.000   0.050   0.267   0.000   0.150   0.150   1.157   0.512   0.512   0.362   0.359   1.000   1.000  15.966   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  22.492  22.606   0.000   0.000   0.000   0.000   1.825   0.056   0.000   0.239   0.538   0.007
1997-316  1997-11-12    1997  316  Wed  4     3.206   1.401   1.401   0.481   0.920   0.694   1.000   0.050   0.289   0.000   0.150   0.150   1.162   0.437   0.437   0.287   0.283   1.000   1.000  16.886   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  24.489  21.205   0.000   0.000   0.000   0.000   3.226   0.091   0.000   0.227   0.495   0.003
1997-317  1997-11-13    1997  317  Thu  5     3.114   1.149   1.149   0.467   0.682   0.704   1.000   0.050   0.311   0.000   0.150   0.150   1.158   0.369   0.369   0.219   0.217   1.000   1.000  17.568   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  26.755  20.056   0.000   0.000   0.000   0.000   4.375   0.115   0.000   0.218   0.461   0.002
1997-318  1997-11-14    1997  318  Fri  6     2.891   0.922   0.922   0.434   0.488   0.713   1.000   0.050   0.333   0.000   0.150   0.150   1.153   0.319   0.319   0.169   0.168   1.000   1.000  18.056   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  29.037  19.134   0.000   0.000   0.000   0.000   5.296   0.130   0.000   0.211   0.435   0.001
1997-319  1997-11-15    1997  319  Sat  7     3.144   0.894   0.894   0.472   0.422   0.714   1.000   0.050   0.356   0.000   0.150   0.150   1.158   0.284   0.284   0.134   0.133   1.000   1.000  18.478   0.000   0.000   0.000   0.000   0.000   0.000  43.432   0.000  31.021  18.240   0.000   0.000   0.000   0.000   6.190   0.143   0.000   0.205   0.412   0.001
1997-320  1997-11-16    1997  320  Sun  8     3.343   0.849   0.849   0.501   0.348   0.716   1.000   0.050   0.378   0.000   0.150   0.150   1.162   0.254   0.254   0.104   0.103   1.000   1.000  18.826   0.000   0.000   0.000   0.000   0.000   0.000  46.147   0.000  33.042  17.391   0.000   0.000   0.000   0.000   7.040   0.153   0.000   0.200   0.392   0.000
1997-321  1997-11-17    1997  321  Mon  9     3.176   0.727   0.727   0.476   0.250   0.721   1.000   0.050   0.400   0.000   0.150   0.150   1.162   0.229   0.229   0.079   0.078   1.000   1.000  19.077   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  35.226  16.664   0.000   0.000   0.000   0.000   7.766   0.159   0.000   0.196   0.376   0.000
1997-322  1997-11-18    1997  322  Tue  10    2.921   0.615   0.615   0.438   0.176   0.725   1.000   0.050   0.422   0.000   0.150   0.150   1.159   0.210   0.210   0.060   0.060   1.000   1.000  19.253   0.000   0.000   0.000   0.000   0.000   0.000  51.576   0.000  37.414  16.050   0.000   0.000   0.000   0.000   8.381   0.162   0.000   0.192   0.362   0.000
