************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:20
Simulation start date: 2008-10-29
Simulation end date: 2008-11-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2008 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2008-303  2008-10-29    2008  303  Wed  0     3.870   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.089   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  49.061   0.000   0.000  49.061  43.004  12.016   0.197   1.000   0.252   0.588   0.016
2008-304  2008-10-30    2008  304  Thu  1     4.433   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.107   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  49.061   0.000   0.000  49.061  43.004  12.016   0.197   1.000   0.252   0.588   0.016
2008-305  2008-10-31    2008  305  Fri  2     6.161   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.159   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  49.061   0.000   0.000  49.061  43.004  12.016   0.197   1.000   0.252   0.588   0.016
2008-306  2008-11-01    2008  306  Sat  3     5.765   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.137   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  49.061   0.000   0.000  49.061  43.004  12.016   0.197   1.000   0.252   0.588   0.016
2008-307  2008-11-02    2008  307  Sun  4     5.010   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.114   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  49.061   0.000   0.000  49.061  43.004  12.016   0.197   1.000   0.252   0.588   0.016
2008-308  2008-11-03    2008  308  Mon  5     3.996   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.088   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  49.061   0.000   0.000  49.061  43.004  12.016   0.197   1.000   0.252   0.588   0.016
2008-309  2008-11-04    2008  309  Tue  6     4.723   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.111   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  49.061   0.000   0.000  49.061  43.004  12.016   0.197   1.000   0.252   0.588   0.016
2008-310  2008-11-05    2008  310  Wed  7     3.702   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.084   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  49.061   0.000   0.000  49.061  43.004  12.016   0.197   1.000   0.252   0.588   0.016
2008-311  2008-11-06    2008  311  Thu  8     3.641   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.089   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  49.061   0.000   0.000  49.061  43.004  12.016   0.197   1.000   0.252   0.588   0.016
2008-312  2008-11-07    2008  312  Fri  9     3.675   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.089   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  49.061   0.000   0.000  49.061  43.004  12.016   0.197   1.000   0.252   0.588   0.016
2008-313  2008-11-08    2008  313  Sat  10    3.483   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.087   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  49.061   0.000   0.000  49.061  43.004  12.016   0.197   1.000   0.252   0.588   0.016
