************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:17
Simulation start date: 1998-10-29
Simulation end date: 1998-11-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1998 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1998-302  1998-10-29    1998  302  Thu  0     4.437   4.947   4.947   0.000   4.947   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.115   1.115   1.115   1.115   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   1.577  61.077  43.004 144.816  92.033   0.000  30.956  61.077  12.048   0.000   0.000   0.280   0.338   0.910   1.577
1998-303  1998-10-30    1998  303  Fri  1     3.854   4.230   4.230   0.000   4.230   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.098   1.098   1.098   1.098   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.829  61.077  43.004 144.816  86.225   0.000  25.148  61.077  17.856   0.000   0.000   0.415   0.326   0.866   0.829
1998-304  1998-10-31    1998  304  Sat  2     3.659   3.986   3.986   0.000   3.986   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.089   1.089   1.089   1.089   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.501  61.077  43.004 144.816  81.409   0.000  20.333  61.077  22.671   0.000   0.000   0.527   0.317   0.830   0.501
1998-305  1998-11-01    1998  305  Sun  3     3.456   3.738   3.738   0.000   3.738   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.082   1.082   1.082   1.082   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.325  61.077  43.004 144.816  77.170   0.000  16.093  61.077  26.911   0.000   0.000   0.626   0.308   0.798   0.325
1998-306  1998-11-02    1998  306  Mon  4     3.608   3.946   3.946   0.000   3.946   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.094   1.094   1.094   1.094   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.210  61.077  43.004 144.816  72.899   0.000  11.823  61.077  31.181   0.000   0.000   0.725   0.300   0.766   0.210
1998-307  1998-11-03    1998  307  Tue  5     4.434   4.953   4.953   0.000   4.953   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.117   1.117   1.117   1.117   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.123  61.077  43.004 144.816  67.737   0.000   6.660  61.077  36.344   0.000   0.000   0.845   0.289   0.728   0.123
1998-308  1998-11-04    1998  308  Wed  6     4.138   4.568   4.568   0.000   4.568   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.104   1.104   1.104   1.104   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.075  61.077  43.004 144.816  63.045   0.000   1.969  61.077  41.035   0.000   0.000   0.954   0.280   0.692   0.075
1998-309  1998-11-05    1998  309  Thu  7     3.262   3.567   3.567   0.000   3.567   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.094   1.094   1.094   1.094   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.022   0.000   0.000  61.077  43.004 144.816  59.425   0.000   0.000  59.425  43.004   1.652   0.027   1.000   0.273   0.665   0.051
1998-310  1998-11-06    1998  310  Fri  8     2.763   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.095   0.000   0.000   0.000   0.000   1.000   1.000  19.708   0.000   0.000   0.000   0.201   0.000   0.000  61.077  43.004 144.816  59.626   0.000   0.000  59.626  43.004   1.451   0.024   1.000   0.273   0.667   0.052
1998-311  1998-11-07    1998  311  Sat  9     2.553   0.040   0.040   0.000   0.040   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.079   0.016   0.016   0.016   0.014   1.000   1.000  17.780   0.000   0.000   0.000   1.968   0.000   0.064  61.077  43.004 144.816  61.554   0.000   0.478  61.077  42.526   0.000   0.000   0.989   0.277   0.681   0.064
1998-312  1998-11-08    1998  312  Sun  10    2.536   2.761   2.761   0.000   2.761   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.089   1.089   1.089   1.089   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.109   0.000   0.000  61.077  43.004 144.816  58.838   0.000   0.000  58.838  43.004   2.238   0.037   1.000   0.272   0.661   0.048
