************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:13
Simulation start date: 1995-07-01
Simulation end date: 1995-10-29
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1995 Rice -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1995-182  1995-07-01    1995  182  Sat  0     7.188   8.343   8.343   1.078   7.265   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.161   1.161   1.161   1.011   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 117.099  13.018  43.004  61.077   0.000   0.000   0.000   0.000   0.388   1.000   3.141
1995-183  1995-07-02    1995  183  Sun  1     7.477   8.773   8.773   1.122   7.651   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.173   1.173   1.173   1.023   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 105.185   1.104  43.004  61.077   0.000   0.000   0.000   0.000   0.364   1.000   3.141
1995-184  1995-07-03    1995  184  Mon  2     6.607   7.736   7.736   0.991   6.745   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.171   1.171   1.171   1.021   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.203  61.077  43.004  18.102  94.308   0.000  33.231  61.077   9.773   0.000   0.000   0.227   0.342   0.927   0.203
1995-185  1995-07-04    1995  185  Tue  3     6.535   7.639   7.639   0.980   6.658   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.169   1.169   1.169   1.019   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.083  61.077  43.004  18.102  86.466   0.000  25.390  61.077  17.614   0.000   0.000   0.410   0.327   0.868   0.083
1995-186  1995-07-05    1995  186  Wed  4     6.659   7.768   7.768   0.999   6.769   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.167   1.167   1.167   1.017   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.037  61.077  43.004  18.102  78.615   0.000  17.538  61.077  25.466   0.000   0.000   0.592   0.311   0.809   0.037
1995-187  1995-07-06    1995  187  Thu  5     6.321   7.344   7.312   0.916   6.395   0.106   0.967   0.050   0.500   0.000   0.150   0.150   1.162   1.162   1.157   1.012   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.017  61.077  43.004  19.234  71.266   0.000  10.190  61.077  32.814   0.000   0.000   0.763   0.296   0.754   0.017
1995-188  1995-07-07    1995  188  Fri  6     6.511   7.611   7.529   0.895   6.635   0.100   0.916   0.050   0.500   0.000   0.150   0.150   1.169   1.169   1.156   1.019   1.000   1.000   1.000   0.000   0.017  32.814   0.000   0.000   0.000   0.271  61.077  43.004  18.102  96.534   0.000  35.457  61.077   7.547   0.000   0.000   0.175   0.347   0.943   0.271
1995-189  1995-07-08    1995  189  Sat  7     4.367   5.135   5.135   0.655   4.480   0.195   1.000   0.050   0.500   0.000   0.150   0.150   1.176   1.176   1.176   1.026   1.000   1.000   1.000   4.480   0.000   0.000   0.000   0.000   0.000   0.139  61.077  43.004  35.227  91.128   0.000  30.051  61.077  12.953   0.000   0.000   0.301   0.336   0.903   0.139
1995-190  1995-07-09    1995  190  Sun  8     6.036   7.057   7.057   0.905   6.152   0.118   1.000   0.050   0.500   0.000   0.150   0.150   1.169   1.169   1.169   1.019   1.000   1.000   1.000  10.632   0.000   0.000   0.000   0.000   0.000   0.064  61.077  43.004  21.308  83.931   0.000  22.855  61.077  20.149   0.000   0.000   0.469   0.322   0.849   0.064
1995-191  1995-07-10    1995  191  Mon  9     5.935   7.045   7.045   0.890   6.154   0.118   1.000   0.050   0.500   0.000   0.150   0.150   1.187   1.187   1.187   1.037   1.000   1.000   1.000  16.786   0.000   0.000   0.000   0.000   0.000   0.031  61.077  43.004  21.400  76.823   0.000  15.747  61.077  27.257   0.000   0.000   0.634   0.308   0.796   0.031
