************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:24
Simulation start date: 2013-11-08
Simulation end date: 2014-03-13
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2013 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2013-312  2013-11-08    2013  312  Fri  0     2.815   0.422   0.422   0.422   0.000   0.733   1.000   0.050   0.200   0.000   0.150   0.150   1.153   0.150   0.150   0.000   0.000   1.000   1.000  19.903   0.000   0.000   0.000   0.006   0.000   0.000  24.431   0.000  17.910  17.408   0.000   0.000   0.000   0.000   7.022   0.287   0.000   0.241   0.546   0.008
2013-313  2013-11-09    2013  313  Sat  1     3.071   0.462   0.462   0.461   0.001   0.732   1.000   0.050   0.222   0.000   0.150   0.150   1.157   0.150   0.150   0.000   0.000   1.000   1.000  19.904   0.000   0.000   0.000   0.000   0.000   0.000  27.145   0.000  19.857  16.946   0.000   0.000   0.000   0.000   7.484   0.276   0.000   0.230   0.506   0.004
2013-314  2013-11-10    2013  314  Sun  2     3.660   0.550   0.550   0.549   0.001   0.728   1.000   0.050   0.244   0.000   0.150   0.150   1.167   0.150   0.150   0.000   0.000   1.000   1.000  19.905   0.000   0.000   0.000   0.000   0.000   0.000  29.860   0.000  21.737  16.396   0.000   0.000   0.000   0.000   8.035   0.269   0.000   0.221   0.471   0.002
2013-315  2013-11-11    2013  315  Mon  3     3.756   0.564   0.564   0.563   0.001   0.727   1.000   0.050   0.267   0.000   0.150   0.150   1.167   0.150   0.150   0.000   0.000   1.000   1.000  19.906   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  23.695  15.832   0.000   0.000   0.000   0.000   8.599   0.264   0.000   0.213   0.442   0.001
2013-316  2013-11-12    2013  316  Tue  4     3.608   0.542   0.542   0.541   0.001   0.728   1.000   0.050   0.289   0.000   0.150   0.150   1.164   0.150   0.150   0.000   0.000   1.000   1.000  19.907   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  25.702  15.290   0.000   0.000   0.000   0.000   9.141   0.259   0.000   0.207   0.418   0.001
2013-317  2013-11-13    2013  317  Wed  5     3.743   0.562   0.562   0.561   0.001   0.728   1.000   0.050   0.311   0.000   0.150   0.150   1.165   0.150   0.150   0.000   0.000   1.000   1.000  19.908   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  27.648  14.728   0.000   0.000   0.000   0.000   9.703   0.255   0.000   0.201   0.397   0.000
2013-318  2013-11-14    2013  318  Thu  6     3.792   0.569   0.569   0.569   0.000   0.727   1.000   0.050   0.333   0.000   0.150   0.150   1.169   0.150   0.150   0.000   0.000   1.000   1.000  19.908   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  29.611  14.159   0.000   0.000   0.000   0.000  10.272   0.252   0.000   0.196   0.379   0.000
2013-319  2013-11-15    2013  319  Fri  7     3.515   0.528   0.528   0.527   0.000   0.729   1.000   0.050   0.356   0.000   0.150   0.150   1.166   0.150   0.150   0.000   0.000   1.000   1.000  19.908   0.000   0.000   0.000   0.000   0.000   0.000  43.432   0.000  31.658  13.631   0.000   0.000   0.000   0.000  10.800   0.249   0.000   0.192   0.363   0.000
2013-320  2013-11-16    2013  320  Sat  8     3.321   0.498   0.498   0.498   0.000   0.730   1.000   0.050   0.378   0.000   0.150   0.150   1.163   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  46.147   0.000  33.690  13.133   0.000   0.000   0.000   0.000  11.298   0.245   0.000   0.189   0.350   0.000
2013-321  2013-11-17    2013  321  Sun  9     3.897   0.585   0.585   0.584   0.000   0.727   1.000   0.050   0.400   0.000   0.150   0.150   1.171   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  35.503  12.548   0.000   0.000   0.000   0.000  11.883   0.243   0.000   0.185   0.337   0.000
2013-322  2013-11-18    2013  322  Mon  10    4.685   0.703   0.703   0.703   0.000   0.722   1.000   0.050   0.422   0.000   0.150   0.150   1.183   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  51.576   0.000  37.232  11.845   0.000   0.000   0.000   0.000  12.586   0.244   0.000   0.182   0.325   0.000
2013-323  2013-11-19    2013  323  Tue  11    4.245   0.637   0.637   0.637   0.000   0.725   1.000   0.050   0.444   0.000   0.150   0.150   1.182   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  54.290   0.000  39.335  11.208   0.000   0.000   0.000   0.000  13.222   0.244   0.000   0.179   0.314   0.000
2013-324  2013-11-20    2013  324  Wed  12    3.479   0.522   0.522   0.522   0.000   0.729   1.000   0.050   0.467   0.000   0.150   0.150   1.165   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  57.005   0.000  41.564  10.686   0.000   0.000   0.000   0.000  13.744   0.241   0.000   0.177   0.306   0.000
2013-325  2013-11-21    2013  325  Thu  13    3.232   0.485   0.485   0.485   0.000   0.731   1.000   0.050   0.489   0.000   0.150   0.150   1.161   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  59.719   0.000  43.631  10.201   0.000   0.000   0.000   0.000  14.229   0.238   0.000   0.175   0.298   0.000
2013-326  2013-11-22    2013  326  Fri  14    2.869   0.430   0.430   0.430   0.000   0.733   1.000   0.050   0.511   0.000   0.150   0.150   1.155   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  62.434   0.000  45.751   9.771   0.000   0.000   0.000   0.000  14.659   0.235   0.000   0.173   0.291   0.000
2013-327  2013-11-23    2013  327  Sat  15    3.316   0.497   0.497   0.497   0.000   0.730   1.000   0.050   0.533   0.000   0.150   0.150   1.162   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  65.148   0.000  47.565   9.274   0.000   0.000   0.000   0.000  15.157   0.233   0.000   0.171   0.285   0.000
