************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:13
Simulation start date: 1996-07-01
Simulation end date: 1996-10-29
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1996 Rice -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1996-183  1996-07-01    1996  183  Mon  0     5.036   5.829   5.829   0.755   5.073   0.167   1.000   0.050   0.500   0.000   0.150   0.150   1.157   1.157   1.157   1.007   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  30.202 123.824  19.744  43.004  61.077   0.000   0.000   0.000   0.000   0.402   1.000   3.141
1996-184  1996-07-02    1996  184  Tue  1     5.761   6.683   6.683   0.864   5.819   0.133   1.000   0.050   0.500   0.000   0.150   0.150   1.160   1.160   1.160   1.010   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  24.016 114.000   9.920  43.004  61.077   0.000   0.000   0.000   0.000   0.382   1.000   3.141
1996-185  1996-07-03    1996  185  Wed  2     6.449   7.495   7.495   0.967   6.528   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.162   1.162   1.162   1.012   1.000   1.000   1.000  18.866   0.000   0.000   0.000   7.571   0.000   3.141  61.077  43.004  18.138 110.935   6.855  43.004  61.077   0.000   0.000   0.000   0.000   0.376   1.000   3.141
1996-186  1996-07-04    1996  186  Thu  3     5.202   5.993   5.993   0.780   5.213   0.160   1.000   0.050   0.500   0.000   0.150   0.150   1.152   1.152   1.152   1.002   1.000   1.000   1.000   9.149   0.000   0.000   0.000  14.930   0.000   3.141  61.077  43.004  29.012 116.731  12.650  43.004  61.077   0.000   0.000   0.000   0.000   0.387   1.000   3.141
1996-187  1996-07-05    1996  187  Fri  4     5.658   6.562   6.562   0.849   5.713   0.138   1.000   0.050   0.500   0.000   0.150   0.150   1.160   1.160   1.160   1.010   1.000   1.000   1.000   7.145   0.000   0.000   0.000   7.717   0.000   3.141  61.077  43.004  24.893 114.745  10.665  43.004  61.077   0.000   0.000   0.000   0.000   0.383   1.000   3.141
1996-188  1996-07-06    1996  188  Sat  5     5.558   6.441   6.441   0.834   5.607   0.142   1.000   0.050   0.500   0.000   0.150   0.150   1.159   1.159   1.159   1.009   1.000   1.000   1.000  12.752   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  25.770 105.163   1.083  43.004  61.077   0.000   0.000   0.000   0.000   0.364   1.000   3.141
1996-189  1996-07-07    1996  189  Sun  6     6.249   7.224   7.224   0.937   6.286   0.111   1.000   0.050   0.500   0.000   0.150   0.150   1.156   1.156   1.156   1.006   1.000   1.000   1.000  19.039   0.000   0.000   0.000   0.000   0.000   0.216  61.077  43.004  20.102  94.799   0.000  33.722  61.077   9.282   0.000   0.000   0.216   0.343   0.930   0.216
1996-190  1996-07-08    1996  190  Mon  7     5.916   6.902   6.902   0.887   6.015   0.124   1.000   0.050   0.500   0.000   0.150   0.150   1.167   1.167   1.167   1.017   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.095  61.077  43.004  22.431  87.680   0.000  26.604  61.077  16.400   0.000   0.000   0.381   0.329   0.877   0.095
1996-191  1996-07-09    1996  191  Tue  8     5.535   6.431   6.431   0.830   5.601   0.143   1.000   0.050   0.500   0.000   0.150   0.150   1.162   1.162   1.162   1.012   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.048  61.077  43.004  25.839  81.154   0.000  20.078  61.077  22.926   0.000   0.000   0.533   0.316   0.828   0.048
1996-192  1996-07-10    1996  192  Wed  9     4.736   5.518   5.518   0.710   4.808   0.179   1.000   0.050   0.500   0.000   0.150   0.150   1.165   1.165   1.165   1.015   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.027  61.077  43.004  32.451  75.588   0.000  14.511  61.077  28.493   0.000   0.000   0.663   0.305   0.786   0.027
