************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:14
Simulation start date: 1994-10-29
Simulation end date: 1994-11-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1994 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1994-302  1994-10-29    1994  302  Sat  0     4.715   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.121   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  41.560   0.000   0.000  41.560  43.004  19.516   0.320   1.000   0.237   0.531   0.006
1994-303  1994-10-30    1994  303  Sun  1     4.803   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.122   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  41.560   0.000   0.000  41.560  43.004  19.516   0.320   1.000   0.237   0.531   0.006
1994-304  1994-10-31    1994  304  Mon  2     4.656   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.128   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  41.560   0.000   0.000  41.560  43.004  19.516   0.320   1.000   0.237   0.531   0.006
1994-305  1994-11-01    1994  305  Tue  3     4.798   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.125   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  41.560   0.000   0.000  41.560  43.004  19.516   0.320   1.000   0.237   0.531   0.006
1994-306  1994-11-02    1994  306  Wed  4     4.045   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.104   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  41.560   0.000   0.000  41.560  43.004  19.516   0.320   1.000   0.237   0.531   0.006
1994-307  1994-11-03    1994  307  Thu  5     3.651   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.096   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  41.560   0.000   0.000  41.560  43.004  19.516   0.320   1.000   0.237   0.531   0.006
1994-308  1994-11-04    1994  308  Fri  6     3.745   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.095   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  41.560   0.000   0.000  41.560  43.004  19.516   0.320   1.000   0.237   0.531   0.006
1994-309  1994-11-05    1994  309  Sat  7     4.075   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.114   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  41.560   0.000   0.000  41.560  43.004  19.516   0.320   1.000   0.237   0.531   0.006
1994-310  1994-11-06    1994  310  Sun  8     3.703   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.101   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  41.560   0.000   0.000  41.560  43.004  19.516   0.320   1.000   0.237   0.531   0.006
1994-311  1994-11-07    1994  311  Mon  9     3.555   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.094   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  41.560   0.000   0.000  41.560  43.004  19.516   0.320   1.000   0.237   0.531   0.006
1994-312  1994-11-08    1994  312  Tue  10    3.667   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.094   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  41.560   0.000   0.000  41.560  43.004  19.516   0.320   1.000   0.237   0.531   0.006
