************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:14
Simulation start date: 1992-10-29
Simulation end date: 1992-11-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1992 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1992-303  1992-10-29    1992  303  Thu  0     4.075   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.099   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  48.561   0.000   0.000  48.561  43.004  12.516   0.205   1.000   0.251   0.584   0.015
1992-304  1992-10-30    1992  304  Fri  1     4.107   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.100   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  48.561   0.000   0.000  48.561  43.004  12.516   0.205   1.000   0.251   0.584   0.015
1992-305  1992-10-31    1992  305  Sat  2     3.363   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.075   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  48.561   0.000   0.000  48.561  43.004  12.516   0.205   1.000   0.251   0.584   0.015
1992-306  1992-11-01    1992  306  Sun  3     3.305   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.074   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  48.561   0.000   0.000  48.561  43.004  12.516   0.205   1.000   0.251   0.584   0.015
1992-307  1992-11-02    1992  307  Mon  4     3.621   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.084   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  48.561   0.000   0.000  48.561  43.004  12.516   0.205   1.000   0.251   0.584   0.015
1992-308  1992-11-03    1992  308  Tue  5     3.548   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.086   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  48.561   0.000   0.000  48.561  43.004  12.516   0.205   1.000   0.251   0.584   0.015
1992-309  1992-11-04    1992  309  Wed  6     4.030   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.106   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  48.561   0.000   0.000  48.561  43.004  12.516   0.205   1.000   0.251   0.584   0.015
1992-310  1992-11-05    1992  310  Thu  7     4.362   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.110   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  48.561   0.000   0.000  48.561  43.004  12.516   0.205   1.000   0.251   0.584   0.015
1992-311  1992-11-06    1992  311  Fri  8     5.211   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.157   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  48.561   0.000   0.000  48.561  43.004  12.516   0.205   1.000   0.251   0.584   0.015
1992-312  1992-11-07    1992  312  Sat  9     5.700   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.223   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  48.561   0.000   0.000  48.561  43.004  12.516   0.205   1.000   0.251   0.584   0.015
1992-313  1992-11-08    1992  313  Sun  10    4.581   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.187   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  48.561   0.000   0.000  48.561  43.004  12.516   0.205   1.000   0.251   0.584   0.015
