************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:16
Simulation start date: 2000-07-01
Simulation end date: 2000-10-29
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2000 Rice -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2000-183  2000-07-01    2000  183  Sat  0     4.133   4.851   4.851   0.620   4.231   0.206   1.000   0.050   0.500   0.000   0.150   0.150   1.174   1.174   1.174   1.024   1.000   1.000   1.000  14.292   0.000   0.000   0.000   9.848   0.000   3.141  61.077  43.004  37.284 144.926  40.846  43.004  61.077   0.000   0.000   0.000   0.000   0.444   1.000   3.141
2000-184  2000-07-02    2000  184  Sun  1     4.982   5.808   5.808   0.747   5.061   0.168   1.000   0.050   0.500   0.000   0.150   0.150   1.166   1.166   1.166   1.016   1.000   1.000   1.000  19.353   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  30.350 135.977  31.896  43.004  61.077   0.000   0.000   0.000   0.000   0.426   1.000   3.141
2000-185  2000-07-03    2000  185  Mon  2     5.627   6.553   6.553   0.844   5.709   0.138   1.000   0.050   0.500   0.000   0.150   0.150   1.164   1.164   1.164   1.014   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  24.959 126.283  22.202  43.004  61.077   0.000   0.000   0.000   0.000   0.406   1.000   3.141
2000-186  2000-07-04    2000  186  Tue  3     5.451   6.330   6.330   0.818   5.513   0.147   1.000   0.050   0.500   0.000   0.150   0.150   1.161   1.161   1.161   1.011   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  26.571 116.812  12.731  43.004  61.077   0.000   0.000   0.000   0.000   0.388   1.000   3.141
2000-187  2000-07-05    2000  187  Wed  4     6.415   7.403   7.403   0.962   6.441   0.104   1.000   0.050   0.500   0.000   0.150   0.150   1.154   1.154   1.154   1.004   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.804 106.268   2.187  43.004  61.077   0.000   0.000   0.000   0.000   0.366   1.000   3.141
2000-188  2000-07-06    2000  188  Thu  5     7.024   8.150   8.150   1.054   7.096   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.160   1.160   1.160   1.010   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.221  61.077  43.004  18.102  94.977   0.000  33.900  61.077   9.104   0.000   0.000   0.212   0.344   0.932   0.221
2000-189  2000-07-07    2000  189  Fri  6     6.006   7.089   7.089   0.901   6.188   0.116   1.000   0.050   0.500   0.000   0.150   0.150   1.180   1.180   1.180   1.030   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.095  61.077  43.004  21.078  87.667   0.000  26.590  61.077  16.414   0.000   0.000   0.382   0.329   0.877   0.095
2000-190  2000-07-08    2000  190  Sat  7     4.643   5.460   5.460   0.696   4.764   0.182   1.000   0.050   0.500   0.000   0.150   0.150   1.176   1.176   1.176   1.026   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.053  61.077  43.004  32.873  82.112   0.000  21.036  61.077  21.968   0.000   0.000   0.511   0.318   0.835   0.053
2000-191  2000-07-09    2000  191  Sun  8     5.315   6.197   6.197   0.797   5.399   0.152   1.000   0.050   0.500   0.000   0.150   0.150   1.166   1.166   1.166   1.016   1.000   1.000   1.000   4.746   0.053   0.000   0.000  20.615   0.000   0.269  61.077  43.004  27.540  96.478   0.000  35.401  61.077   7.603   0.000   0.000   0.177   0.347   0.943   0.269
2000-192  2000-07-10    2000  192  Mon  9     4.982   5.827   5.827   0.747   5.080   0.167   1.000   0.050   0.500   0.000   0.150   0.150   1.170   1.170   1.170   1.020   1.000   1.000   1.000   9.826   0.000   0.000   0.000   0.000   0.000   0.128  61.077  43.004  30.214  90.382   0.000  29.305  61.077  13.699   0.000   0.000   0.319   0.335   0.897   0.128
2000-193  2000-07-11    2000  193  Tue  10    4.758   5.607   5.607   0.714   4.893   0.176   1.000   0.050   0.500   0.000   0.150   0.150   1.178   1.178   1.178   1.028   1.000   1.000   1.000  14.719   0.000   0.000   0.000   0.000   0.000   0.069  61.077  43.004  31.810  84.647   0.000  23.570  61.077  19.434   0.000   0.000   0.452   0.323   0.854   0.069
2000-194  2000-07-12    2000  194  Wed  11    4.071   4.758   4.758   0.611   4.148   0.210   1.000   0.050   0.500   0.000   0.150   0.150   1.169   1.169   1.169   1.019   1.000   1.000   1.000  18.867   0.000   0.000   0.000   0.000   0.000   0.042  61.077  43.004  37.954  79.820   0.000  18.743  61.077  24.261   0.000   0.000   0.564   0.314   0.818   0.042
2000-195  2000-07-13    2000  195  Thu  12    5.256   6.112   6.112   0.788   5.323   0.156   1.000   0.050   0.500   0.000   0.150   0.150   1.163   1.163   1.163   1.013   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.022  61.077  43.004  28.156  73.667   0.000  12.590  61.077  30.414   0.000   0.000   0.707   0.301   0.772   0.022
2000-196  2000-07-14    2000  196  Fri  13    5.397   6.363   6.344   0.791   5.554   0.145   0.976   0.050   0.500   0.000   0.150   0.150   1.179   1.179   1.175   1.029   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.012  61.077  43.004  26.333  67.300   0.000   6.224  61.077  36.780   0.000   0.000   0.855   0.288   0.724   0.012
2000-197  2000-07-15    2000  197  Sat  14    3.745   4.388   4.388   0.562   3.826   0.224   1.000   0.050   0.500   0.000   0.150   0.150   1.172   1.172   1.172   1.022   1.000   1.000   1.000  14.396   0.000   0.000   0.000   9.340   0.000   0.019  61.077  43.004  40.638  72.241   0.000  11.164  61.077  31.840   0.000   0.000   0.740   0.298   0.761   0.019
2000-198  2000-07-16    2000  198  Sun  15    2.969   3.499   3.499   0.445   3.053   0.260   1.000   0.050   0.500   0.000   0.150   0.150   1.178   1.178   1.178   1.028   1.000   1.000   1.000   0.000   0.019   0.000   0.000  18.462   0.000   0.090  61.077  43.004  47.076  87.185   0.000  26.108  61.077  16.896   0.000   0.000   0.393   0.328   0.873   0.090
2000-199  2000-07-17    2000  199  Mon  16    2.219   2.567   2.567   0.333   2.234   0.297   1.000   0.050   0.500   0.000   0.150   0.150   1.157   1.157   1.157   1.007   1.000   1.000   1.000   0.000   0.090   0.000   0.000  30.183   0.000   3.141  61.077  43.004  53.824 114.711  10.631  43.004  61.077   0.000   0.000   0.000   0.000   0.383   1.000   3.141
2000-200  2000-07-18    2000  200  Tue  17    2.898   3.367   3.367   0.435   2.933   0.265   1.000   0.050   0.500   0.000   0.150   0.150   1.162   1.162   1.162   1.012   1.000   1.000   1.000   2.933   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  48.025 108.203   4.122  43.004  61.077   0.000   0.000   0.000   0.000   0.370   1.000   3.141
