************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:23
Simulation start date: 2017-11-08
Simulation end date: 2018-03-13
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2017 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2017-312  2017-11-08    2017  312  Wed  0     2.969   0.445   0.445   0.445   0.000   0.732   1.000   0.050   0.200   0.000   0.150   0.150   1.153   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  24.431   0.000  17.888  15.379   0.000   0.000   0.000   0.000   9.052   0.371   0.000   0.231   0.508   0.004
2017-313  2017-11-09    2017  313  Thu  1     3.152   0.473   0.473   0.473   0.000   0.731   1.000   0.050   0.222   0.000   0.150   0.150   1.155   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  27.145   0.000  19.845  14.906   0.000   0.000   0.000   0.000   9.525   0.351   0.000   0.221   0.471   0.002
2017-314  2017-11-10    2017  314  Fri  2     3.234   0.485   0.485   0.485   0.000   0.731   1.000   0.050   0.244   0.000   0.150   0.150   1.153   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  29.860   0.000  21.815  14.421   0.000   0.000   0.000   0.000  10.010   0.335   0.000   0.213   0.441   0.001
2017-315  2017-11-11    2017  315  Sat  3     3.110   0.467   0.467   0.467   0.000   0.731   1.000   0.050   0.267   0.000   0.150   0.150   1.156   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  23.823  13.954   0.000   0.000   0.000   0.000  10.476   0.322   0.000   0.206   0.416   0.001
2017-316  2017-11-12    2017  316  Sun  4     3.202   0.480   0.480   0.480   0.000   0.731   1.000   0.050   0.289   0.000   0.150   0.150   1.160   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  25.789  13.474   0.000   0.000   0.000   0.000  10.957   0.310   0.000   0.201   0.395   0.000
2017-317  2017-11-13    2017  317  Mon  5     2.839   0.426   0.426   0.426   0.000   0.733   1.000   0.050   0.311   0.000   0.150   0.150   1.153   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  27.855  13.048   0.000   0.000   0.000   0.000  11.382   0.300   0.000   0.196   0.377   0.000
2017-318  2017-11-14    2017  318  Tue  6     3.982   0.597   0.597   0.597   0.000   0.726   1.000   0.050   0.333   0.000   0.150   0.150   1.176   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  29.565  12.451   0.000   0.000   0.000   0.000  11.980   0.294   0.000   0.191   0.360   0.000
2017-319  2017-11-15    2017  319  Wed  7     3.301   0.495   0.495   0.495   0.000   0.730   1.000   0.050   0.356   0.000   0.150   0.150   1.164   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  43.432   0.000  31.714  11.956   0.000   0.000   0.000   0.000  12.475   0.287   0.000   0.188   0.346   0.000
2017-320  2017-11-16    2017  320  Thu  8     2.589   0.388   0.388   0.388   0.000   0.734   1.000   0.050   0.378   0.000   0.150   0.150   1.153   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  46.147   0.000  33.893  11.567   0.000   0.000   0.000   0.000  12.863   0.279   0.000   0.184   0.335   0.000
2017-321  2017-11-17    2017  321  Fri  9     3.073   0.461   0.461   0.461   0.000   0.732   1.000   0.050   0.400   0.000   0.150   0.150   1.164   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  35.745  11.106   0.000   0.000   0.000   0.000  13.324   0.273   0.000   0.182   0.324   0.000
