************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:51:17
Simulation start date: 2000-10-29
Simulation end date: 2000-11-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2000 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2000-303  2000-10-29    2000  303  Sun  0     4.035   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.097   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
2000-304  2000-10-30    2000  304  Mon  1     3.768   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.093   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
2000-305  2000-10-31    2000  305  Tue  2     3.554   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.083   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
2000-306  2000-11-01    2000  306  Wed  3     3.648   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.091   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
2000-307  2000-11-02    2000  307  Thu  4     3.268   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.081   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
2000-308  2000-11-03    2000  308  Fri  5     3.721   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.096   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
2000-309  2000-11-04    2000  309  Sat  6     3.973   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.105   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
2000-310  2000-11-05    2000  310  Sun  7     3.903   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.103   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
2000-311  2000-11-06    2000  311  Mon  8     3.968   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.103   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
2000-312  2000-11-07    2000  312  Tue  9     3.686   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.088   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
2000-313  2000-11-08    2000  313  Wed  10    3.656   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.090   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  53.561   0.000   0.000  53.561  43.004   7.516   0.123   1.000   0.261   0.621   0.026
