************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:33
Simulation start date: 2018-11-03
Simulation end date: 2019-03-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2018 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2018-307  2018-11-03    2018  307  Sat  0     3.657   0.549   0.549   0.549   0.000   0.728   1.000   0.050   0.200   0.000   0.150   0.150   1.187   0.150   0.150   0.000   0.000   1.000   1.000  19.901   0.000   0.000   0.000   0.008   0.000   0.000  24.431   0.000  17.787  23.684   0.000   0.000   0.000   0.000   0.747   0.031   0.000   0.272   0.664   0.050
2018-308  2018-11-04    2018  308  Sun  1     3.528   0.531   0.531   0.529   0.002   0.729   1.000   0.050   0.222   0.000   0.150   0.150   1.162   0.151   0.151   0.001   0.001   1.000   1.000  19.903   0.000   0.000   0.000   0.000   0.000   0.000  27.145   0.000  19.782  23.153   0.000   0.000   0.000   0.000   1.278   0.047   0.000   0.258   0.610   0.022
2018-309  2018-11-05    2018  309  Mon  2     3.720   0.560   0.560   0.558   0.002   0.728   1.000   0.050   0.244   0.000   0.150   0.150   1.169   0.150   0.150   0.000   0.000   1.000   1.000  19.905   0.000   0.000   0.000   0.000   0.000   0.000  29.860   0.000  21.726  22.593   0.000   0.000   0.000   0.000   1.838   0.062   0.000   0.246   0.566   0.011
2018-310  2018-11-06    2018  310  Tue  3     4.984   0.749   0.749   0.748   0.002   0.720   1.000   0.050   0.267   0.000   0.150   0.150   1.179   0.150   0.150   0.000   0.000   1.000   1.000  19.906   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  23.454  21.844   0.000   0.000   0.000   0.000   2.587   0.079   0.000   0.236   0.527   0.006
2018-311  2018-11-07    2018  311  Wed  4     4.125   0.620   0.620   0.619   0.001   0.725   1.000   0.050   0.289   0.000   0.150   0.150   1.175   0.150   0.150   0.000   0.000   1.000   1.000  19.907   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  25.592  21.224   0.000   0.000   0.000   0.000   3.207   0.091   0.000   0.227   0.495   0.003
2018-312  2018-11-08    2018  312  Thu  5     3.319   0.498   0.498   0.498   0.000   0.730   1.000   0.050   0.311   0.000   0.150   0.150   1.156   0.150   0.150   0.000   0.000   1.000   1.000  19.908   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  27.745  20.726   0.000   0.000   0.000   0.000   3.705   0.097   0.000   0.220   0.469   0.002
2018-313  2018-11-09    2018  313  Fri  6     3.202   0.481   0.481   0.480   0.000   0.731   1.000   0.050   0.333   0.000   0.150   0.150   1.155   0.150   0.150   0.000   0.000   1.000   1.000  19.908   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  29.756  20.245   0.000   0.000   0.000   0.000   4.185   0.103   0.000   0.215   0.447   0.001
2018-314  2018-11-10    2018  314  Sat  7     2.947   0.442   0.442   0.442   0.000   0.732   1.000   0.050   0.356   0.000   0.150   0.150   1.151   0.150   0.150   0.000   0.000   1.000   1.000  19.908   0.000   0.000   0.000   0.000   0.000   0.000  43.432   0.000  31.806  19.803   0.000   0.000   0.000   0.000   4.628   0.107   0.000   0.210   0.429   0.001
2018-315  2018-11-11    2018  315  Sun  8     3.157   0.474   0.474   0.474   0.000   0.731   1.000   0.050   0.378   0.000   0.150   0.150   1.156   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  46.147   0.000  33.735  19.329   0.000   0.000   0.000   0.000   5.102   0.111   0.000   0.205   0.412   0.001
2018-316  2018-11-12    2018  316  Mon  9     3.265   0.490   0.490   0.490   0.000   0.730   1.000   0.050   0.400   0.000   0.150   0.150   1.156   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  35.688  18.839   0.000   0.000   0.000   0.000   5.592   0.114   0.000   0.201   0.396   0.000
