************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:33
Simulation start date: 2015-10-24
Simulation end date: 2015-11-03
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2015 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2015-297  2015-10-24    2015  297  Sat  0     4.568   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.097   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  44.061   0.000   0.000  44.061  43.004  17.016   0.279   1.000   0.242   0.550   0.008
2015-298  2015-10-25    2015  298  Sun  1     5.211   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.128   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  44.061   0.000   0.000  44.061  43.004  17.016   0.279   1.000   0.242   0.550   0.008
2015-299  2015-10-26    2015  299  Mon  2     4.536   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.118   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  44.061   0.000   0.000  44.061  43.004  17.016   0.279   1.000   0.242   0.550   0.008
2015-300  2015-10-27    2015  300  Tue  3     4.076   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.101   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  44.061   0.000   0.000  44.061  43.004  17.016   0.279   1.000   0.242   0.550   0.008
2015-301  2015-10-28    2015  301  Wed  4     3.584   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.100   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  44.061   0.000   0.000  44.061  43.004  17.016   0.279   1.000   0.242   0.550   0.008
2015-302  2015-10-29    2015  302  Thu  5     3.426   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.082   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  44.061   0.000   0.000  44.061  43.004  17.016   0.279   1.000   0.242   0.550   0.008
2015-303  2015-10-30    2015  303  Fri  6     3.716   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.098   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  44.061   0.000   0.000  44.061  43.004  17.016   0.279   1.000   0.242   0.550   0.008
2015-304  2015-10-31    2015  304  Sat  7     3.417   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.080   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  44.061   0.000   0.000  44.061  43.004  17.016   0.279   1.000   0.242   0.550   0.008
2015-305  2015-11-01    2015  305  Sun  8     3.639   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.082   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  44.061   0.000   0.000  44.061  43.004  17.016   0.279   1.000   0.242   0.550   0.008
2015-306  2015-11-02    2015  306  Mon  9     3.578   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.089   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  44.061   0.000   0.000  44.061  43.004  17.016   0.279   1.000   0.242   0.550   0.008
2015-307  2015-11-03    2015  307  Tue  10    3.474   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.097   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  44.061   0.000   0.000  44.061  43.004  17.016   0.279   1.000   0.242   0.550   0.008
