************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:33
Simulation start date: 2015-06-11
Simulation end date: 2015-10-24
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2015 Rice -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2015-162  2015-06-11    2015  162  Thu  0     9.818  11.611  11.611   1.473  10.138   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.183   1.183   1.183   1.033   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 107.230   3.149  43.004  61.077   0.000   0.000   0.000   0.000   0.368   1.000   3.141
2015-163  2015-06-12    2015  163  Fri  1     9.440  11.074  11.074   1.416   9.658   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.173   1.173   1.173   1.023   1.000   1.000   1.000   0.000   3.141 100.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 193.015  88.934  43.004  61.077   0.000   0.000   0.000   0.000   0.540   1.000   3.141
2015-164  2015-06-13    2015  164  Sat  2     7.159   8.305   8.305   1.074   7.231   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.160   1.160   1.160   1.010   1.000   1.000   1.000   7.231   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 181.569  77.488  43.004  61.077   0.000   0.000   0.000   0.000   0.517   1.000   3.141
2015-165  2015-06-14    2015  165  Sun  3     5.276   6.116   6.116   0.791   5.325   0.155   1.000   0.050   0.500   0.000   0.150   0.150   1.159   1.159   1.159   1.009   1.000   1.000   1.000  12.556   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  28.120 172.311  68.231  43.004  61.077   0.000   0.000   0.000   0.000   0.499   1.000   3.141
2015-166  2015-06-15    2015  166  Mon  4     5.896   6.815   6.815   0.884   5.930   0.127   1.000   0.050   0.500   0.000   0.150   0.150   1.156   1.156   1.156   1.006   1.000   1.000   1.000  18.487   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  23.065 162.356  58.275  43.004  61.077   0.000   0.000   0.000   0.000   0.479   1.000   3.141
2015-167  2015-06-16    2015  167  Tue  5     6.392   7.372   7.372   0.959   6.413   0.105   1.000   0.050   0.500   0.000   0.150   0.150   1.153   1.153   1.153   1.003   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  19.028 151.842  47.762  43.004  61.077   0.000   0.000   0.000   0.000   0.458   1.000   3.141
2015-168  2015-06-17    2015  168  Wed  6     7.263   8.397   8.397   1.089   7.307   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.156   1.156   1.156   1.006   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 140.305  36.225  43.004  61.077   0.000   0.000   0.000   0.000   0.434   1.000   3.141
2015-169  2015-06-18    2015  169  Thu  7     7.335   8.479   8.479   1.100   7.378   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.156   1.156   1.156   1.006   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 128.685  24.605  43.004  61.077   0.000   0.000   0.000   0.000   0.411   1.000   3.141
2015-170  2015-06-19    2015  170  Fri  8     8.140   9.534   9.534   1.221   8.313   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.171   1.171   1.171   1.021   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 116.010  11.930  43.004  61.077   0.000   0.000   0.000   0.000   0.386   1.000   3.141
2015-171  2015-06-20    2015  171  Sat  9     7.266   8.651   8.651   1.090   7.561   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.191   1.191   1.191   1.041   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 104.219   0.138  43.004  61.077   0.000   0.000   0.000   0.000   0.362   1.000   3.141
2015-172  2015-06-21    2015  172  Sun  10    6.367   7.445   7.445   0.955   6.490   0.102   1.000   0.050   0.500   0.000   0.150   0.150   1.169   1.169   1.169   1.019   1.000   1.000   1.000   0.000   3.141 100.000   0.000   0.000   0.000   3.141  61.077  43.004  18.497 193.632  89.552  43.004  61.077   0.000   0.000   0.000   0.000   0.541   1.000   3.141
2015-173  2015-06-22    2015  173  Mon  11    7.053   8.231   8.231   1.058   7.173   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.167   1.167   1.167   1.017   1.000   1.000   1.000   7.173   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 182.260  78.180  43.004  61.077   0.000   0.000   0.000   0.000   0.518   1.000   3.141
2015-174  2015-06-23    2015  174  Tue  12    5.883   6.804   6.804   0.882   5.921   0.128   1.000   0.050   0.500   0.000   0.150   0.150   1.157   1.157   1.157   1.007   1.000   1.000   1.000  13.094   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  23.143 172.316  68.235  43.004  61.077   0.000   0.000   0.000   0.000   0.499   1.000   3.141
2015-175  2015-06-24    2015  175  Wed  13    4.941   5.703   5.703   0.741   4.961   0.172   1.000   0.050   0.500   0.000   0.150   0.150   1.154   1.154   1.154   1.004   1.000   1.000   1.000   0.000   3.141   0.000   0.000  49.729   0.000   3.141  61.077  43.004  31.117 213.201 109.121  43.004  61.077   0.000   0.000   0.000   0.000   0.580   1.000   3.141
2015-176  2015-06-25    2015  176  Thu  14    3.437   3.984   3.984   0.516   3.469   0.241   1.000   0.050   0.500   0.000   0.150   0.150   1.159   1.159   1.159   1.009   1.000   1.000   1.000   0.000   3.141   0.000   0.000  13.454   0.000   3.141  61.077  43.004  43.558 219.530 115.449  43.004  61.077   0.000   0.000   0.000   0.000   0.593   1.000   3.141
