************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:32
Simulation start date: 2016-10-24
Simulation end date: 2016-11-03
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2016 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2016-298  2016-10-24    2016  298  Mon  0     5.499   6.164   6.164   0.000   6.164   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.121   1.121   1.121   1.121   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.183  61.077  43.004 144.816  71.540   0.000  10.464  61.077  32.540   0.000   0.000   0.757   0.297   0.756   0.183
2016-299  2016-10-25    2016  299  Tue  1     4.788   5.299   5.299   0.000   5.299   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.107   1.107   1.107   1.107   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.103  61.077  43.004 144.816  66.059   0.000   4.982  61.077  38.022   0.000   0.000   0.884   0.286   0.715   0.103
2016-300  2016-10-26    2016  300  Wed  2     4.901   5.428   5.428   0.000   5.428   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.108   1.108   1.108   1.108   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.527   0.000   0.000  60.527  43.004   0.550   0.009   1.000   0.275   0.674   0.057
2016-301  2016-10-27    2016  301  Thu  3     5.644   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.133   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.527   0.000   0.000  60.527  43.004   0.550   0.009   1.000   0.275   0.674   0.057
2016-302  2016-10-28    2016  302  Fri  4     4.845   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.116   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.527   0.000   0.000  60.527  43.004   0.550   0.009   1.000   0.275   0.674   0.057
2016-303  2016-10-29    2016  303  Sat  5     3.913   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.094   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.527   0.000   0.000  60.527  43.004   0.550   0.009   1.000   0.275   0.674   0.057
2016-304  2016-10-30    2016  304  Sun  6     3.282   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.084   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.527   0.000   0.000  60.527  43.004   0.550   0.009   1.000   0.275   0.674   0.057
2016-305  2016-10-31    2016  305  Mon  7     3.615   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.088   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.527   0.000   0.000  60.527  43.004   0.550   0.009   1.000   0.275   0.674   0.057
2016-306  2016-11-01    2016  306  Tue  8     3.784   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.096   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.527   0.000   0.000  60.527  43.004   0.550   0.009   1.000   0.275   0.674   0.057
2016-307  2016-11-02    2016  307  Wed  9     3.670   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.091   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.527   0.000   0.000  60.527  43.004   0.550   0.009   1.000   0.275   0.674   0.057
2016-308  2016-11-03    2016  308  Thu  10    3.718   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.089   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.527   0.000   0.000  60.527  43.004   0.550   0.009   1.000   0.275   0.674   0.057
