************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:31
Simulation start date: 2005-10-24
Simulation end date: 2005-11-03
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2005 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2005-297  2005-10-24    2005  297  Mon  0     3.765   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.084   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.061   0.000   0.000  57.061  43.004   4.016   0.066   1.000   0.268   0.648   0.039
2005-298  2005-10-25    2005  298  Tue  1     3.992   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.092   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.061   0.000   0.000  57.061  43.004   4.016   0.066   1.000   0.268   0.648   0.039
2005-299  2005-10-26    2005  299  Wed  2     4.260   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.098   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.061   0.000   0.000  57.061  43.004   4.016   0.066   1.000   0.268   0.648   0.039
2005-300  2005-10-27    2005  300  Thu  3     4.036   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.093   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.061   0.000   0.000  57.061  43.004   4.016   0.066   1.000   0.268   0.648   0.039
2005-301  2005-10-28    2005  301  Fri  4     4.164   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.096   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.061   0.000   0.000  57.061  43.004   4.016   0.066   1.000   0.268   0.648   0.039
2005-302  2005-10-29    2005  302  Sat  5     4.783   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.116   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.061   0.000   0.000  57.061  43.004   4.016   0.066   1.000   0.268   0.648   0.039
2005-303  2005-10-30    2005  303  Sun  6     3.958   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.092   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.061   0.000   0.000  57.061  43.004   4.016   0.066   1.000   0.268   0.648   0.039
2005-304  2005-10-31    2005  304  Mon  7     4.021   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.104   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.061   0.000   0.000  57.061  43.004   4.016   0.066   1.000   0.268   0.648   0.039
2005-305  2005-11-01    2005  305  Tue  8     3.981   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.114   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.061   0.000   0.000  57.061  43.004   4.016   0.066   1.000   0.268   0.648   0.039
2005-306  2005-11-02    2005  306  Wed  9     4.014   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.123   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.061   0.000   0.000  57.061  43.004   4.016   0.066   1.000   0.268   0.648   0.039
2005-307  2005-11-03    2005  307  Thu  10    3.432   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.095   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.061   0.000   0.000  57.061  43.004   4.016   0.066   1.000   0.268   0.648   0.039
