************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:28
Simulation start date: 2004-10-24
Simulation end date: 2004-11-03
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2004 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2004-298  2004-10-24    2004  298  Sun  0     3.893   4.217   4.217   0.000   4.217   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.083   1.083   1.083   1.083   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.776   0.000   0.000  57.776  43.004   3.300   0.054   1.000   0.269   0.653   0.042
2004-299  2004-10-25    2004  299  Mon  1     4.000   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.088   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.776   0.000   0.000  57.776  43.004   3.300   0.054   1.000   0.269   0.653   0.042
2004-300  2004-10-26    2004  300  Tue  2     3.827   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.086   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.776   0.000   0.000  57.776  43.004   3.300   0.054   1.000   0.269   0.653   0.042
2004-301  2004-10-27    2004  301  Wed  3     3.528   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.086   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.776   0.000   0.000  57.776  43.004   3.300   0.054   1.000   0.269   0.653   0.042
2004-302  2004-10-28    2004  302  Thu  4     3.630   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.082   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.776   0.000   0.000  57.776  43.004   3.300   0.054   1.000   0.269   0.653   0.042
2004-303  2004-10-29    2004  303  Fri  5     3.219   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.078   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.776   0.000   0.000  57.776  43.004   3.300   0.054   1.000   0.269   0.653   0.042
2004-304  2004-10-30    2004  304  Sat  6     3.911   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.096   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.776   0.000   0.000  57.776  43.004   3.300   0.054   1.000   0.269   0.653   0.042
2004-305  2004-10-31    2004  305  Sun  7     4.370   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.111   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.776   0.000   0.000  57.776  43.004   3.300   0.054   1.000   0.269   0.653   0.042
2004-306  2004-11-01    2004  306  Mon  8     4.750   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.156   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.776   0.000   0.000  57.776  43.004   3.300   0.054   1.000   0.269   0.653   0.042
2004-307  2004-11-02    2004  307  Tue  9     4.404   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.134   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.776   0.000   0.000  57.776  43.004   3.300   0.054   1.000   0.269   0.653   0.042
2004-308  2004-11-03    2004  308  Wed  10    5.019   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.150   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.776   0.000   0.000  57.776  43.004   3.300   0.054   1.000   0.269   0.653   0.042
