************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:28
Simulation start date: 1997-10-24
Simulation end date: 1997-11-03
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1997 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1997-297  1997-10-24    1997  297  Fri  0     3.879   4.274   4.274   0.000   4.274   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.102   1.102   1.102   1.102   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000  32.081  61.077  43.004 144.816 107.706   3.625  43.004  61.077   0.000   0.000   0.000   0.000   0.369   1.000  32.081
1997-298  1997-10-25    1997  298  Sat  1     3.361   3.662   3.662   0.000   3.662   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.090   1.090   1.090   1.090   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.191  61.077  43.004 144.816  71.963   0.000  10.887  61.077  32.117   0.000   0.000   0.747   0.298   0.759   0.191
1997-299  1997-10-26    1997  299  Sun  2     3.039   3.370   3.370   0.000   3.370   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.109   1.109   1.109   1.109   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.132  61.077  43.004 144.816  68.402   0.000   7.325  61.077  35.679   0.000   0.000   0.830   0.291   0.733   0.132
1997-300  1997-10-27    1997  300  Mon  3     3.432   3.761   3.761   0.000   3.761   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.096   1.096   1.096   1.096   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.088  61.077  43.004 144.816  64.509   0.000   3.432  61.077  39.572   0.000   0.000   0.920   0.283   0.703   0.088
1997-301  1997-10-28    1997  301  Tue  4     3.552   3.924   3.924   0.000   3.924   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.105   1.105   1.105   1.105   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.497   0.000   0.000  60.497  43.004   0.580   0.009   1.000   0.275   0.673   0.057
1997-302  1997-10-29    1997  302  Wed  5     2.315   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.103   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.497   0.000   0.000  60.497  43.004   0.580   0.009   1.000   0.275   0.673   0.057
1997-303  1997-10-30    1997  303  Thu  6     2.946   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.085   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.497   0.000   0.000  60.497  43.004   0.580   0.009   1.000   0.275   0.673   0.057
1997-304  1997-10-31    1997  304  Fri  7     3.252   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.087   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.497   0.000   0.000  60.497  43.004   0.580   0.009   1.000   0.275   0.673   0.057
1997-305  1997-11-01    1997  305  Sat  8     3.367   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.100   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.497   0.000   0.000  60.497  43.004   0.580   0.009   1.000   0.275   0.673   0.057
1997-306  1997-11-02    1997  306  Sun  9     3.784   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.112   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.497   0.000   0.000  60.497  43.004   0.580   0.009   1.000   0.275   0.673   0.057
1997-307  1997-11-03    1997  307  Mon  10    3.436   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.094   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.497   0.000   0.000  60.497  43.004   0.580   0.009   1.000   0.275   0.673   0.057
